X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,typeStatus,recordedBy,recordNumber,continentOcean,country,locality,preparationType,occurrenceRemarks,barcode,imagecode,year,month,day,stateProvince,county,decimalLongitude,decimalLatitude,identifiedBy,minimumElevationInMeters,maximumElevationInMeters,class,relatedCatalogItem,infraspecificEpithet,yearIdentified,monthIdentified,verbatimLongitude,verbatimLatitude,dayIdentified,coordinatePrecision,geoFlag,individualCount,fieldNumber,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-48.0497,-23.5903,"2",2021-03-15 16:37:00-03,NY,NYBG,"802595",PreservedSpecimen,Plantae,Magnoliophyta,Asterales,Asteraceae,Gyptis,vernoniopsis,Gyptis vernoniopsis,(Sch.Bip. ex Baker) R.M.King & H.Rob.,NA,S. M. de Campos,"212",South America,Brazil,"Faz. Sta. Luzia do Campo, SSE da cid. de Itapetininga.",sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=799019' target='other'> <mi>dwc_moreinfo</mi></a>,NY00802595,NY00802595_01,"1960","03","17",São Paulo,Itapetininga,-48.0497,-23.5903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.0497,-23.5903,"5",2021-03-15 16:37:00-03,NY,NYBG,"802594",PreservedSpecimen,Plantae,Magnoliophyta,Asterales,Asteraceae,Gyptis,vernoniopsis,Gyptis vernoniopsis,(Sch.Bip. ex Baker) R.M.King & H.Rob.,NA,S. M. de Campos,"212",South America,Brazil,"Itapetininga, Fazenda Santa Luzia do Campo Largo, SSE da cidade de Itapetininga.",sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=799006' target='other'> <mi>dwc_moreinfo</mi></a>,NY00802594,NY00802594_01,"1960","03","17",São Paulo,Itapetininga,-48.0497,-23.5903,V. L. Rivera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"34",2021-03-01 16:24:22-03,UNICAMP,UEC,"34760",S,Plantae,Magnoliopsida,NA,Asteraceae,Gyptis,vernoniopsis,Gyptis vernoniopsis,(Sch.Bip. ex Baker) R.M.King & H.Rob.,NA,"Rocha, YV","15759",NA,Brazil,NA,NA,"Flores lilás, ramos escuros.; Beira de estrada.",UEC123144,UEC123144,"1984","03","07",São Paulo,Itararé,-49.3400001525879,-24.1100006103516,"Esteves, RL",NA,NA,NA,NA,NA,"2002","05",NA,NA,"10","27729",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"35",2020-07-06 21:42:14-03,UFPB,JPB,"24293",PreservedSpecimen,Plantae,Angiosperma,Dicotyledon,Asteraceae,Eupatorium,lanigerum,Eupatorium lanigerum,Hook & Arn.,NA,"Hoehne, W",JPB24293,Southern America,Brasil,Departamento Bo,NA,NA,NA,NA,"1946","03","27",São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.2900009155273,-23.2600002288818,"66",2015-09-04 05:49:35-03,MNHN,RECOLNAT_MNHN_P,P02405804,PreservedSpecimen,NA,NA,NA,Asteraceae,Eupatorium,vernoniopsis,Eupatorium vernoniopsis,Sch.Bip. ex Baker,NA,Riedel,NA,NA,Brasil,"Ytú. Itu, São Paulo, Sudeste, Brasil, América do Sul",hb,. . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02405804' target='other'> <mi>dwc_moreinfo</mi></a>,P02405804,P02405804_01,"1834","2","1",São Paulo,Itu,-47.2900009155273,-23.2600002288818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22309",auto,NA,"1513",NA,"35",São Paulo,SP,Sudeste
-47.2900009155273,-23.2600002288818,"67",2015-09-04 05:49:35-03,MNHN,RECOLNAT_MNHN_P,P02405790,PreservedSpecimen,NA,NA,NA,Asteraceae,Eupatorium,vernoniopsis,Eupatorium vernoniopsis,Sch.Bip. ex Baker,NA,Riedel,NA,NA,Brasil,"Ytú. Itu, São Paulo, Sudeste, Brasil, América do Sul",hb,. . 1270 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02405790' target='other'> <mi>dwc_moreinfo</mi></a>,P02405790,P02405790_01,"1834","2","1",São Paulo,Itu,-47.2900009155273,-23.2600002288818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22309",auto,NA,"2098",NA,"35",São Paulo,SP,Sudeste
-48.439998626709,-22.8799991607666,"95",2020-11-18 11:49:21-03,UERJ,HRJ,"5933",PreservedSpecimen,Plantae,NA,NA,Asteraceae,Eupatorium,lanigerum,Eupatorium lanigerum,Hook. & Arn.,NA,R.C.S. Maione,s.n.,NA,Brasil,Cerrado secundário.,NA,NA,HRJ00005933,NA,"1983","03","00",São Paulo,Botucatu,-48.439998626709,-22.8799991607666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40412",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.1699981689453,-21.7900009155273,"154",2019-11-21 10:00:41-03,IBt,SP,"16136",S,Plantae,NA,NA,Asteraceae,Gyptis,lanigera,Gyptis lanigera,(Hook. & Arn.) R.M.King & H.Rob.,NA,"Loefgren, A",CGG4273,NA,Brasil,Ex Herv. C. G. e G. de S. Paulo n° 4273,NA,NA,SP032983,SP032983,"1899","04",NA,São Paulo,Araraquara,-48.1699981689453,-21.7900009155273,"Simão Bianchini, R; Silva, AL",NA,NA,NA,NA,NA,"2010","02",NA,NA,"11","29178",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.5900001525879,-23.7900009155273,"155",2019-11-21 10:00:41-03,IBt,SP,"1672",S,Plantae,NA,NA,Asteraceae,Gyptis,lanigera,Gyptis lanigera,(Hook. & Arn.) R.M.King & H.Rob.,NA,"Gomes, JF",s.n.,NA,Brasil,NA,NA,NA,NA,NA,"1918","03","21",São Paulo,Buri,-48.5900001525879,-23.7900009155273,"Simão Bianchini, R; Silva, AL",NA,NA,NA,NA,NA,"2010","02",NA,NA,"11","28249",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.0499992370605,-23.5900001525879,"156",2019-11-21 10:00:42-03,IBt,SP,"64922",S,Plantae,NA,NA,Asteraceae,Gyptis,lanigera,Gyptis lanigera,(Hook. & Arn.) R.M.King & H.Rob.,NA,"Campos, SM","212",NA,Brasil,"Sta. Luzia do Campo Largo, SSE da cid. da Itapetininga",NA,NA,NA,NA,"1960","03","17",São Paulo,Itapetininga,-48.0499992370605,-23.5900001525879,"Simão Bianchini, R; Silva, AL",NA,NA,NA,NA,NA,"2010","02",NA,NA,"11","40712",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
