X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,year,month,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,imagecode,recordNumber,day,continentOcean,preparationType,previousCatalogNumber,phylum,order,coordinatePrecision,geoFlag,class,relatedCatalogItem,relationshipType,minimumDepthInMeters,maximumDepthInMeters,individualCount,fieldNumber,infraspecificEpithet,typeStatus,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.5499992370605,-24.7000007629395,"87",2020-11-04 12:17:40-03,ESALQ,ESA,"61925",PreservedSpecimen,Plantae,Orobanchaceae,Agalinis,communis,Agalinis communis,(Cham. & Schltdl.) D'Arcy,"Souza, V.C.",NA,NA,NA,"Kozera, C. et al.","1999","01",Brasil,São Paulo,Iguape,NA,-47.5499992370605,-24.7000007629395,NA,NA,NA,NA,NA,ESA061925,ESA061925,"738.0","06",NA,NA,NA,Magnoliophyta,NA,"55628",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"88",2020-11-04 12:17:40-03,ESALQ,ESA,"30953",PreservedSpecimen,Plantae,Orobanchaceae,Agalinis,communis,Agalinis communis,(Cham. & Schltdl.) D'Arcy,"Souza, V.C.",NA,NA,NA,"Souza, V.C. et al.","1996","01",Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,NA,NA,NA,ESA030953,ESA030953,"10602.0","26",NA,NA,NA,Magnoliophyta,NA,"27729",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.7,-24.783333,"147",2021-03-01 16:37:26-03,UNICAMP,UEC,"107414",S,Plantae,Orobanchaceae,Agalinis,communis,Agalinis communis,(Cham. & Schltdl.) D'Arcy,"Souza, VC","1999","01",NA,"Kozera, C; Vanini, A; Hayashi, AH; Lima, CBK; Silva, CR","1999","01",Brazil,São Paulo,Iguape,"Estação ecológica de Chauas. Trilha de acesso pelo sitio do Sr. João caçador, no km 78 da Rod. Pariqueira-Iguape.",-47.7,-24.783333,"-47.7","-24.783333",NA,NA,"Erva, flores rósea e frutos castanhos.; Floresta Ombrófila Densa. Trecho com floresta de restinga apresentando dortes sinais de perturbação antrópica.",UEC002174,UEC002174,"738","06",NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.333333,-23.783333,"148",2021-03-01 16:37:26-03,UNICAMP,UEC,"116864",S,Plantae,Orobanchaceae,Agalinis,communis,Agalinis communis,(Cham. & Schltdl.) D'Arcy,NA,NA,NA,NA,"Aona, LYS; Bosnyak, N; Gil, ASB; Meireles, LD","2007","02",Brazil,São Paulo,Santo André,"Reserva Biológica de Paranapiacaba, Brejo localizado na área de entrada do parque.",-46.333333,-23.783333,"-46.333333","-23.783333",NA,NA,"Erva de 30cm, alt. flores lilases.",UEC094686,UEC094686,"1010","07",NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"153",2021-03-01 16:37:26-03,UNICAMP,UEC,"179698",S,Plantae,Orobanchaceae,Agalinis,communis,Agalinis communis,(Cham. & Schltdl.) D'Arcy,"Souza, VC","1996","01",NA,"Souza, VC; Souza, JP; Scalon, VR; Astorino, A","1996","01",Brazil,São Paulo,Itararé,"Estrada para Bom Sucesso de Itararé. Descida da serra, beira da estrada.",-49.3400001525879,-24.1100006103516,NA,NA,NA,NA,"Erva, até 40 cm alt., corola rósea.",UEC002172,UEC002172,"10602","26",NA,NA,NA,Magnoliopsida,NA,"27729",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.591389,-22.739444,"361",2008-05-27 22:02:00-03,MO,MOBOT,"3002561",PreservedSpecimen,Plantae,Orobanchaceae,Agalinis,communis,Agalinis communis,(Cham. & Schltdl.) D'Arcy,K. Barringer,NA,NA,NA,Campos,NA,NA,Brazil,São Paulo,NA,Campos de Jordão.,-45.591389,-22.739444,NA,NA,NA,NA,NA,NA,NA,Campos 3338,NA,South America,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.598055,-23.725833,"437",2020-09-02 16:35:27-03,Cenargen,CEN,"105398",PreservedSpecimen,Plantae,Orobanchaceae,Agalinis,communis,Agalinis communis,(Cham. & Schltdl.) D#?#Arcy,G. M. Antar,"2017","05",NA,Guilherme de M. Antar,"2017","01",Brasil,SP,SAO BERNARDO DO CAMPO,Terreno baldio na estrada Sadae Takagi.,-46.598055,-23.725833,"-46.598055","-23.725833","810","810","Cálice verde. Tubo da corola lilás, lobos rosados. corola amarela. Pequeno fragmento em estágio inicial de recuperação. Doação Universidade de São Paulo - Herbário SPF.",CEN00105398,CEN00105398,"1224","04",NA,Exsicatas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.598278,-23.725972,"439",2021-03-15 18:29:06-03,USP,SPF,"232172",PreservedSpecimen,Plantae,Orobanchaceae,Agalinis,communis,Agalinis communis,(Cham. & Schltdl.) D'Arcy,"Antar, GM","2017","05",NA,"Antar, GM","2017","01",Brasil,São Paulo,São Bernardo do Campo,Terreno baldio na estrada Sadae Takagi.,-46.598278,-23.725972,"-46.598278","-23.725972","810","810","Subarbusto ca. 50 cm alt. Cálice verde. Tubo da corola lilás, lobos rosados.; Campo antrópico com pequenos fragmentos em estágio inicial de recuperação próximos.",SPF00232172,NA,"1224","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"472",2021-03-04 15:46:38-03,IF,SPSF,"25163",PreservedSpecimen,Plantae,Scrophulariaceae,Agalinis,communis,Agalinis communis,NA,NA,NA,NA,NA,C.Kozera,"1999","01",Brasil,SP,Iguape,E.Ecol.Chauás,-47.5499992370605,-24.7000007629395,NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: floresta Ombrofila densa, restinga&nf;;",NA,NA,"738","06",América do Sul,NA,NA,Magnoliophyta,Scrophulariales,"55628",auto,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.8400001525879,-23.7099990844727,"513",2019-11-21 10:13:57-03,IBt,SP,"440829",S,Plantae,Orobanchaceae,Agalinis,communis,Agalinis communis,(Cham. & Schltdl.) D'Arcy,"Takeuchi, C; Pastore, M","2009","10","20","Shirasuna, RT; Morse, F","2009","01",Brasil,São Paulo,Itapecerica da Serra,"Lote 5 Rodoanel Mário Covas, Trecho Sul",-46.8400001525879,-23.7099990844727,NA,NA,NA,NA,NA,NA,NA,"2027","14",NA,NA,NA,NA,NA,"12011",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
