X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,recordNumber,class,yearIdentified,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,verbatimLongitude,verbatimLatitude,individualCount,typeStatus,relatedCatalogItem,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.4097,-23.71,"2",2021-03-15 16:37:00-03,NY,NYBG,"503357",PreservedSpecimen,Plantae,Magnoliophyta,Poales,Xyridaceae,Xyris,vacillans,Xyris vacillans,Malme,L. B. Smith,D. Lemos,"1924","01","06",South America,Brazil,São Paulo,Ribeirao Pires,"Alto da Serra, S. Paulo. Terreno arenoso e humido de Estaçao Biologica",-46.4097,-23.71,NA,NA,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=685297' target='other'> <mi>dwc_moreinfo</mi></a>,NY00503357,NY00503357_01,"12314",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.9599990844727,-23.0699996948242,"9",2020-11-04 11:21:01-03,ESALQ,ESA,"35928",PreservedSpecimen,Plantae,Magnoliophyta,NA,Xyridaceae,Xyris,vacillans,Xyris vacillans,Malme,"Wanderley, M.G.L.","Souza, J.P. et al.","1996","12","16",NA,Brasil,São Paulo,Cunha,NA,-44.9599990844727,-23.0699996948242,NA,NA,NA,NA,ESA035928,ESA035928,"986.0",NA,"2003","01","01","38855",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"10",2020-11-04 11:21:01-03,ESALQ,ESA,"17227",PreservedSpecimen,Plantae,Magnoliophyta,NA,Xyridaceae,Xyris,vacillans,Xyris vacillans,Malme,"Wanderley, M.G.L.","Souza, V.C. et al.","1993","02","14",NA,Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,NA,NA,ESA017227,ESA017227,"2272.0",NA,NA,NA,NA,"27729",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"11",2020-11-04 11:21:01-03,ESALQ,ESA,"12719",PreservedSpecimen,Plantae,Magnoliophyta,NA,Xyridaceae,Xyris,vacillans,Xyris vacillans,Malme,"Wanderley, M.G.L.","Souza, V.C. et al.","1993","11","26",NA,Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,NA,NA,ESA012719,ESA012719,"4821.0",NA,NA,NA,NA,"27729",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"12",2020-11-04 11:21:01-03,ESALQ,ESA,"12399",PreservedSpecimen,Plantae,Magnoliophyta,NA,Xyridaceae,Xyris,vacillans,Xyris vacillans,Malme,"Wanderley, M.G.L.","Souza, V.C. et al.","1994","11","26",NA,Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,NA,NA,ESA012399,ESA012399,"4663.0",NA,NA,NA,NA,"27729",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"13",2020-11-04 11:21:01-03,ESALQ,ESA,"17232",PreservedSpecimen,Plantae,Magnoliophyta,NA,Xyridaceae,Xyris,vacillans,Xyris vacillans,Malme,"Wanderley, M.G.L.","Souza, V.C. et al.","1993","02","13",NA,Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,NA,NA,ESA017232,ESA017232,"2257.0",NA,NA,NA,NA,"27729",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.993333,-23.245833,"20",2021-03-01 16:20:52-03,UNICAMP,UEC,"91143",S,Plantae,Liliopsida,NA,Xyridaceae,Xyris,vacillans,Xyris vacillans,Malme,"Wanderley, MDGL","Souza, JP; Souza, VC; Rodrigues, RR; Tamashiro, JY; Ivanauskas, NM","1996","12","16",NA,Brazil,São Paulo,Cunha,"Parque Estadual da Serra do Mar - Núcleo Cunha. Trilha da Pedra ao Indaiá, pastagem abandonada por 10-15 anos,",-44.993333,-23.245833,"1070","1070",NA,"Erva, brácteas castanhas com ala dorsal verde, flores amarelas.; Floresta Ombrófila Densa",UEC099489,UEC099489,"986",NA,"2010","05","10",NA,NA,"-44.993333","-23.245833",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.65,-23.55,"39",2019-09-05 16:17:46-03,F,FMNH-SEEDPLANTS,NA,PreservedSpecimen,Plantae,Spermatophyta,NA,Xyridaceae,Xyris,vacillans,Xyris vacillans,NA,NA,G. Edwall,"1892","11","10",South America,Brazil,São Paulo,NA,São Paulo,-46.65,-23.55,NA,NA,NA,NA,NA,NA,"1945",Monocotyledoneae,NA,NA,NA,NA,NA,NA,NA,NA,Holotype,NA,"35",São Paulo,SP,Sudeste
-45.4599990844727,-22.9200000762939,"40",2020-07-23 12:24:45-03,CEPLAC,CEPEC,"119198",PreservedSpecimen,Plantae,NA,NA,Xyridaceae,Xyris,vacillans,Xyris vacillans,NA,M. das G. L. Wanderley,S. A. Nicolau,NA,NA,NA,NA,Brasil,São Paulo,pindamonhangaba,"Fazenda São Sebastião do Ribeirão Grande, São José dos Alpes.",-45.4599990844727,-22.9200000762939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24176",auto,NA,NA,NA,NA,06/12/2007,"35",São Paulo,SP,Sudeste
-45.8400001525879,-23.5300006866455,"53",2021-03-04 15:42:00-03,IF,SPSF,"11872",PreservedSpecimen,Plantae,Magnoliophyta,Commelinales,Xyridaceae,Xyris,vacillans,Xyris vacillans,NA,NA,G.A.D.C. Franco & A.Custodio Filho,"1988","02","04",América do Sul,Brasil,SP,Salesópolis,R.F. Guaratuba,-45.8400001525879,-23.5300006866455,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,Liliopsida,NA,NA,NA,"18032",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
