X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,imagecode,yearIdentified,monthIdentified,dayIdentified,recordNumber,phylum,order,coordinatePrecision,individualCount,geoFlag,typeStatus,continentOcean,preparationType,infraspecificEpithet,class,relatedCatalogItem,fieldNumber,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.63,-23.5403,"9",2021-03-15 16:37:00-03,NY,NYBG,"400501",PreservedSpecimen,Plantae,Bromeliaceae,Vriesea,procera,Vriesea procera procera,(Mart. ex Schult. & Schult.f.) Wittm.,NA,A. Gehrt,"1929","02","03",Brazil,São Paulo,Sao Paulo,Pirajussára,-46.63,-23.5403,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=210130' target='other'> <mi>dwc_moreinfo</mi></a>,NY00400501,NY00400501_01,NA,NA,NA,"24580",Magnoliophyta,Poales,NA,NA,NA,NA,South America,sheet,procera,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.63,-23.5403,"25",2021-03-15 16:37:00-03,NY,NYBG,"400500",PreservedSpecimen,Plantae,Bromeliaceae,Vriesea,procera,Vriesea procera tenuis,L.B.Sm.,NA,A. Gehrt,"1929","02","03",Brazil,São Paulo,Sao Paulo,Pirajussára,-46.63,-23.5403,NA,NA,"800","800",<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=210131' target='other'> <mi>dwc_moreinfo</mi></a>,NY00400500,NY00400500_01,NA,NA,NA,"1820",Magnoliophyta,Poales,NA,NA,NA,isotype,South America,sheet,tenuis,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.63,-23.5403,"32",2021-03-15 16:37:00-03,NY,NYBG,"400501",PreservedSpecimen,Plantae,Bromeliaceae,Vriesea,procera,Vriesea procera procera,(Mart. ex Schult. & Schult.f.) Wittm.,NA,A. Gehrt,"1929","02","03",Brazil,São Paulo,Sao Paulo,Pirajussára,-46.63,-23.5403,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=210130' target='other'> <mi>dwc_moreinfo</mi></a>,NY00400501,NY00400501_01,NA,NA,NA,"24580",Magnoliophyta,Poales,NA,NA,NA,NA,South America,sheet,procera,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.0999984741211,-24.5200004577637,"105",2020-11-04 11:03:57-03,ESALQ,ESA,"50318",PreservedSpecimen,Plantae,Bromeliaceae,Vriesea,procera,Vriesea procera,NA,NA,"Carboni, M. et al.","2005","03","28",Brasil,São Paulo,Eldorado,NA,-48.0999984741211,-24.5200004577637,NA,NA,NA,NA,NA,ESA050318,ESA050318,NA,NA,NA,"167.0",Magnoliophyta,NA,"38804",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"106",2020-11-04 11:03:57-03,ESALQ,ESA,"62442",PreservedSpecimen,Plantae,Bromeliaceae,Vriesea,procera,Vriesea procera,NA,NA,"Gorenstein, M.R. et al.","1999","01","06",Brasil,São Paulo,Iguape,NA,-47.5499992370605,-24.7000007629395,NA,NA,NA,NA,NA,ESA062442,NA,NA,NA,NA,"28.0",Magnoliophyta,NA,"55628",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"107",2020-11-04 11:03:58-03,ESALQ,ESA,"64198",PreservedSpecimen,Plantae,Bromeliaceae,Vriesea,procera,Vriesea procera,(Mart. ex Schlt.f.) Withmack,"Wanderley, M.G.L.","Sampaio, D. et al.","1999","01","07",Brasil,São Paulo,Pariquera-Açu,NA,-47.8800010681152,-24.7099990844727,NA,NA,NA,NA,NA,ESA064198,ESA064198,NA,NA,NA,"102.0",Magnoliophyta,NA,"17990",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"108",2020-11-04 11:03:57-03,ESALQ,ESA,"29193",PreservedSpecimen,Plantae,Bromeliaceae,Vriesea,procera,Vriesea procera,NA,"Costa, A.","Ivanauskas, N.M.","1996","03","29",Brasil,São Paulo,Pariquera-Açu,NA,-47.8800010681152,-24.7099990844727,NA,NA,NA,NA,NA,ESA029193,ESA029193,"2000",NA,NA,"749.0",Magnoliophyta,NA,"17990",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"109",2020-11-04 11:03:58-03,ESALQ,ESA,"35054",PreservedSpecimen,Plantae,Bromeliaceae,Vriesea,procera,Vriesea procera,(Mart. ex Schlt.f.) Withmack,"Costa, A.","Leitão Filho, H.F. et al.","1996","02","05",Brasil,São Paulo,Ubatuba,NA,-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,NA,ESA035054,ESA035054,NA,NA,NA,"34310.0",Magnoliophyta,NA,"34265",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.138599395752,-23.8544006347656,"169",2021-02-07 08:35:27-03,MN,R,"189662",PreservedSpecimen,Plantae,Bromeliaceae,Vriesea,procera,Vriesea procera,(Mart. ex Schult. & Schult. f.) Wittm.,NA,"Smith, L.B.","1968","02","05",Brasil,São Paulo,Bertioga,NA,-46.138599395752,-23.8544006347656,NA,NA,NA,NA,NA,R010018757,NA,NA,NA,NA,NA,NA,NA,"37616",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.4099998474121,-23.7600002288818,"170",2021-02-07 08:35:27-03,MN,R,"219385",PreservedSpecimen,Plantae,Bromeliaceae,Vriesea,procera,Vriesea procera,(Mart. ex Schult. & Schult. f.) Wittm.,NA,"Moura, R. 1055; Alves, R.J.V. & Antunes, K.","2013","07","16",Brasil,São Paulo,São Sebastião,NA,-45.4099998474121,-23.7600002288818,NA,NA,NA,NA,NA,R010018686,NA,NA,NA,NA,NA,NA,NA,"41977",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
