X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,recordedBy,recordNumber,year,month,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,imagecode,day,coordinatePrecision,geoFlag,fieldNumber,preparationType,previousCatalogNumber,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.3300018310547,-23.9599990844727,"7",2019-11-13 16:04:59-03,UNISANTA,HUSC,"10170",PreservedSpecimen,Plantae,Magnoliophyta,Orchidaceae,Rodriguezia,rigida,Rodriguezia rigida,(Lindl.) Rchb.f.,"Kayasima, M.","2007","03","Boldin, A.H.L.; et al.","502","2007","03",NA,Brasil,São Paulo,Santos,Sítio Sandi,-46.3300018310547,-23.9599990844727,NA,NA,NA,NA,"Epífita crescendo no tronco de uma árvore.; Floresta Baixa de Restinga",NA,NA,NA,"26836",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"25",2019-11-21 10:13:48-03,IBt,SP,"29476",S,Plantae,NA,Orchidaceae,Rodriguezia,rigida,Rodriguezia rigida,(Lindl.) Rchb.f.,NA,NA,NA,"Loefgren, A; Edwall, G",CGG2690,"1894","10",NA,Brasil,São Paulo,Iguape,Morro de Iguape,-47.5499992370605,-24.7000007629395,NA,NA,NA,NA,NA,SP029890,SP029890,"03","55628",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
