X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,year,month,day,country,stateProvince,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,barcode,imagecode,yearIdentified,monthIdentified,dayIdentified,occurrenceRemarks,locality,minimumElevationInMeters,maximumElevationInMeters,recordNumber,phylum,order,continentOcean,preparationType,coordinatePrecision,geoFlag,class,relationshipType,relatedCatalogItem,individualCount,fieldNumber,typeStatus,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.63,-23.5403,"9",2021-03-15 16:37:00-03,NY,NYBG,"374973",PreservedSpecimen,Plantae,Sapotaceae,Chrysophyllum,viride,Chrysophyllum viride,Mart. & Eichler,J. V. Monachino,F. Lopes,"1946","08","17",Brazil,São Paulo,Sao Paulo,-46.63,-23.5403,NA,NA,NY00374973,NY00374973_01,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=85449' target='other'> <mi>dwc_moreinfo</mi></a>,In the wood of Serra da Cantareira,NA,NA,"2649",Magnoliophyta,Ericales,South America,sheet,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.34875,-24.03041,"39",2020-11-04 11:19:37-03,ESALQ,ESA,"128164",PreservedSpecimen,Plantae,Sapotaceae,Chrysophyllum,viride,Chrysophyllum viride,NA,"Ivanauskas, N.M. & Souza, V.C.","Virillo, C.B.","2013","03","31",Brasil,São Paulo,Tapiraí,-47.34875,-24.03041,"-47.34875","-24.03041",ESA128164,ESA128164,"2013","04","23",reg,Reserva Particular da Votorantim (CBA). UHE Barra Trilha da Vila dos Moradores em direção à Caixa d#?#água (aprox. 2km). Floresta Ombrófila Densa,NA,NA,"126.0",Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.31605,-24.02022,"40",2020-11-04 11:19:37-03,ESALQ,ESA,"123597",PreservedSpecimen,Plantae,Sapotaceae,Chrysophyllum,viride,Chrysophyllum viride,NA,"Ivanauskas, N.M.","Colletta, G.D. ; Souza, V.C.","2013","04","29",Brasil,São Paulo,Tapiraí,-47.31605,-24.02022,"-47.31605","-24.02022",ESA123597,ESA123597,"2013","04","29","Árvore, 4","Reserva Particular da Votorantim (CBA). UHE da Barra, trilha da caixa d'água para vila de moradores. Floresta Ombrófila Densa com perturbação antrópica.(presença de exóticas como nêspera, Citrus, araucária).","480","480","985.0",Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.9599990844727,-23.0699996948242,"42",2020-11-04 11:19:37-03,ESALQ,ESA,"34320",PreservedSpecimen,Plantae,Sapotaceae,Chrysophyllum,viride,Chrysophyllum viride,Mart. & Eichler ex Miq.,"Resende, F.C.S.","Ferretti, A.R.; Vanini, A.; Nave, A.G.; Peneireiro, F.M.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Ivanauskas, N.M.; Souza, J.P.","1996","12","12",Brasil,São Paulo,Cunha,-44.9599990844727,-23.0699996948242,NA,NA,ESA034320,ESA034320,"2002","06","06",NA,NA,NA,NA,"22.0",Magnoliophyta,NA,NA,NA,"38855",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"43",2020-11-04 11:19:37-03,ESALQ,ESA,"13136",PreservedSpecimen,Plantae,Sapotaceae,Chrysophyllum,viride,Chrysophyllum viride,Mart. & Eichler ex Miq.,"Godoy, J.R.L.","Moraes, P.L.R.","1992","11","18",Brasil,São Paulo,São Miguel Arcanjo,-47.9900016784668,-23.8700008392334,NA,NA,ESA013136,NA,NA,NA,NA,NA,NA,NA,NA,"765.0",Magnoliophyta,NA,NA,NA,"27904",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.0999984741211,-24.5200004577637,"45",2020-11-04 11:19:37-03,ESALQ,ESA,"85063",PreservedSpecimen,Plantae,Sapotaceae,Chrysophyllum,viride,Chrysophyllum viride,Mart. & Eichler ex Miq.,"Rodrigues, R.R.","Urbanetz, C.; Déstro, G.F.G.; Moreira-Coneglian, I.R.; Harder, I.C.F.; Muniz, M.R.A.; Paula-Souza, J.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.","2003","04","22",Brasil,São Paulo,Eldorado,-48.0999984741211,-24.5200004577637,NA,NA,ESA085063,NA,NA,NA,NA,NA,NA,NA,NA,"134.0",Magnoliophyta,NA,NA,NA,"38804",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"46",2020-11-04 11:19:37-03,ESALQ,ESA,"13184",PreservedSpecimen,Plantae,Sapotaceae,Chrysophyllum,viride,Chrysophyllum viride,Mart. & Eichler ex Miq.,"Godoy, J.R.L.","Mantovani, W.","1985","11","14",Brasil,São Paulo,Piracicaba,-47.6399993896484,-22.7199993133545,NA,NA,ESA013184,NA,NA,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,"44778",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"47",2020-11-04 11:19:37-03,ESALQ,ESA,"104558",PreservedSpecimen,Plantae,Sapotaceae,Chrysophyllum,viride,Chrysophyllum viride,NA,"Franco, G.A.D.C.","Aguiar, O.T.","2002","03","14",Brasil,São Paulo,São Miguel Arcanjo,-47.9900016784668,-23.8700008392334,NA,NA,ESA104558,NA,"2002","03","20",NA,NA,NA,NA,"1191.0",Magnoliophyta,NA,NA,NA,"27904",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5,-23.9599990844727,"48",2020-11-04 11:19:37-03,ESALQ,ESA,"123824",PreservedSpecimen,Plantae,Sapotaceae,Chrysophyllum,viride,Chrysophyllum viride,NA,"Souza, V.C.","Souza, V.C. ; Flores, T.B.","2013","04","30",Brasil,São Paulo,Tapiraí,-47.5,-23.9599990844727,NA,NA,ESA123824,NA,"2013",NA,NA,"Árvore, ca. 7 m alt. Vegetativo.",Área da Cia. Votorantim. Estrada entre o alojamento da Barra e a portaria para Tapiraí.,NA,NA,"34925.0",Magnoliophyta,NA,NA,NA,"41034",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.9599990844727,-23.0699996948242,"49",2020-11-04 11:19:37-03,ESALQ,ESA,"71576",PreservedSpecimen,Plantae,Sapotaceae,Chrysophyllum,viride,Chrysophyllum viride,Mart. & Eichler ex Miq.,"Resende, F.C.S.","Ferretti, A.R. et al.","1996","12","12",Brasil,São Paulo,Cunha,-44.9599990844727,-23.0699996948242,NA,NA,ESA071576,ESA071576,"2002","06","06","Árvore, ca. 10 m alt.; flores creme. Latescente.",Arredores da foz do Rio Guaraú (margem esquerda). Mata de restinga.,NA,NA,"22.0",Magnoliophyta,NA,NA,NA,"38855",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
