X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,county,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,maximumElevationInMeters,fieldNumber,individualCount,class,relatedCatalogItem,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.4199981689453,-21.9899997711182,"34",2020-12-21 16:28:07-03,MBM,MBM,"91467",PreservedSpecimen,Plantae,NA,NA,Fabaceae,Senna,paradictyon,Senna paradictyon,Irwin & Barneby,"Joly, A.B.","Joly, A.B.","731",NA,NA,NA,Southern America,Brazil,São Paulo,Pirassununga,-47.4199981689453,-21.9899997711182,NA,NA,NA,MBM091467,NA,Pirassununga,"24621",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4199981689453,-21.9899997711182,"68",2019-11-13 11:23:12-03,USP,SPF,"16483",PreservedSpecimen,Plantae,NA,NA,Leguminosae,Senna,paradictyon,Senna paradictyon,(Vogel) H.S.Irwin & Barneby,"Romão, GO","Joly, AB","731","1948","12","10",NA,Brasil,São Paulo,Cerrado de Emas,-47.4199981689453,-21.9899997711182,NA,NA,NA,SPF00016483,NA,Pirassununga,"24621",auto,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
