X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,occurrenceRemarks,barcode,coordinatePrecision,geoFlag,phylum,order,typeStatus,continentOcean,preparationType,imagecode,minimumElevationInMeters,maximumElevationInMeters,infraspecificEpithet,class,relatedCatalogItem,relationshipType,fieldNumber,individualCount,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-48.439998626709,-22.8799991607666,"104",2019-12-12 15:31:44-03,UFABC,HUFABC,"000634",PreservedSpecimen,Plantae,Loranthaceae,Struthanthus,martianus,Struthanthus martianus,Dettke & Waechter  ,NA,NA,NA,NA,"Moraes, A P","148","2016","12","15",Brasil,São Paulo,Botucatu,Praça Brasil Japão,-48.439998626709,-22.8799991607666,NA,NA,hemi-parasita,HUFABC000634,"40412",auto,Angiospermas,NA,NA,NA,NA,HUFABC000634,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.439998626709,-22.8799991607666,"105",2019-12-12 15:31:44-03,UFABC,HUFABC,"000633",PreservedSpecimen,Plantae,Loranthaceae,Struthanthus,martianus,Struthanthus martianus,Dettke & Waechter  ,NA,NA,NA,NA,"Moraes, A P","147","2016","12","15",Brasil,São Paulo,Botucatu,"Unesp/Rubião Júnior, canteiro entre a Biblioteca e",-48.439998626709,-22.8799991607666,NA,NA,hemi-parasita,HUFABC000633,"40412",auto,Angiospermas,NA,NA,NA,NA,HUFABC000633,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"166",2020-11-04 11:12:19-03,ESALQ,ESA,"21444",PreservedSpecimen,Plantae,Loranthaceae,Struthanthus,marginatus,Struthanthus marginatus,(Dess.) Blume,"Souza, V.C.","1994",NA,NA,"Barreto, K.D.; Fernandes, G.D.; Vitti, F.X.","1617.0","1993","11","24",Brasil,São Paulo,Ubatuba,"Puruba. 23*20'56S, 44*55'37W. Restinga.",-45.0699996948242,-23.4300003051758,NA,NA,"Hemiparasita; flores creme. Borda.",ESA021444,"34265",auto,Magnoliophyta,NA,NA,NA,NA,ESA021444,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.5699996948242,-22.6399993896484,"168",2020-11-04 11:12:19-03,ESALQ,ESA,"20236",PreservedSpecimen,Plantae,Loranthaceae,Struthanthus,marginatus,Struthanthus marginatus,(Dessv.) Blume,"Sugiyama, M.",NA,NA,NA,"Barreto, K.D.; Fernandes, G.D.; Vitti, F.X.","2650.0","1994","06","28",Brasil,São Paulo,São José do Barreiro,"Serra da Bocaina. 22o39'06,1S, 44o35'12,4W. Mata de altitude.",-44.5699996948242,-22.6399993896484,NA,NA,"Hemiparasita; frutos amarelos. Borda.",ESA020236,"30784",auto,Magnoliophyta,NA,NA,NA,NA,ESA020236,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8199996948242,-22.25,"172",2020-11-04 10:56:02-03,ESALQ,ESA,"138804",PreservedSpecimen,Plantae,Loranthaceae,Struthanthus,marginatus,Struthanthus marginatus,(Desr.) Blume,"Souza, V.C.","2017","02","26","Souza, V.C. & Flores, T.B.","40491.0","2017","02","26",Brasil,São Paulo,Itirapina,"Estrada Municipal Manoel Nunes, entre Itirapina e Brotas, próximo ao pedágio. Cerrado degradado.",-47.8199996948242,-22.25,"-47,908,157","-22,264,647","Hemiparasita; botões verdes.",ESA138804,"22843",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8199996948242,-22.25,"180",2020-11-04 10:56:02-03,ESALQ,ESA,"142185",PreservedSpecimen,Plantae,Loranthaceae,Struthanthus,marginatus,Struthanthus marginatus,NA,"Souza, V. C.","2017","02","26","Souza, V. C.","40491.0","2017","02","26",Brasil,São Paulo,Itirapina,NA,-47.8199996948242,-22.25,NA,NA,NA,ESA142185,"22843",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"181",2020-11-04 11:12:19-03,ESALQ,ESA,"83917",PreservedSpecimen,Plantae,Loranthaceae,Struthanthus,vulgaris,Struthanthus vulgaris,Mart.,NA,NA,NA,NA,"Zuchiwschi, E.","33.0","2003","02","27",Brasil,São Paulo,Campinas,NA,-47.060001373291,-22.8999996185303,NA,NA,NA,ESA083917,"23900",auto,Magnoliophyta,NA,NA,NA,NA,ESA083917,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.8800010681152,-23.1800003051758,"182",2020-11-04 11:12:19-03,ESALQ,ESA,"6288",PreservedSpecimen,Plantae,Loranthaceae,Struthanthus,vulgaris,Struthanthus vulgaris,Mart.,"Sugiyama, M.",NA,NA,NA,"Silva, E.R.",NA,"1990","10","08",Brasil,São Paulo,Jundiaí,NA,-46.8800010681152,-23.1800003051758,NA,NA,NA,ESA006288,"17840",auto,Magnoliophyta,NA,NA,NA,NA,ESA006288,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.0999984741211,-24.5200004577637,"184",2020-11-04 11:12:19-03,ESALQ,ESA,"101772",PreservedSpecimen,Plantae,Loranthaceae,Struthanthus,vulgaris,Struthanthus vulgaris,NA,"Sugiyama, M.",NA,NA,NA,"Carboni, M.","171.0","2005","03","28",Brasil,São Paulo,Eldorado,NA,-48.0999984741211,-24.5200004577637,NA,NA,NA,ESA101772,"38804",auto,Magnoliophyta,NA,NA,NA,NA,ESA101772,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.0999984741211,-24.5200004577637,"185",2020-11-04 11:12:19-03,ESALQ,ESA,"101438",PreservedSpecimen,Plantae,Loranthaceae,Struthanthus,vulgaris,Struthanthus vulgaris,NA,"Caires, C.S.","2009",NA,NA,"Carboni, M.","170.0","2005","03","28",Brasil,São Paulo,Eldorado,NA,-48.0999984741211,-24.5200004577637,NA,NA,NA,ESA101438,"38804",auto,Magnoliophyta,NA,NA,NA,NA,ESA101438,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.0999984741211,-24.5200004577637,"186",2020-11-04 11:12:19-03,ESALQ,ESA,"101773",PreservedSpecimen,Plantae,Loranthaceae,Struthanthus,vulgaris,Struthanthus vulgaris,NA,NA,NA,NA,NA,"Carboni, M.","170.0","2005","03","28",Brasil,São Paulo,Eldorado,NA,-48.0999984741211,-24.5200004577637,NA,NA,NA,ESA101773,"38804",auto,Magnoliophyta,NA,NA,NA,NA,ESA101773,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6800003051758,-23.3500003814697,"187",2020-11-04 11:12:19-03,ESALQ,ESA,"15999",PreservedSpecimen,Plantae,Loranthaceae,Struthanthus,vulgaris,Struthanthus vulgaris,Mart.,"Sugiyama, M.",NA,NA,NA,"Rodrigues, R.R. et al.","90.0","1994","08","06",Brasil,São Paulo,Iperó,NA,-47.6800003051758,-23.3500003814697,NA,NA,NA,ESA015999,"17831",auto,Magnoliophyta,NA,NA,NA,NA,ESA015999,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3800010681152,-23.1900005340576,"188",2020-11-04 11:12:19-03,ESALQ,ESA,"19762",PreservedSpecimen,Plantae,Loranthaceae,Struthanthus,vulgaris,Struthanthus vulgaris,Mart.,"Sugiyama, M.",NA,NA,NA,"Tamashiro, J.Y. et al.","1193.0","1995","06","13",Brasil,São Paulo,Pirajú,NA,-49.3800010681152,-23.1900005340576,NA,NA,NA,ESA019762,"20806",auto,Magnoliophyta,NA,NA,NA,NA,ESA019762,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.1599998474121,-22.5599994659424,"189",2020-11-04 11:12:19-03,ESALQ,ESA,"22307",PreservedSpecimen,Plantae,Loranthaceae,Struthanthus,vulgaris,Struthanthus vulgaris,Mart.,"Sugiyama, M.",NA,NA,NA,"Barreto, K.D. et al.","2834.0","1994","08","09",Brasil,São Paulo,Santa Maria da Serra,NA,-48.1599998474121,-22.5599994659424,NA,NA,NA,ESA022307,"12628",auto,Magnoliophyta,NA,NA,NA,NA,ESA022307,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"190",2020-11-04 11:12:19-03,ESALQ,ESA,"14401",PreservedSpecimen,Plantae,Loranthaceae,Struthanthus,vulgaris,Struthanthus vulgaris,Mart.,"Sugiyama, M.",NA,NA,NA,"Kampf, E.","64.0","1989","07","27",Brasil,São Paulo,Piracicaba,NA,-47.6399993896484,-22.7199993133545,NA,NA,NA,ESA014401,"44778",auto,Magnoliophyta,NA,NA,NA,NA,ESA014401,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"191",2020-11-04 11:12:19-03,ESALQ,ESA,"17292",PreservedSpecimen,Plantae,Loranthaceae,Struthanthus,vulgaris,Struthanthus vulgaris,Mart.,"Sugiyama, M.",NA,NA,NA,"Ivanauskas, N.M. ; Nave, A.G.","262.0","1994","01","01",Brasil,São Paulo,Piracicaba,NA,-47.6399993896484,-22.7199993133545,NA,NA,NA,ESA017292,"44778",auto,Magnoliophyta,NA,NA,NA,NA,ESA017292,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4700012207031,-21.7099990844727,"192",2020-11-04 11:12:19-03,ESALQ,ESA,"2590",PreservedSpecimen,Plantae,Loranthaceae,Struthanthus,vulgaris,Struthanthus vulgaris,Mart.,"Sugiyama, M.",NA,NA,NA,"Bittencourt, P.",NA,"1948","08","18",Brasil,São Paulo,Santa Rita do Passa Quatro,NA,-47.4700012207031,-21.7099990844727,NA,NA,NA,ESA002590,"24893",auto,Magnoliophyta,NA,NA,NA,NA,ESA002590,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4700012207031,-21.7099990844727,"193",2020-11-04 11:12:19-03,ESALQ,ESA,"2589",PreservedSpecimen,Plantae,Loranthaceae,Struthanthus,vulgaris,Struthanthus vulgaris,Mart.,"Sugiyama, M.",NA,NA,NA,"Bittencourt, P.",NA,"1948","08","18",Brasil,São Paulo,Santa Rita do Passa Quatro,NA,-47.4700012207031,-21.7099990844727,NA,NA,NA,ESA002589,"24893",auto,Magnoliophyta,NA,NA,NA,NA,ESA002589,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5099983215332,-22.5799999237061,"194",2020-11-04 11:12:19-03,ESALQ,ESA,"28467",PreservedSpecimen,Plantae,Loranthaceae,Struthanthus,vulgaris,Struthanthus vulgaris,Mart.,"Sugiyama, M.",NA,NA,NA,"Barreto, K.D.; Fernandes, G.D.; Vitti, F.X.","1139.0","1993","09","03",Brasil,São Paulo,Iracemápolis,"Fazenda Duas Matas. 22*31'43S, 47*30'41W. Mata mesófila semidecídua.",-47.5099983215332,-22.5799999237061,NA,NA,"Hemiparasita; frutos imaturos verdes. Borda.",ESA028467,"15394",auto,Magnoliophyta,NA,NA,NA,NA,ESA028467,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"195",2020-11-04 11:12:19-03,ESALQ,ESA,"22843",PreservedSpecimen,Plantae,Loranthaceae,Struthanthus,vulgaris,Struthanthus vulgaris,Mart.,"Sugiyama, M.",NA,NA,NA,"Barreto, K.D.; Fernandes, G.D.; Fernandes, R.D.","3409.0","1994","12","13",Brasil,São Paulo,Piracicaba,Sítio Boa Vista. Mata mesófila semidecídua.,-47.6399993896484,-22.7199993133545,NA,NA,"Hemiparasita, frutos imaturos verdes. Borda de mata.",ESA022843,"44778",auto,Magnoliophyta,NA,NA,NA,NA,ESA022843,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"196",2020-11-04 11:12:19-03,ESALQ,ESA,"15314",PreservedSpecimen,Plantae,Loranthaceae,Struthanthus,vulgaris,Struthanthus vulgaris,Mart.,"Sugiyama, M.",NA,NA,NA,"Barreto, K.D. et al.","707.0","1993","06","25",Brasil,São Paulo,Piracicaba,NA,-47.6399993896484,-22.7199993133545,NA,NA,NA,ESA015314,"44778",auto,Magnoliophyta,NA,NA,NA,NA,ESA015314,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"197",2020-11-04 11:12:19-03,ESALQ,ESA,"17527",PreservedSpecimen,Plantae,Loranthaceae,Struthanthus,vulgaris,Struthanthus vulgaris,Mart.,"Sugiyama, M.",NA,NA,NA,"Lima, A.M.P.",NA,"1993","07","12",Brasil,São Paulo,Piracicaba,NA,-47.6399993896484,-22.7199993133545,NA,NA,NA,ESA017527,"44778",auto,Magnoliophyta,NA,NA,NA,NA,ESA017527,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"198",2020-11-04 11:12:19-03,ESALQ,ESA,"15410",PreservedSpecimen,Plantae,Loranthaceae,Struthanthus,vulgaris,Struthanthus vulgaris,Mart.,"Sugiyama, M.",NA,NA,NA,"Moraes, P.L.R. et al.","930.0","1994","04","23",Brasil,São Paulo,São Miguel Arcanjo,NA,-47.9900016784668,-23.8700008392334,NA,NA,NA,ESA015410,"27904",auto,Magnoliophyta,NA,NA,NA,NA,ESA015410,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"211",2019-02-15 11:44:34-02,IPA,IPA,"19982",S,Plantae,Loranthaceae,Struthanthus,vulgaris,Struthanthus vulgaris,(Vell.) Mart.,"Handro, O.","1947","06",NA,"Handro, O.",s.n.,"1933","01","30",Brasil,São Paulo,São Paulo,Jardim Botânico,-46.6300010681152,-23.5400009155273,NA,NA,Flores esverdeadas.,IPA0019982,"53584",auto,Plantae,NA,NA,Southern America,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"212",2019-02-15 11:44:34-02,IPA,IPA,"9730",S,Plantae,Loranthaceae,Struthanthus,vulgaris,Struthanthus vulgaris,(Vell.) Mart.,NA,NA,NA,NA,"Krieger, P.",s.n.,"1942","10","11",Brasil,São Paulo,São Paulo,Santo Amaro,-46.6300010681152,-23.5400009155273,NA,NA,NA,IPA0009730,"53584",auto,Plantae,NA,NA,Southern America,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5499992370605,-23.1100006103516,"224",2020-12-20 21:18:08-03,UFV,VIC,"12632",PreservedSpecimen,Plantae,Loranthaceae,Struthanthus,marginatus,Struthanthus marginatus,Mart.,"Reif, C.","2005","06","10","Bernacci, L.C.; et al.",s.n.,NA,NA,NA,Brasil,São Paulo,Atibaia,Fazenda Grota Funda,-46.5499992370605,-23.1100006103516,NA,NA,"Hemiparasita, flores brancas",VIC012632,"21675",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.238899230957,-22.8805999755859,"238",2020-12-20 21:18:08-03,UFV,VIC,"11876",PreservedSpecimen,Plantae,Loranthaceae,Struthanthus,vulgaris,Struthanthus vulgaris,Mart,"Reic, C.","2005","06","10","Neto, J.A.A.M.",s.n.,"1989","08","14",Brasil,São Paulo,Águas de Santa Bárbara,"Estado Ecológico de Santa Bábara, Cerrado",-49.238899230957,-22.8805999755859,NA,NA,Trepadeira semi-parasita com frutos imaturos e maduros arroxeados,VIC011876,"18363",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.586778,-22.651694,"299",2021-03-01 16:33:03-03,UNICAMP,UEC,"156878",S,Plantae,Loranthaceae,Struthanthus,marginatus,Struthanthus marginatus,(Desr.) G.Don,"Sugiyama, M","1997","08",NA,"Barreto, KD; Fernandes, GD; Vitti, FX","2650","1994","06","28",Brazil,São Paulo,São José do Barreiro,"Serra da Bocaina, Mata de altitude.",-44.586778,-22.651694,"-44.586778","-22.651694","Hemiparasita, frutos amarelos. Borda.",UEC008844,NA,NA,Magnoliopsida,NA,NA,NA,NA,UEC008844,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.926944,-23.348889,"300",2021-03-01 16:33:03-03,UNICAMP,UEC,"156881",S,Plantae,Loranthaceae,Struthanthus,marginatus,Struthanthus marginatus,(Desr.) G.Don,"Souza, VC","1994",NA,NA,"Barreto, KD; Fernandes, GD; Vitti, FX","1617","1993","11","24",Brazil,São Paulo,Ubatuba,"Puruba, Restinga.",-44.926944,-23.348889,"-44.926944","-23.348889","Hemiparasita, flores creme. Borda.",UEC008840,NA,NA,Magnoliopsida,NA,NA,NA,NA,UEC008840,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5499992370605,-23.1100006103516,"305",2021-03-01 16:33:03-03,UNICAMP,UEC,"54959",S,Plantae,Loranthaceae,Struthanthus,marginatus,Struthanthus marginatus,(Desr.) G.Don,NA,NA,NA,NA,"Meira Neto, JAA; Bernacci, LC; Grombone-Guaratini, MT; Leitão Filho, HF; Tamashiro, JY","21288","1987","11","16",Brazil,São Paulo,Atibaia,Fazenda Grota Funda.,-46.5499992370605,-23.1100006103516,NA,NA,"Hemiparasita com flor branca e frutos imaturos verdes, na beira da estrada sobre dolenacea arbórea.; Fazenda Grota Funda.",UEC014639,"21675",auto,Magnoliopsida,NA,NA,NA,NA,UEC014639,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.189998626709,-22.8099994659424,"306",2021-03-01 16:33:03-03,UNICAMP,UEC,"186117",S,Plantae,Loranthaceae,Struthanthus,marginatus,Struthanthus marginatus,(Desr.) G.Don,"Sugiyama, M",NA,NA,NA,"Torres, RB; et al.","1721","2006","03","03",Brazil,São Paulo,Guaratinguetá,Fazenda Esperança,-45.189998626709,-22.8099994659424,NA,NA,"Trepadeira lenhosa, hemiparasita; Frutos amaurecendo amarelos, maduros arroxeados; Floresta ombrófila densa montana, borda;",UEC110297,"27040",auto,Magnoliopsida,NA,NA,NA,NA,UEC110297,"956","956",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.9000015258789,-22.5699996948242,"307",2021-03-01 16:33:03-03,UNICAMP,UEC,"90801",S,Plantae,Loranthaceae,Struthanthus,marginatus,Struthanthus marginatus,(Desr.) G.Don,"Sugiyama, M","1997","12",NA,"Moreira, JLA; Kinoshita, LS","49","1995","04","06",Brazil,São Paulo,Lavrinhas,"12Km ao norte de Lavrinhas, vale do ribeirão do Braço, entre 22º 27' 16'' S e 22º 27' 23''S, entre 44º 52'54'' W e 44º 52' 48'' W.",-44.9000015258789,-22.5699996948242,NA,NA,"Hemiparasita com frutos alaranjados.; Vale do Ribeirão do Braço.",UEC014644,"16795",auto,Magnoliopsida,NA,NA,NA,NA,UEC014644,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.9000015258789,-22.5699996948242,"308",2021-03-01 16:33:03-03,UNICAMP,UEC,"073645",S,Plantae,Loranthaceae,Struthanthus,marginatus,Struthanthus marginatus,(Desr.) G.Don,"Sugiyama, M","1997","12",NA,"Moreira, JLA; Kinoshita, LS","49","1995","04","06",Brazil,São Paulo,Lavrinhas,"12Km ao norte de Lavrinhas, vale do ribeirão do Braço, entre 22º 27' 16'' S e 22º 27' 23''S, entre 44º 52'54'' W e 44º 52' 48'' W.",-44.9000015258789,-22.5699996948242,NA,NA,"Hemiparasita com frutos alaranjados.; Vale do Ribeirão do Braço.",UEC014642,"16795",auto,Magnoliopsida,NA,NA,NA,NA,UEC014642,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
