X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,typeStatus,recordedBy,recordNumber,continentOcean,country,stateProvince,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,phylum,order,scientificNameAuthorship,year,month,day,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,imagecode,county,identifiedBy,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,class,relatedCatalogItem,coordinatePrecision,geoFlag,fieldNumber,individualCount,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-49.32,-24.17,"9",2016-11-01 11:43:00-02,NY,NYBG,"604769",PreservedSpecimen,Plantae,Poaceae,Agenium,leptocladum,Agenium leptocladum,NA,L. B. Smith,"14800",South America,Brazil,Paraná,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=583892' target='other'> <mi>dwc_moreinfo</mi></a>,NY00604769,Magnoliophyta,Poales,NA,"1965","01","18","Fazenda Cajurú, source of Rio Cajurú",-49.32,-24.17,"1000","1100",NY00604769_01,Jaguariaíva,G. Guala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"33",2020-11-04 12:18:29-03,ESALQ,ESA,"63673",PreservedSpecimen,Plantae,Poaceae,Agenium,leptocladum,Agenium leptocladum,NA,"Scaramuzza, C.A.M. ; Souza, V.C.",NA,NA,Brasil,São Paulo,NA,NA,NA,ESA063673,Magnoliophyta,NA,(Hack.) Clayton,"1993","01","01",NA,-49.3400001525879,-24.1100006103516,NA,NA,ESA063673,Itararé,"Scaramuzza, C.A.M.",NA,NA,NA,NA,NA,NA,NA,"27729",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"34",2020-11-04 12:18:29-03,ESALQ,ESA,"63677",PreservedSpecimen,Plantae,Poaceae,Agenium,leptocladum,Agenium leptocladum,NA,"Scaramuzza, C.A.M. ; Souza, V.C.",NA,NA,Brasil,São Paulo,NA,NA,NA,ESA063677,Magnoliophyta,NA,(Hack.) Clayton,"1993","01","01",NA,-49.3400001525879,-24.1100006103516,NA,NA,ESA063677,Itararé,"Scaramuzza, C.A.M.",NA,NA,NA,NA,NA,NA,NA,"27729",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"35",2020-11-04 12:18:29-03,ESALQ,ESA,"9456",PreservedSpecimen,Plantae,Poaceae,Agenium,leptocladum,Agenium leptocladum,NA,"Souza, V.C. et al.","3711.0",NA,Brasil,São Paulo,NA,NA,NA,ESA009456,Magnoliophyta,NA,(Hack.) Clayton,"1993","05","19",NA,-49.3400001525879,-24.1100006103516,NA,NA,ESA009456,Itararé,"Valls, J.F.M.",NA,NA,NA,NA,NA,NA,NA,"27729",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"36",2020-11-04 12:18:29-03,ESALQ,ESA,"63672",PreservedSpecimen,Plantae,Poaceae,Agenium,leptocladum,Agenium leptocladum,NA,"Scaramuzza, C.A.M. ; Souza, V.C.",NA,NA,Brasil,São Paulo,NA,NA,NA,ESA063672,Magnoliophyta,NA,(Hack.) Clayton,"1993","01","01",NA,-49.3400001525879,-24.1100006103516,NA,NA,ESA063672,Itararé,"Scaramuzza, C.A.M.",NA,NA,NA,NA,NA,NA,NA,"27729",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"37",2020-11-04 12:18:29-03,ESALQ,ESA,"63674",PreservedSpecimen,Plantae,Poaceae,Agenium,leptocladum,Agenium leptocladum,NA,"Scaramuzza, C.A.M. ; Souza, V.C.",NA,NA,Brasil,São Paulo,NA,NA,NA,ESA063674,Magnoliophyta,NA,(Hack.) Clayton,"1993","01","01",NA,-49.3400001525879,-24.1100006103516,NA,NA,ESA063674,Itararé,"Scaramuzza, C.A.M.",NA,NA,NA,NA,NA,NA,NA,"27729",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"38",2020-11-04 12:18:29-03,ESALQ,ESA,"63671",PreservedSpecimen,Plantae,Poaceae,Agenium,leptocladum,Agenium leptocladum,NA,"Scaramuzza, C.A.M. ; Souza, V.C.",NA,NA,Brasil,São Paulo,NA,NA,NA,ESA063671,Magnoliophyta,NA,(Hack.) Clayton,"1993","01","01",NA,-49.3400001525879,-24.1100006103516,NA,NA,ESA063671,Itararé,"Scaramuzza, C.A.M.",NA,NA,NA,NA,NA,NA,NA,"27729",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"39",2020-11-04 12:18:29-03,ESALQ,ESA,"26478",PreservedSpecimen,Plantae,Poaceae,Agenium,leptocladum,Agenium leptocladum,NA,"Souza, V.C. et al.","3809.0",NA,Brasil,São Paulo,NA,NA,NA,ESA026478,Magnoliophyta,NA,(Hack.) Clayton,"1993","05","22",NA,-49.3400001525879,-24.1100006103516,NA,NA,ESA026478,Itararé,"Flores, A.I.P.",NA,NA,NA,NA,NA,NA,NA,"27729",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"40",2020-11-04 12:18:29-03,ESALQ,ESA,"63670",PreservedSpecimen,Plantae,Poaceae,Agenium,leptocladum,Agenium leptocladum,NA,"Scaramuzza, C.A.M. ; Souza, V.C.",NA,NA,Brasil,São Paulo,NA,NA,NA,ESA063670,Magnoliophyta,NA,(Hack.) Clayton,"1993","01","01",NA,-49.3400001525879,-24.1100006103516,NA,NA,ESA063670,Itararé,"Scaramuzza, C.A.M.",NA,NA,NA,NA,NA,NA,NA,"27729",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"41",2020-11-04 12:18:29-03,ESALQ,ESA,"63675",PreservedSpecimen,Plantae,Poaceae,Agenium,leptocladum,Agenium leptocladum,NA,"Scaramuzza, C.A.M. ; Souza, V.C.",NA,NA,Brasil,São Paulo,NA,NA,NA,ESA063675,Magnoliophyta,NA,(Hack.) Clayton,"1993","01","01",NA,-49.3400001525879,-24.1100006103516,NA,NA,ESA063675,Itararé,"Scaramuzza, C.A.M.",NA,NA,NA,NA,NA,NA,NA,"27729",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
