X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,recordedBy,recordNumber,year,month,day,continentOcean,country,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,phylum,order,scientificNameAuthorship,identifiedBy,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,imagecode,coordinatePrecision,geoFlag,verbatimLongitude,verbatimLatitude,yearIdentified,monthIdentified,dayIdentified,class,fieldNumber,individualCount,typeStatus,infraspecificEpithet,relatedCatalogItem,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.8199996948242,-22.25,"139",2019-08-20 10:02:18-03,UNICAMP,UEC,"36518",S,Plantae,Amaranthaceae,Gomphrena,agrestis,Gomphrena agrestis,"Leitão Filho, HF; Martins, AB; Marcondes-Ferreira, W; Mantovani, W","15970","1984","02","12",NA,Brazil,NA,NA,"flor, Subarbusto até 50 cm. Flores com tépalas creme.",UEC080762,Magnoliopsida,NA,Mart.,"Siqueira, JC",São Paulo,Itirapina,Em cerrado da Estação Experimental do In,-47.8199996948242,-22.25,NA,NA,UEC080762,"22843",auto,NA,NA,"1985","01","09",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.7700004577637,-22.3500003814697,"141",2019-11-05 16:32:31-03,UFOP,OUPR,"7331",PreservedSpecimen,Plantae,Amaranthaceae,Gomphrena,agrestis,Gomphrena agrestis,"Badini, J.",s.n.,"1971",NA,NA,NA,Brasil,NA,NA,Erva. Campo.,NA,NA,NA,Mart.,"Badini, J.",São Paulo,Pederneiras,NA,-48.7700004577637,-22.3500003814697,NA,NA,NA,"31029",auto,NA,NA,"1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8199996948242,-22.25,"339",2020-06-15 15:28:13-03,UNESP-RC,HRCB,"24670",PreservedSpecimen,Plantae,Amaranthaceae,Gomphrena,agrestis,Gomphrena agrestis,"Assis, M.A. de","868","1996","10","23",NA,Brasil,NA,NA,"Erva, 40cm altura, botões ápice vinho, sépalas verdes com mancha na região mediana.",NA,NA,NA,NA,NA,São Paulo,Itirapina,NA,-47.8199996948242,-22.25,NA,NA,NA,"22843",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
