X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,barcode,imagecode,phylum,order,continentOcean,preparationType,occurrenceRemarks,coordinatePrecision,geoFlag,class,typeStatus,fieldNumber,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-44.9599990844727,-23.0699996948242,"14",2020-11-04 11:07:12-03,ESALQ,ESA,"31384",PreservedSpecimen,Plantae,Escalloniaceae,Escallonia,obtusissima,Escallonia obtusissima,A.St.-Hil.,"Lima, M.I.R.G.",NA,NA,NA,"Kiehl, J. ; Franco, C.M.","5203.0","1939","10","19",Brasil,São Paulo,Cunha,NA,-44.9599990844727,-23.0699996948242,NA,NA,NA,NA,ESA031384,NA,Magnoliophyta,NA,NA,NA,NA,"38855",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"35",2013-05-21 10:23:34-03,CPQBA,CPMA,"1437",S,Plantae,Saxifragaceae,Escallonia,obtusissima,Escallonia obtusissima,St Hill,NA,NA,NA,NA,Pirez/Ramos,NA,"1982","10","10",Brasil,São Paulo,Campinas,NA,-47.060001373291,-22.8999996185303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,somente no herbário,"23900",auto,NA,NA,CPQBA 1010,NA,"35",São Paulo,SP,Sudeste
-44.9597,-23.0744,"45",2019-01-25 15:34:48-02,IAC,IAC,"5203",S,Plantae,Escalloniaceae,Escallonia,obtusissima,Escallonia obtusissima,A.St.-Hil.,V.C. Souza,"2000","08","19",J. Kiehl & C.M. Franco,s/nº,"1939","10","19",Brasil,São Paulo,Cunha,NA,-44.9597,-23.0744,"-44.9597","-23.0744",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
