X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,county,yearIdentified,monthIdentified,verbatimLongitude,verbatimLatitude,coordinatePrecision,geoFlag,dayIdentified,class,relatedCatalogItem,typeStatus,fieldNumber,infraspecificEpithet,individualCount,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.6399993896484,-22.7199993133545,"19",2019-10-09 11:21:13-03,UFBA,ALCB,"136818",PreservedSpecimen,Plantae,Dicotyledon,NA,Myrtaceae,Eugenia,modesta,Eugenia modesta,DC.,"Ivanauskas, NM","Ivanauskas, NM",s/n,"1993","01","03",Southern America,Brasil,São Paulo,NA,-47.6399993896484,-22.7199993133545,NA,NA,NA,Mata mesófila decídua.,ALCB057970,NA,Piracicaba,NA,NA,NA,NA,"44778",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.7099990844727,-22.4300003051758,"39",2020-11-04 11:14:34-03,ESALQ,ESA,"6492",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Eugenia,modesta,Eugenia modesta,DC.,"Kuntz, J.","Rodrigues, R.R. ; Zandoval, J.A.",NA,"1988","10","01",NA,Brasil,São Paulo,NA,-47.7099990844727,-22.4300003051758,NA,NA,NA,NA,ESA006492,ESA006492,Ipeúna,"2011",NA,NA,NA,"12906",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"40",2020-11-04 11:14:34-03,ESALQ,ESA,"85804",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Eugenia,modesta,Eugenia modesta,NA,"Mazine, F.F.","Bernacci, L.C. et al.","1017.0","1995","01","10",NA,Brasil,São Paulo,NA,-47.8800010681152,-24.7099990844727,NA,NA,NA,NA,ESA085804,NA,Pariquera-Açu,"2006",NA,NA,NA,"17990",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"44",2020-11-04 11:14:34-03,ESALQ,ESA,"5132",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Eugenia,modesta,Eugenia modesta,DC.,"Kuntz, J.","Pereira, D.L.C.",NA,"1986","09","02",NA,Brasil,São Paulo,NA,-47.6399993896484,-22.7199993133545,NA,NA,NA,NA,ESA005132,ESA005132,Piracicaba,"2011",NA,NA,NA,"44778",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"45",2020-11-04 11:14:34-03,ESALQ,ESA,"6962",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Eugenia,modesta,Eugenia modesta,DC.,"Kuntz, J.","Moraes, P.L.R.",NA,"1990","01","01",NA,Brasil,São Paulo,NA,-47.9900016784668,-23.8700008392334,NA,NA,NA,NA,ESA006962,ESA006962,São Miguel Arcanjo,"2011",NA,NA,NA,"27904",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"48",2020-11-04 11:14:40-03,ESALQ,ESA,"5130",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Eugenia,racemulosa,Eugenia racemulosa,NA,NA,"Pereira, D.L.",NA,"1986","02","03",NA,Brasil,São Paulo,NA,-47.6399993896484,-22.7199993133545,NA,NA,NA,NA,ESA005130,ESA005130,Piracicaba,NA,NA,NA,NA,"44778",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-50.4099998474121,-22.6599998474121,"77",2021-03-01 16:36:23-03,UNICAMP,UEC,"71442",S,Plantae,Magnoliopsida,NA,Myrtaceae,Eugenia,racemulosa,Eugenia racemulosa,O.Berg,"Mazine, FF","Durigan, G","30677","1991","01","28",NA,Brazil,São Paulo,"Estação Ecológica de Assis, mata ciliar, Cerradão",-50.4099998474121,-22.6599998474121,NA,NA,NA,"Árvore, casca rugosa, frutos amarelos.",NA,NA,Assis,"2002","10",NA,NA,"23972",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"170",2019-11-13 11:26:45-03,USP,SPF,"96631",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Eugenia,modesta,Eugenia modesta,DC.,"Mazine, FF","Bernacci, LC","1017","1995","01","10",NA,Brasil,São Paulo,Estação Experimental do IAC,-47.8800010681152,-24.7099990844727,NA,NA,NA,NA,SPF00096631,NA,Pariquera-Açu,"2007",NA,NA,NA,"17990",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8811,-24.715,"210",2020-11-23 11:39:08-03,IAC,IAC,"29760",S,Plantae,NA,NA,Myrtaceae-2.Myrtoideae,Eugenia,modesta,Eugenia modesta,DC.,M.E.G. Sobral,"L.C. Bernacci; P.R.P. Andrade; R. Belinelo; S.M.P. Falivene & A.M.C. Silva","1017","1995","01","10",NA,Brasil,São Paulo,Estação Experimental do IAC,-47.8811,-24.715,NA,NA,NA,NA,NA,NA,Pariquera-Açu,"2018","07","-47.8811","-24.7150",NA,NA,"08",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.3199996948242,-21.25,"281",2019-11-21 10:11:32-03,IBt,SP,"276446",S,Plantae,NA,NA,Myrtaceae,Eugenia,modesta,Eugenia modesta,DC.,"Araújo, AC; Lucas, E","Rodrigues, EA","253","1994","12","19",NA,Brasil,São Paulo,"Fazenda SAnta Iazabel, na margem do rio Mogi Guaçu",-48.3199996948242,-21.25,NA,NA,NA,Arbusto,SP057037,SP057037,Jaboticabal,"2012","02",NA,NA,"22420",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
