X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,year,month,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,imagecode,recordNumber,day,typeStatus,continentOcean,preparationType,previousCatalogNumber,phylum,order,coordinatePrecision,geoFlag,class,relatedCatalogItem,infraspecificEpithet,fieldNumber,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.633333,-23.55,"323",2017-09-11 17:09:09-03,UnB,HBVIRTFLBRAS,NA,O,Plantae,Campanulaceae,Pratia,hederacea,Pratia hederacea,(Cham.) G.Don,NA,NA,NA,NA,"Burchell, WJ","1827","02",Brazil,São Paulo,São Paulo,"IBB/ São Paulo, SP, At São Paulo for about 2 miles along the Rio de Janeiro road",-46.633333,-23.55,"-46.633333","-23.55",NA,NA,NA,NA,P06P4N0040,"4180","10",NA,Southern America,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.5900001525879,-23.7900009155273,"396",2021-02-12 15:38:53-03,IBt,SP,"1674",S,Plantae,Campanulaceae,Pratia,hederacea,Pratia hederacea,Cham.,NA,NA,NA,NA,"Gomes, J","1919","03",Brasil,São Paulo,Buri,NA,-48.5900001525879,-23.7900009155273,NA,NA,NA,NA,NA,NA,NA,s.n.,"21",NA,NA,NA,NA,NA,NA,"28249",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
