X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,country,stateProvince,county,decimalLongitude,decimalLatitude,coordinatePrecision,barcode,imagecode,geoFlag,locality,occurrenceRemarks,yearIdentified,monthIdentified,verbatimLongitude,verbatimLatitude,dayIdentified,continentOcean,minimumElevationInMeters,maximumElevationInMeters,class,order,typeStatus,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-49.3300018310547,-22.1399993896484,"1",2020-11-04 11:05:13-03,ESALQ,ESA,"100373",PreservedSpecimen,Plantae,Magnoliophyta,Connaraceae,Rourea,pseudospadicea,Rourea pseudospadicea,Schellenb.,"Toledo, C.A.P.","Bertoncini, A.P.","965.0","1998","12","16",Brasil,São Paulo,Avaí,-49.3300018310547,-22.1399993896484,"23140",ESA100373,ESA100373,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.1300010681152,-22.4099998474121,"2",2020-11-04 11:05:13-03,ESALQ,ESA,"118799",PreservedSpecimen,Plantae,Magnoliophyta,Connaraceae,Rourea,pseudospadicea,Rourea pseudospadicea,Schellenb.,"Toledo, C.A.P.","Colletta, G.D.","584.0","2011","11","01",Brasil,São Paulo,Piratininga,-49.1300010681152,-22.4099998474121,"19389",ESA118799,ESA118799,auto,"Sítio Lagoa Azul, Mata em volta da represa","Liana, frutos vermelho-alaranjados.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3300018310547,-22.1399993896484,"3",2020-11-04 11:05:13-03,ESALQ,ESA,"100361",PreservedSpecimen,Plantae,Magnoliophyta,Connaraceae,Rourea,pseudospadicea,Rourea pseudospadicea,Schellenb.,"Toledo, C.A.P.","Bertoncini, A.P.","965.0","1998","12","16",Brasil,São Paulo,Avaí,-49.3300018310547,-22.1399993896484,"23140",ESA100361,ESA100361,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3300018310547,-22.1399993896484,"5",2020-11-04 11:05:13-03,ESALQ,ESA,"101572",PreservedSpecimen,Plantae,Magnoliophyta,Connaraceae,Rourea,pseudospadicea,Rourea pseudospadicea,Schellenb.,"Toledo, C.A.P.","Bertoncini, A.P.","965.0","1998","12","16",Brasil,São Paulo,Avaí,-49.3300018310547,-22.1399993896484,"23140",ESA101572,ESA101572,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.15,-20.666667,"6",2021-03-01 16:28:33-03,UNICAMP,UEC,"21248",S,Plantae,Magnoliopsida,Connaraceae,Rourea,pseudospadicea,Rourea pseudospadicea,G.Schellenb.,"Paz, JRL","Torres de Assumpção, C",s.n.,"1979","01","09",Brazil,São Paulo,Anhembi,-48.15,-20.666667,NA,UEC083232,UEC083232,NA,Barreiro Rico farm.,Climber on a small tree (+- 5m). Low lary vegetation.,"2016","04","-48.15","-20.666667",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.242153,-22.810417,"7",2021-03-01 16:28:33-03,UNICAMP,UEC,"203720",S,Plantae,Magnoliopsida,Connaraceae,Rourea,pseudospadicea,Rourea pseudospadicea,G.Schellenb.,"Durigan, G","Pilon, NAL; Durigan, G","275","2014","12","01",Brazil,São Paulo,Águas de Santa Bárbara,-49.242153,-22.810417,NA,UEC182976,UEC182976,NA,Estação Ecológica de Águas de Santa Bárbara,"Trepadeira, frutos vermelhos; Ecótono Cerrado/Floresta Estacional Semidecidual","2014","12","-49.242153","-22.810417","01",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.242153,-22.810417,"8",2021-03-01 16:28:33-03,UNICAMP,UEC,"204246",S,Plantae,Magnoliopsida,Connaraceae,Rourea,pseudospadicea,Rourea pseudospadicea,G.Schellenb.,"Durigan, G","Pilon, NAL; Durigan, G","295","2015","05","07",Brazil,São Paulo,Águas de Santa Bárbara,-49.242153,-22.810417,NA,UEC183006,UEC183006,NA,Estação Ecológica de Águas de Santa Bárbara,"Trepadeira, frutos vermelhos; Cerradão","2015","05","-49.242153","-22.810417","07",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.7400016784668,-23.3600006103516,"10",2020-12-21 16:21:18-03,MBM,MBM,"105114",PreservedSpecimen,Plantae,NA,Connaraceae,Rourea,pseudospadicea,Rourea pseudospadicea,Schellenberg,"Forero, E.","Hoehne, F.C.",s.n.,"1945","11","12",Brazil,São Paulo,Caieiras,-46.7400016784668,-23.3600006103516,"9448",MBM105114,MBM105114,auto,Caieiras,NA,NA,NA,NA,NA,NA,Southern America,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.7400016784668,-23.3600006103516,"15",2019-11-13 11:18:05-03,USP,SPF,"11572",PreservedSpecimen,Plantae,NA,Connaraceae,Rourea,pseudospadicea,Rourea pseudospadicea,G.Schellenb.,"Forero, E","Hoehne, W",s.n.,"1945","11","12",Brasil,São Paulo,Caieiras,-46.7400016784668,-23.3600006103516,"9448",SPF00011572,NA,auto,NA,NA,"1985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.8800010681152,-23.1800003051758,"16",2019-11-13 11:18:05-03,USP,SPF,"73169",PreservedSpecimen,Plantae,NA,Connaraceae,Rourea,pseudospadicea,Rourea pseudospadicea,G.Schellenb.,"Kuhlmann, M","Kuhlmann, M","291","1942","12","23",Brasil,São Paulo,Jundiaí,-46.8800010681152,-23.1800003051758,"17840",SPF00073169,NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.5699996948242,-22.7299995422363,"17",2019-11-13 11:18:05-03,USP,SPF,"32641",PreservedSpecimen,Plantae,NA,Connaraceae,Rourea,pseudospadicea,Rourea pseudospadicea,G.Schellenb.,"Forero, E","Oliveira, MA",s.n.,"1984","04","07",Brasil,São Paulo,São Manuel,-48.5699996948242,-22.7299995422363,"24793",SPF00032641,NA,auto,Distrito de Pratânia.,NA,"1985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.5699996948242,-22.7299995422363,"18",2019-11-13 11:18:05-03,USP,SPF,"36412",PreservedSpecimen,Plantae,NA,Connaraceae,Rourea,pseudospadicea,Rourea pseudospadicea,G.Schellenb.,"Forero, E","Oliveira, MA","43","1984","12",NA,Brasil,São Paulo,São Manuel,-48.5699996948242,-22.7299995422363,"24793",SPF00036412,NA,auto,Distrito de Pratânia.,NA,"1985","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"19",2019-11-13 11:18:05-03,USP,SPF,"12242",PreservedSpecimen,Plantae,NA,Connaraceae,Rourea,pseudospadicea,Rourea pseudospadicea,G.Schellenb.,"Forero, E","Hoehne, W",s.n.,"1948","10","28",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,"53584",SPF00012242,NA,auto,NA,NA,"1985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"20",2019-11-13 11:18:05-03,USP,SPF,"12243",PreservedSpecimen,Plantae,NA,Connaraceae,Rourea,pseudospadicea,Rourea pseudospadicea,G.Schellenb.,"Forero, E","Hoehne, W",s.n.,"1949","01","17",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,"53584",SPF00012243,NA,auto,NA,NA,"1985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.231667,-22.836389,"21",2019-10-07 09:36:15-03,UEFS,HUEFS,"164515",PreservedSpecimen,Plantae,Angiospermae,Connaraceae,Rourea,pseudospadicea,Rourea pseudospadicea,G.Schellenb.,NA,"Guerin, N.","247","2008","09","24",Brasil,São Paulo,Águas de Santa Bárbara,-49.231667,-22.836389,NA,HUEFS0164515,HUEFS0164515,NA,"E.Ec.Águas de Santa Bárbara, floresta estacional com influência ripária",NA,NA,NA,49W13'54'',22S50'11'',NA,NA,NA,NA,Rosanae,Oxalidales,NA,"35",São Paulo,SP,Sudeste
-48.821111,-23.006944,"23",2021-03-04 15:43:03-03,IF,SPSF,"43995",PreservedSpecimen,Plantae,Magnoliophyta,Connaraceae,Rourea,pseudospadicea,Rourea pseudospadicea,G.Schellenb.,J.A. Pastore,F.A.R.D.P.Arzolla & F.E.S.P.Vilela & I.F.de A.Mattos,"1458","2010","09","23",Brasil,SP,Angatuba,-48.821111,-23.006944,NA,NA,NA,NA,Estação Ecológica,"COLETA: Árvore com 6 metros de altura, início de frutificação.; GEOGRAFIA: Vegetação de Cerrado denso.&nf;Altitude aproximada de 760 m.;","2010","10",NA,NA,"05",América do Sul,NA,NA,Magnoliopsida,Fabales,NA,"35",São Paulo,SP,Sudeste
-49.231667,-22.836389,"24",2021-03-04 15:43:03-03,IF,SPSF,"43042",PreservedSpecimen,Plantae,Magnoliophyta,Connaraceae,Rourea,pseudospadicea,Rourea pseudospadicea,G.Schellenb.,G.Durigan,N.Guerin & G.Durigan & E.Furlan,"247","2008","09","24",Brasil,SP,Águas de Santa Bárbara,-49.231667,-22.836389,NA,NA,NA,NA,Estação Ecológica Águas de Sta.Bárbara,"COLETA: Floresta Estacional com influência ripária.&nf;Arbusto escandente; flores brancas.;","2008","09",NA,NA,"24",América do Sul,NA,NA,Magnoliopsida,Fabales,NA,"35",São Paulo,SP,Sudeste
