X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,identifiedBy,class,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,relatedCatalogItem,coordinatePrecision,geoFlag,typeStatus,fieldNumber,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.2999992370605,-21.2700004577637,"10",2019-08-20 10:01:46-03,UNICAMP,UEC,"59116",S,Plantae,Liliopsida,NA,Smilacaceae,Smilax,lappacea,Smilax lappacea,Willd.,"Sciamarelli, A; Coffani-Nunes, JV","577","1990","03","17",NA,Brazil,São Paulo,Cajuru,Fazenda Santa Carlota - Cerrado 2.,-47.2999992370605,-21.2700004577637,NA,NA,NA,Trepadeira com frutos verdes e negros.,UEC006825,UEC006825,NA,NA,NA,NA,NA,NA,NA,NA,"21243",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8908,-22.0175,"28",2019-01-25 15:47:05-02,IAC,IAC,"21954",S,Plantae,NA,NA,Smilacaceae,Smilax,lappacea,Smilax lappacea,Humb. & Bonpl. ex Willd.,C. Aranha,s/nº,"1968",NA,NA,NA,Brasil,São Paulo,São Carlos,NA,-47.8908,-22.0175,NA,NA,NA,Coleção de Plantas Invasoras,NA,NA,R.H.P. Andreata,NA,"1968","06","30","-47.8908","-22.0175",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5499992370605,-23.6200008392334,"32",2021-02-18 08:31:31-03,IBt,SP,"6596",S,Plantae,NA,NA,Smilacaceae,Smilax,lappacea,Smilax lappacea,Humb. & Bonpl. ex Willd.,"Brade, AC","7227","1915","02","24",NA,Brasil,São Paulo,São Caetano do Sul,NA,-46.5499992370605,-23.6200008392334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4028",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4500007629395,-23.5,"33",2019-11-21 10:19:21-03,IBt,SP,"12480",S,Plantae,NA,NA,Smilacaceae,Smilax,lappacea,Smilax lappacea,Humb. & Bonpl. ex Willd.,"Loefgren, A",CGG262,"1887","10","24",NA,Brasil,São Paulo,Sorocaba,NA,-47.4500007629395,-23.5,NA,NA,NA,NA,SP029896,SP029896,NA,NA,NA,NA,NA,NA,NA,NA,"17154",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4500007629395,-23.5,"34",2019-11-21 10:19:21-03,IBt,SP,"12478",S,Plantae,NA,NA,Smilacaceae,Smilax,lappacea,Smilax lappacea,Humb. & Bonpl. ex Willd.,"Loefgren, A",CGG261,"1887","10","24",NA,Brasil,São Paulo,Sorocaba,NA,-47.4500007629395,-23.5,NA,NA,NA,NA,SP029897,SP029897,NA,NA,NA,NA,NA,NA,NA,NA,"17154",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
