X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,barcode,imagecode,identifiedBy,minimumElevationInMeters,maximumElevationInMeters,yearIdentified,monthIdentified,dayIdentified,recordNumber,occurrenceRemarks,continentOcean,preparationType,previousCatalogNumber,phylum,order,coordinatePrecision,geoFlag,class,relatedCatalogItem,relationshipType,typeStatus,fieldNumber,individualCount,minimumDepthInMeters,maximumDepthInMeters,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.362178,-23.403816,"36",2021-03-15 16:37:00-03,NY,NYBG,"887335",PreservedSpecimen,Plantae,Melastomataceae,Leandra,regnellii,Leandra regnellii,(Triana) Cogn.,F. de Barros,"1985","12","13",Brazil,São Paulo,NA,Natividade da Serra.,-45.362178,-23.403816,NA,NA,NY00887335,NY00887335_01,"M. L. D. R. Souza; J. F. A. Baumgratz",NA,NA,NA,NA,NA,"1231",<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1092307' target='other'> <mi>dwc_moreinfo</mi></a>,South America,sheet,NA,Magnoliophyta,Myrtales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.0497,-23.5903,"39",2021-03-15 16:37:00-03,NY,NYBG,"520869",PreservedSpecimen,Plantae,Melastomataceae,Leandra,regnellii,Leandra regnellii,(Triana) Cogn.,P. E. Gibbs,"1976","10","29",Brazil,São Paulo,Itapetininga,"Ca. 50 km S de Itapetininga, estrada a Registro. Reserva Florestal de Carlos Botelho",-48.0497,-23.5903,NA,NA,NY00520869,NY00520869_01,R. Goldenberg,NA,NA,NA,NA,NA,"3287",<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=552870' target='other'> <mi>dwc_moreinfo</mi></a>,South America,sheet,NA,Magnoliophyta,Myrtales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.56,-22.41,"42",2021-03-15 16:37:00-03,NY,NYBG,"520658",PreservedSpecimen,Plantae,Melastomataceae,Leandra,regnellii,Leandra regnellii,(Triana) Cogn.,A. Löfgren,"1901","10","19",Brazil,São Paulo,Rio Claro,Rio Claro,-47.56,-22.41,NA,NA,NY00520658,NY00520658_01,J. J. Wurdack,NA,NA,NA,NA,NA,"11344",<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=749390' target='other'> <mi>dwc_moreinfo</mi></a>,South America,sheet,NA,Magnoliophyta,Myrtales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.88,-23.1803,"59",2021-03-15 16:37:00-03,NY,NYBG,"520872",PreservedSpecimen,Plantae,Melastomataceae,Leandra,regnellii,Leandra regnellii,(Triana) Cogn.,H. de F. Leitão Filho,"1976","10","08",Brazil,São Paulo,Jundiaí,Ca. 10 km. SW de Jundiaí. Serra do Japí,-46.88,-23.1803,NA,NA,NY00520872,NY00520872_01,R. Goldenberg,NA,NA,NA,NA,NA,"3206",<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=552873' target='other'> <mi>dwc_moreinfo</mi></a>,South America,sheet,NA,Magnoliophyta,Myrtales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.2142,-22.5739,"91",2021-03-15 16:37:00-03,NY,NYBG,"02098818",PreservedSpecimen,Plantae,Melastomataceae,Leandra,regnellii,Leandra regnellii,(Triana) Cogn.,M. K. Caddah,"2009","08","05",Brazil,São Paulo,Piquete,Serra da Mantiqueira,-45.2142,-22.5739,NA,NA,NY02098818,NY02098818_01,M. K. Caddah,"1194","1194",NA,NA,NA,"648",<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1305602' target='other'> <mi>dwc_moreinfo</mi></a>,South America,sheet,NA,Magnoliophyta,Myrtales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.852794,-23.155388,"92",2021-03-15 16:37:00-03,NY,NYBG,"520873",PreservedSpecimen,Plantae,Melastomataceae,Leandra,regnellii,Leandra regnellii,(Triana) Cogn.,P. E. Gibbs,"1976","11","08",Brazil,São Paulo,Cunha,Estrada Cunha a Parati,-44.852794,-23.155388,NA,NA,NY00520873,NY00520873_01,R. Goldenberg,NA,NA,NA,NA,NA,"3455",<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=552874' target='other'> <mi>dwc_moreinfo</mi></a>,South America,sheet,NA,Magnoliophyta,Myrtales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5,-22.75,"108",2021-02-08 11:09:25-03,UNESP-IBB,BOTU,"12925",PreservedSpecimen,Plantae,Melastomataceae,Leandra,regnellii,Leandra regnellii,(Triana) Cogn.,"Amaral Jr., A.","1985","05","17",Brasil,São Paulo,Campos do Jordão,NA,-45.5,-22.75,45°30'w,22°45's,BOTU012925,NA,"Chiea, S.A.C.",NA,NA,"1997","08",NA,"71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8199996948242,-22.25,"163",2020-11-04 11:13:22-03,ESALQ,ESA,"108273",PreservedSpecimen,Plantae,Melastomataceae,Leandra,alterninervia,Leandra alterninervia,NA,"Cotrim, M.M.","2007","10","06",Brasil,São Paulo,Itirapina,NA,-47.8199996948242,-22.25,NA,NA,ESA108273,ESA108273,"Souza, V.C. et al.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"22843",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.5046997070312,-24.7563991546631,"164",2020-11-04 11:13:28-03,ESALQ,ESA,"101884",PreservedSpecimen,Plantae,Melastomataceae,Leandra,regnelii,Leandra regnelii,NA,"Destefani, A.C.C.","2005","03","24",Brasil,São Paulo,Barra do Turvo,NA,-48.5046997070312,-24.7563991546631,NA,NA,ESA101884,ESA101884,NA,NA,NA,NA,NA,NA,"102.0",NA,NA,NA,NA,Magnoliophyta,NA,"38172",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"170",2020-11-04 11:13:29-03,ESALQ,ESA,"30947",PreservedSpecimen,Plantae,Melastomataceae,Leandra,regnellii,Leandra regnellii,(Triana) Cogn.,"Souza, V.C. et al.","1996","01","26",Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,ESA030947,ESA030947,"Goldenberg, R.",NA,NA,NA,NA,NA,"10618.0",NA,NA,NA,NA,Magnoliophyta,NA,"27729",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
