X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,class,relatedCatalogItem,fieldNumber,individualCount,typeStatus,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.2731,-20.1644,"19",2021-03-15 16:37:00-03,NY,NYBG,"1018637",PreservedSpecimen,Plantae,Magnoliophyta,Malpighiales,Malpighiaceae,Tetrapterys,microphylla,Tetrapterys microphylla,(A.Juss.) Nied.,M. C. H. Mamede,D. Sasaki,"620","2003","07","08",South America,Brazil,São Paulo,Pedregulho,"Estreito. Usina de Estreito (Acampamento de Estreito). Encosta à margem da represa, próxima ao antigo aeroporto.",-47.2731,-20.1644,"720","720",sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1261449' target='other'> <mi>dwc_moreinfo</mi></a>,NY01018637,NY01018637_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4700012207031,-20.25,"273",2021-03-01 16:33:31-03,UNICAMP,UEC,"202558",S,Plantae,Magnoliopsida,NA,Malpighiaceae,Tetrapterys,microphylla,Tetrapterys microphylla,(A.Juss.) Nied.,NA,"Faria, AD; Aona, LYS; Matsumoto, K; Galvão, JC; Belinello, R",s.n.,"1997","01","16",NA,Brazil,São Paulo,Pedregulho,NA,-47.4700012207031,-20.25,NA,NA,NA,Campo Rupestre,UEC182576,UEC182576,"27552",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4700012207031,-20.25,"274",2019-08-20 10:17:44-03,UNICAMP,UEC,"94635",S,Plantae,Magnoliopsida,NA,Malpighiaceae,Tetrapterys,microphylla,Tetrapterys microphylla,(A.Juss.) Nied.,"Mamede, MCH","Marcondes-Ferreira, W; Belinello, R; Semir, J; Dutilh, JHA; Nakajima, JN; Hind, DJN","1463","1997","11","05",NA,Brazil,São Paulo,Pedregulho,"Estreito, Perto da Fazenda Três Irmãos",-47.4700012207031,-20.25,NA,NA,NA,"Flor, Subarbusto ca. 20 - 30 cm . Flores amarelo-creme. Campo rupestre.",NA,NA,"27552",auto,"2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4700012207031,-20.25,"275",2019-08-20 10:17:44-03,UNICAMP,UEC,"94636",S,Plantae,Magnoliopsida,NA,Malpighiaceae,Tetrapterys,microphylla,Tetrapterys microphylla,(A.Juss.) Nied.,"Mamede, MCH","Marcondes-Ferreira, W; Belinello, R; Semir, J; Dutilh, JHA; Nakajima, JN; Hind, DJN","1455","1997","11","05",NA,Brazil,São Paulo,Pedregulho,"Estreito, Perto da Fazenda Três Irmãos",-47.4700012207031,-20.25,NA,NA,NA,"Flor, Subarbusto ca. 0,5 m . Flores amarelas. Campo rupestre.",NA,NA,"27552",auto,"2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4700012207031,-20.25,"276",2019-08-20 10:17:44-03,UNICAMP,UEC,"78638",S,Plantae,Magnoliopsida,NA,Malpighiaceae,Tetrapterys,microphylla,Tetrapterys microphylla,(A.Juss.) Nied.,"Almeida, RF","Marcondes-Ferreira, W; Torres Jr, AH; Venturi, LL; Domingues, MR; Mello, ALA","1216","1993","07","12",NA,Brazil,São Paulo,Pedregulho,"Estreito, Perto da Fazenda Três Irmãos",-47.4700012207031,-20.25,NA,NA,NA,"Flor, Subarbusto ca. 80 cm . Flores amarelas. Campo rupestre com alguns arbustos e arvoretas e bastantes Vellozias.",UEC051775,NA,"27552",auto,"2013","06",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.277222,-20.157777,"691",2020-09-02 16:32:24-03,Cenargen,CEN,"62354",PreservedSpecimen,Plantae,NA,NA,Malpighiaceae,Tetrapterys,microphylla,Tetrapterys microphylla,(A.Juss.) Nied.,D. Sasaki,Denise Sasaki,"342","2003","04","17",NA,Brasil,SP,PEDREGULHO,"Estreito. Usina do Estreito (Acampamento do Estreito). Encosta a margem da represa, próxima à barragem.",-47.277222,-20.157777,"720","720",Exsicatas,"Caule castanho, parcialmente coberto por indumento cinza. Folhas discolores, face abaxial com indumento. Frutos imaturos esverdeados. Glândulas castanho-escuras. Doação do Herbário SPF - Universidade de São Paulo.",CEN00062354,CEN00062354,NA,NA,"2004",NA,NA,"-47.277222","-20.157777",NA,NA,NA,"1",NA,"35",São Paulo,SP,Sudeste
-47.277222,-20.157778,"707",2021-03-15 18:28:35-03,USP,SPF,"172728",PreservedSpecimen,Plantae,NA,NA,Malpighiaceae,Tetrapterys,microphylla,Tetrapterys microphylla,(A.Juss.) Nied.,"Sasaki, D","Sasaki, D","195","2003","03","17",NA,Brasil,São Paulo,Pedregulho,"Estreito, Estreito. Usina de Estreito (Acampamento de Estreito). Encosta à margem da represa, próxima à barragem. Campo sujo pedregoso com afloramentos rochosos.",-47.277222,-20.157778,"720","720",NA,Arbusto ca. 50 cm alt. Folhas discolores. Cálice verde. Corola amarela. Glândulas verdes. Entre rochas.,SPF00172728,SPF00172728,NA,NA,"2004",NA,NA,"-47.277222","-20.157778",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.273056,-20.164444,"708",2021-03-15 18:28:35-03,USP,SPF,"172729",PreservedSpecimen,Plantae,NA,NA,Malpighiaceae,Tetrapterys,microphylla,Tetrapterys microphylla,(A.Juss.) Nied.,"Sasaki, D","Sasaki, D","221","2003","03","18",NA,Brasil,São Paulo,Pedregulho,"Estreito, Estreito. Usina de Estreito (Acampamento de Estreito). Encosta à margem da represa, próxima à barragem. Campo sujo pedregoso com afloramentos rochosos.",-47.273056,-20.164444,"720","720",NA,Arbusto ca. 70 cm alt. Folhas discolores. Cálice verde e glândulas verdes. Fruto verde claro.,SPF00172729,SPF00172729,NA,NA,"2004",NA,NA,"-47.273056","-20.164444",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.277222,-20.157778,"709",2021-03-15 18:28:35-03,USP,SPF,"172730",PreservedSpecimen,Plantae,NA,NA,Malpighiaceae,Tetrapterys,microphylla,Tetrapterys microphylla,(A.Juss.) Nied.,"Sasaki, D","Sasaki, D","342","2003","04","17",NA,Brasil,São Paulo,Pedregulho,"Estreito, Estreito. Usina de Estreito (Acampamento de Estreito). Encosta à margem da represa, próxima à barragem. Campo sujo pedregoso com afloramentos rochosos.",-47.277222,-20.157778,"720","720",NA,"Arbusto até ca 1 m alt. Caule castanho, parcialmente coberto por indumento cinza. Folhas discolores, face abaxial com indumento. Frutos imaturos esverdeados. Glândulas castanho-escuras.",SPF00172730,SPF00172730,NA,NA,"2004",NA,NA,"-47.277222","-20.157778",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.273056,-20.164444,"710",2021-03-15 18:28:35-03,USP,SPF,"172731",PreservedSpecimen,Plantae,NA,NA,Malpighiaceae,Tetrapterys,microphylla,Tetrapterys microphylla,(A.Juss.) Nied.,"Sasaki, D","Sasaki, D","373","2003","04","17",NA,Brasil,São Paulo,Pedregulho,"Estreito, Estreito. Usina de Estreito (Acampamento de Estreito). Encosta à margem da represa, próxima à barragem. Campo sujo pedregoso com afloramentos rochosos.",-47.273056,-20.164444,"720","720",NA,"Arbusto ca. 1 m alt. Folhas discolores, mais claras na face abaxial. Corola amarela. Frutos imaturos com região proximal da ala verde-clara e distal rosa.",SPF00172731,SPF00172731,NA,NA,"2004",NA,NA,"-47.273056","-20.164444",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.273056,-20.164444,"711",2021-03-15 18:28:35-03,USP,SPF,"172732",PreservedSpecimen,Plantae,NA,NA,Malpighiaceae,Tetrapterys,microphylla,Tetrapterys microphylla,(A.Juss.) Nied.,"Sasaki, D","Sasaki, D","564","2003","06","20",NA,Brasil,São Paulo,Pedregulho,"Estreito, Estreito. Usina de Estreito (Acampamento de Estreito). Encosta à margem da represa, próxima à barragem. Campo sujo pedregoso com afloramentos rochosos.",-47.273056,-20.164444,"720","720",NA,"Arbusto ca. 50 cm alt. Folhas discolores, mais claras na face abaxial. Cálice verde-claro. Corola amarela. Glândulas verdes.",SPF00172732,SPF00172732,NA,NA,"2004",NA,NA,"-47.273056","-20.164444",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.273056,-20.164444,"712",2021-03-15 18:28:35-03,USP,SPF,"172733",PreservedSpecimen,Plantae,NA,NA,Malpighiaceae,Tetrapterys,microphylla,Tetrapterys microphylla,(A.Juss.) Nied.,"Mamede, MCH","Sasaki, D","620","2003","07","08",NA,Brasil,São Paulo,Pedregulho,"Estreito, Estreito. Usina de Estreito (Acampamento de Estreito). Encosta à margem da represa, próxima à barragem. Campo sujo pedregoso com afloramentos rochosos.",-47.273056,-20.164444,"720","720",NA,"Folhas muito discolores, esbranquiçadas na face abaxial. Cálice verde, levemente vináceo. Corola amarela. Glândulas verdes. Estile verde-claro.",SPF00172733,SPF00172733,NA,NA,"2004",NA,NA,"-47.273056","-20.164444",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
