X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,class,relatedCatalogItem,fieldNumber,individualCount,typeStatus,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.277222,-20.157778,"713",2021-03-15 18:28:35-03,USP,SPF,"173025",PreservedSpecimen,Plantae,NA,NA,Malpighiaceae,Tetrapterys,microphylla,Tetrapterys microphylla,(A.Juss.) Nied.,"Sasaki, D","Sasaki, D","531","2003","05","24",NA,Brasil,São Paulo,Pedregulho,"Estreito, Estreito. Usina de Estreito (Acampamento de Estreito). Encosta à margem da represa, próxima à barragem. Campo sujo pedregoso com afloramentos rochosos.",-47.277222,-20.157778,"720","720",NA,"Arbusto até 1.2 m alt. Folhas discolores, mais claras na face abaxial por efeito do indumento. Corola amarela. Estilete verde. Glândulas verdes.",SPF00173025,SPF00173025,NA,NA,"2004",NA,NA,"-47.277222","-20.157778",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4700012207031,-20.25,"841",2021-03-15 18:28:35-03,USP,SPF,"128546",PreservedSpecimen,Plantae,NA,NA,Malpighiaceae,Tetrapterys,microphylla,Tetrapterys microphylla,(A.Juss.) Nied.,"Mamede, MCH","Marcondes-Ferreira, W","1455","1997","11","05",NA,Brasil,São Paulo,Pedregulho,"Estreito, Perto da Fazenda Três Irmãos, campo rupestre.",-47.4700012207031,-20.25,NA,NA,NA,"Subarbusto ca. 0.5 m, flores amarelas.",SPF00128546,SPF00128546,"27552",auto,"1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4700012207031,-20.25,"842",2021-03-15 18:28:35-03,USP,SPF,"128547",PreservedSpecimen,Plantae,NA,NA,Malpighiaceae,Tetrapterys,microphylla,Tetrapterys microphylla,(A.Juss.) Nied.,"Mamede, MCH","Marcondes-Ferreira, W","1463","1997","11","05",NA,Brasil,São Paulo,Pedregulho,"Estreito, Perto da Fazenda Três Irmãos, campo rupestre.",-47.4700012207031,-20.25,NA,NA,NA,"Subarbusto ca. 20-30 cm, flores amarelo-creme.",SPF00128547,SPF00128547,"27552",auto,"1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4700012207031,-20.25,"843",2021-03-15 18:28:35-03,USP,SPF,"103169",PreservedSpecimen,Plantae,NA,NA,Malpighiaceae,Tetrapterys,microphylla,Tetrapterys microphylla,(A.Juss.) Nied.,"Mamede, MCH","Marcondes-Ferreira, W","1216","1995","07","12",NA,Brasil,São Paulo,Pedregulho,"Estreito, Perto da Fazenda Três Irmãos. Campo rupestre com alguns arbustos e bastante Vellozias.",-47.4700012207031,-20.25,NA,NA,NA,"Subarbusto ca. 80 cm, flores amarelas.",SPF00103169,NA,"27552",auto,"1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4700012207031,-20.25,"1208",2019-05-06 11:58:55-03,UFU,HUFU,"46555",S,Plantae,NA,NA,Malpighiaceae,Tetrapterys,microphylla,Tetrapterys microphylla,(A.Juss.) Nied.,NA,"Sasaki, D.; Mello-Silva, R.; Junqueira, A.B. & Capeli, F.M.","342","2003","04","17",NA,Brasil,São Paulo,Pedregulho,"Estreito, Usina de Estreito. Encosta à margem da represa, próxima à barragem.",-47.4700012207031,-20.25,NA,NA,NA,"Arbusto, ca. 1 m. Caule castanho, pacialmente coberto por indumento cinza. Folhas discolores, face abaxial com indumento. Frutos imaturos esverdeados. Glândulas castanho-escuras; Camo sujo pedregoso com afloramento rochoso.",HUFU00014721,HUFU00014721,"27552",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.277222,-20.157778,"1267",2019-11-21 10:09:18-03,IBt,SP,"384801",S,Plantae,NA,NA,Malpighiaceae,Tetrapterys,microphylla,Tetrapterys microphylla,(A.Juss.) Nied.,"Mamede, MCH","Sasaki, D; Junqueira, AB","531","2003","05","24",NA,Brasil,São Paulo,Pedregulho,"Estreito. Usina de Estreito (Acampamento de Estreito). Encosta à margem da represa, próxima à barragem",-47.277222,-20.157778,"720","720",NA,NA,SP021679,NA,NA,NA,"2006","11",NA,"-47.277222","-20.157778",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4700012207031,-20.25,"1456",2019-11-21 10:09:18-03,IBt,SP,"369567",S,Plantae,NA,NA,Malpighiaceae,Tetrapterys,microphylla,Tetrapterys microphylla,(A.Juss.) Nied.,"Mamede, MCH","Sebastiani, R; Caruzo, MBR; Sasaki, D","64","2004","02","16",NA,Brasil,São Paulo,Pedregulho,"Distrito de Estreito, Acampamento de Estreito (Frunas)",-47.4700012207031,-20.25,NA,NA,NA,NA,SP021605,NA,"27552",auto,"2005","06",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4700012207031,-20.25,"1457",2019-11-21 10:09:18-03,IBt,SP,"316042",S,Plantae,NA,NA,Malpighiaceae,Tetrapterys,microphylla,Tetrapterys microphylla,(A.Juss.) Nied.,"Mamede, MCH","Marcondes Ferreira, W; Belinello, R","1280","1996","01","18",NA,Brasil,São Paulo,Pedregulho,"Estreito, Fazenda Três Irmãos",-47.4700012207031,-20.25,NA,NA,NA,NA,SP021606,NA,"27552",auto,"1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4700012207031,-20.25,"1458",2020-12-17 09:29:05-03,IBt,SP,"316172",S,Plantae,NA,NA,Malpighiaceae,Tetrapterys,microphylla,Tetrapterys microphylla,(A.Juss.) Nied.,"Mamede, MCH","Marcondes Ferreira, W; Semir, J; Hind, DJN; Dutilh, JHA; Nakajima, JN; Belinello, R","1455","1997","11","05",NA,Brasil,São Paulo,Pedregulho,Perto da fazenda Três Irmãos,-47.4700012207031,-20.25,NA,NA,NA,NA,SP021590,NA,"27552",auto,"2010","02",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4700012207031,-20.25,"1459",2020-12-17 09:29:05-03,IBt,SP,"316192",S,Plantae,NA,NA,Malpighiaceae,Tetrapterys,microphylla,Tetrapterys microphylla,(A.Juss.) Nied.,"Mamede, MCH","Marcondes Ferreira, W; Semir, J; Hind, DJN; Dutilh, J; Nakajima, JN; Belinello, R","1463","1997","11","05",NA,Brasil,São Paulo,Pedregulho,Perto da Fazenda Três Irmãos,-47.4700012207031,-20.25,NA,NA,NA,NA,SP021588,NA,"27552",auto,"2003","10","17",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4700012207031,-20.25,"1460",2019-11-21 10:09:18-03,IBt,SP,"306734",S,Plantae,NA,NA,Malpighiaceae,Tetrapterys,microphylla,Tetrapterys microphylla,(A.Juss.) Nied.,"Mamede, MCH","Marcondes Ferreira, W; Torres, AH; Venturi, LL; Domingues, MR","1216","1995","07","12",NA,Brasil,São Paulo,Pedregulho,Perto da Fazenda Três Irmãos,-47.4700012207031,-20.25,NA,NA,NA,NA,SP021589,NA,"27552",auto,"1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
