X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,imagecode,recordNumber,phylum,order,continentOcean,preparationType,coordinatePrecision,geoFlag,class,relatedCatalogItem,relationshipType,minimumDepthInMeters,maximumDepthInMeters,individualCount,fieldNumber,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.12,-23.42,"16",2021-03-15 16:37:00-03,NY,NYBG,"687223",PreservedSpecimen,Plantae,Myristicaceae,Virola,oleifera,Virola oleifera,(Schott) A.C.Sm.,NA,NA,NA,NA,W. Morawetz,"1975","08","25",Brazil,São Paulo,Ubatuba,"Serra do Mar, along the road from Ubatuba to Taubaté, km 78 - 89.",-45.12,-23.42,NA,NA,"20","900",<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=860219' target='other'> <mi>dwc_moreinfo</mi></a>,NY00687223,NY00687223_01,21-25875,Magnoliophyta,Magnoliales,South America,sheet,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.783333,-24.166667,"27",2021-02-08 11:09:32-03,UNESP-IBB,BOTU,"16648",PreservedSpecimen,Plantae,Myristicaceae,Virola,oleifera,Virola oleifera,(Schott) A.C. Sm.,"Paschoal, M.E.S.","2008","03","11","Carmello, S.M.","1987","10","04",Brasil,São Paulo,Itanhaem,NA,-46.783333,-24.166667,46°47'w,24°10's,NA,NA,NA,BOTU016648,BOTU016648,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.116667,-23.416667,"44",2020-02-08 09:44:53-03,NBC,NL-BOTANY,L.4159813,PreservedSpecimen,Plantae,Myristicaceae,Virola,oleifera,Virola oleifera,(Schott) A.C.Sm.,NA,NA,NA,NA,Morawetz W,"1975","08","25",Brazil,NA,NA,"Municipio de Ubatuba. Serra do Mar, along the road from UBATUBA to TAUBATE, km 78 - 89.",-45.116667,-23.416667,"-45.116667","-23.416667",NA,NA,<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4159813 target=other class=eLink> <mi>dwc_moreinfo</mi></a>,NL-L4159813,NL-L4159813,NA,NA,Magnoliales,Southern America,NA,NA,NA,Magnoliopsidae,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"46",2020-11-04 11:14:15-03,ESALQ,ESA,"114774",PreservedSpecimen,Plantae,Myristicaceae,Virola,bicuhyba,Virola bicuhyba,NA,NA,NA,NA,NA,"Campos, M.C.R.","2006","07","16",Brasil,São Paulo,Ubatuba,NA,-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,NA,ESA114774,ESA114774,"709.0",Magnoliophyta,NA,NA,NA,"34265",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"47",2020-11-04 11:14:15-03,ESALQ,ESA,"109657",PreservedSpecimen,Plantae,Myristicaceae,Virola,bicuhyba,Virola bicuhyba,NA,NA,NA,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.",NA,NA,NA,Brasil,São Paulo,Sete Barras,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,NA,ESA109657,ESA109657,"29259.0",Magnoliophyta,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5,-24.04,"49",2020-11-04 11:14:15-03,ESALQ,ESA,"128790",PreservedSpecimen,Plantae,Myristicaceae,Virola,bicuhyba,Virola bicuhyba,NA,"Ivanauskas, N.M. & Souza, V.C.","2013","03","26","Polisel, R.T.","2013","03","26",Brasil,São Paulo,Tapiraí,"Reserva Particular da Votorantim (CBA). UHE da Barra, trilha da caixa d'água para vila de moradores. Floresta Ombrófila Densa com perturbação antrópica (presença de exóticas como nêspera, Citrus, araucária).",-47.5,-24.04,"-47.5","-24.04","516","516","Planta jovem de 2,5 m de altura.",ESA128790,ESA128790,"1057.0",Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"52",2020-11-04 11:14:15-03,ESALQ,ESA,"109656",PreservedSpecimen,Plantae,Myristicaceae,Virola,bicuhyba,Virola bicuhyba,NA,NA,NA,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.",NA,NA,NA,Brasil,São Paulo,Sete Barras,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,NA,ESA109656,ESA109656,"29258.0",Magnoliophyta,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"53",2020-11-04 11:14:15-03,ESALQ,ESA,"109896",PreservedSpecimen,Plantae,Myristicaceae,Virola,bicuhyba,Virola bicuhyba,NA,NA,NA,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.",NA,NA,NA,Brasil,São Paulo,Sete Barras,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,NA,ESA109896,ESA109896,"29369.0",Magnoliophyta,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.1300010681152,-23.5200004577637,"55",2020-11-04 11:14:15-03,ESALQ,ESA,"26943",PreservedSpecimen,Plantae,Myristicaceae,Virola,oleifera,Virola oleifera,(Schott) A.C. Sm.,"Cardoso-Leite, E. & Rodrigues, R.R.",NA,NA,NA,"Cardoso-Leite, E. ; Oliveira, A.","1993","07","25",Brasil,São Paulo,São Roque,NA,-47.1300010681152,-23.5200004577637,NA,NA,NA,NA,NA,ESA026943,ESA026943,"109.0",Magnoliophyta,NA,NA,NA,"15567",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"58",2020-11-04 11:14:15-03,ESALQ,ESA,"28934",PreservedSpecimen,Plantae,Myristicaceae,Virola,oleifera,Virola oleifera,(Schott) A.C. Sm.,"Ivanauskas, N.M.",NA,NA,NA,"Ivanauskas, N.M.","1995","06","21",Brasil,São Paulo,Pariquera-Açu,NA,-47.8800010681152,-24.7099990844727,NA,NA,NA,NA,NA,ESA028934,ESA028934,"229.0",Magnoliophyta,NA,NA,NA,"17990",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"59",2020-11-04 11:14:15-03,ESALQ,ESA,"28935",PreservedSpecimen,Plantae,Myristicaceae,Virola,oleifera,Virola oleifera,(Schott) A.C. Sm.,"Ivanauskas, N.M.",NA,NA,NA,"Ivanauskas, N.M.","1995","08","26",Brasil,São Paulo,Pariquera-Açu,NA,-47.8800010681152,-24.7099990844727,NA,NA,NA,NA,NA,ESA028935,ESA028935,"329.0",Magnoliophyta,NA,NA,NA,"17990",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"60",2020-11-04 11:14:15-03,ESALQ,ESA,"24246",PreservedSpecimen,Plantae,Myristicaceae,Virola,oleifera,Virola oleifera,NA,NA,NA,NA,NA,"Árbocz, G.F.","1995","02","10",Brasil,São Paulo,Pariquera-açú,NA,-47.8800010681152,-24.7099990844727,NA,NA,NA,NA,NA,ESA024246,ESA024246,"33358.0",Magnoliophyta,NA,NA,NA,"17990",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"65",2020-11-04 11:14:15-03,ESALQ,ESA,"32738",PreservedSpecimen,Plantae,Myristicaceae,Virola,oleifera,Virola oleifera,(Schott) A.C. Sm.,"Leitão Filho, H.F.",NA,NA,NA,"Leitão Filho, H.F. et al.","1996","02","01",Brasil,São Paulo,Ubatuba,NA,-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,NA,ESA032738,ESA032738,"34759.0",Magnoliophyta,NA,NA,NA,"34265",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"66",2020-11-04 11:14:15-03,ESALQ,ESA,"51527",PreservedSpecimen,Plantae,Myristicaceae,Virola,oleifera,Virola oleifera,NA,"Borges, A.",NA,NA,NA,"Borges, A. et al.","2005","04","03",Brasil,São Paulo,Cananéia,Ilha do Cardoso,-47.9199981689453,-25.0100002288818,NA,NA,NA,NA,NA,ESA051527,ESA051527,NA,Magnoliophyta,NA,NA,NA,"37574",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"88",2020-12-20 21:18:34-03,UFV,VIC,"5882",PreservedSpecimen,Plantae,Myrsinaceae,Virola,bicuhyba,Virola bicuhyba,Warb,NA,NA,NA,NA,"Handro, O.","1937","01","25",Brasil,São Paulo,São Paulo,Jardim Botânico,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,Arvore grande da mata. ( Planta Viva nº 500),VIC005882,VIC005882,s.n.,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
