X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,continentOcean,country,stateProvince,county,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,year,month,day,locality,minimumElevationInMeters,maximumElevationInMeters,verbatimLongitude,verbatimLatitude,yearIdentified,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,class,typeStatus,eventTime,fieldNumber,individualCount,relatedCatalogItem,infraspecificEpithet,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.6300010681152,-23.5400009155273,"35",2019-10-09 11:09:29-03,UFBA,ALCB,"04447",PreservedSpecimen,Plantae,Dicotyledon,NA,Aristolochiaceae,Aristolochia,cymbifera,Aristolochia cymbifera,M.L. Guedes,"Hoehne, W","Hoehne, W","15",Southern America,Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,Cultivada. Escandente.,ALCB002193,ALCB002193 ALCB002193_1,"1942","01","10",Horto Fac. Farmácia,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"36",2019-10-09 11:09:29-03,UFBA,ALCB,"04447",PreservedSpecimen,Plantae,Dicotyledon,NA,Aristolochiaceae,Aristolochia,cymbifera,Aristolochia cymbifera,M.L. Guedes,"Hoehne, W","Hoehne, W","15",Southern America,Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,Cultivada. Escandente.,ALCB002193,ALCB002193 ALCB002193_1,"1942","01","10",Horto Fac. Farmácia,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.2900009155273,-22.7700004577637,"48",2020-11-04 11:00:42-03,ESALQ,ESA,"113169",PreservedSpecimen,Plantae,Magnoliophyta,NA,Aristolochiaceae,Aristolochia,cymbifera,Aristolochia cymbifera,NA,"Gissi, D.S.","Gissi, D.S.",NA,NA,Brasil,São Paulo,Nova Odessa,-47.2900009155273,-22.7700004577637,NA,NA,ESA113169,ESA113169,"2011","01","14",NA,NA,NA,NA,NA,"2001","01","19","8440",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.2900009155273,-22.7700004577637,"49",2020-11-04 11:00:42-03,ESALQ,ESA,"113168",PreservedSpecimen,Plantae,Magnoliophyta,NA,Aristolochiaceae,Aristolochia,cymbifera,Aristolochia cymbifera,NA,"Gissi, D.S.","Gissi, D.S.",NA,NA,Brasil,São Paulo,Nova Odessa,-47.2900009155273,-22.7700004577637,NA,NA,ESA113168,ESA113168,"2011","01","14",NA,NA,NA,NA,NA,"2001","01","19","8440",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.2900009155273,-22.7700004577637,"50",2020-11-04 11:00:42-03,ESALQ,ESA,"113167",PreservedSpecimen,Plantae,Magnoliophyta,NA,Aristolochiaceae,Aristolochia,cymbifera,Aristolochia cymbifera,NA,"Gissi, D.S.","Gissi, D.S.","1.0",NA,Brasil,São Paulo,Nova Odessa,-47.2900009155273,-22.7700004577637,NA,NA,ESA113167,ESA113167,"2011","01","14",NA,NA,NA,NA,NA,"2001","01","19","8440",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"51",2020-11-04 11:00:42-03,ESALQ,ESA,"111535",PreservedSpecimen,Plantae,Magnoliophyta,NA,Aristolochiaceae,Aristolochia,cymbifera,Aristolochia cymbifera,NA,"Lima, F.V.",NA,NA,NA,Brasil,São Paulo,Piracicaba,-47.6399993896484,-22.7199993133545,NA,NA,ESA111535,ESA111535,"2008","10","14",NA,NA,NA,NA,NA,"2008","10","14","44778",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.8800010681152,-23.3899993896484,"52",2020-11-04 11:00:42-03,ESALQ,ESA,"48326",PreservedSpecimen,Plantae,Magnoliophyta,NA,Aristolochiaceae,Aristolochia,cymbifera,Aristolochia cymbifera,Mart. & Zucc.,"Capellari Jr., L.","Scavone, O.","15268.0",NA,Brasil,São Paulo,Santa Branca,-45.8800010681152,-23.3899993896484,NA,NA,ESA048326,ESA048326,"1954","02","25",NA,NA,NA,NA,NA,NA,NA,NA,"14390",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.2900009155273,-22.7700004577637,"62",2020-11-04 11:00:42-03,ESALQ,ESA,"113169",PreservedSpecimen,Plantae,Magnoliophyta,NA,Aristolochiaceae,Aristolochia,cymbifera,Aristolochia cymbifera,NA,"Gissi, D.S.","Gissi, D.S.",NA,NA,Brasil,São Paulo,Nova Odessa,-47.2900009155273,-22.7700004577637,NA,NA,ESA113169,ESA113169,"2011","01","14",NA,NA,NA,NA,NA,"2001","01","19","8440",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.2900009155273,-22.7700004577637,"63",2020-11-04 11:00:42-03,ESALQ,ESA,"113168",PreservedSpecimen,Plantae,Magnoliophyta,NA,Aristolochiaceae,Aristolochia,cymbifera,Aristolochia cymbifera,NA,"Gissi, D.S.","Gissi, D.S.",NA,NA,Brasil,São Paulo,Nova Odessa,-47.2900009155273,-22.7700004577637,NA,NA,ESA113168,ESA113168,"2011","01","14",NA,NA,NA,NA,NA,"2001","01","19","8440",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.2900009155273,-22.7700004577637,"64",2020-11-04 11:00:42-03,ESALQ,ESA,"113167",PreservedSpecimen,Plantae,Magnoliophyta,NA,Aristolochiaceae,Aristolochia,cymbifera,Aristolochia cymbifera,NA,"Gissi, D.S.","Gissi, D.S.","1.0",NA,Brasil,São Paulo,Nova Odessa,-47.2900009155273,-22.7700004577637,NA,NA,ESA113167,ESA113167,"2011","01","14",NA,NA,NA,NA,NA,"2001","01","19","8440",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
