X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,typeStatus,recordedBy,recordNumber,continentOcean,country,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,phylum,order,scientificNameAuthorship,locality,imagecode,identifiedBy,year,month,day,stateProvince,county,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,class,yearIdentified,verbatimLongitude,verbatimLatitude,infraspecificEpithet,monthIdentified,dayIdentified,fieldNumber,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.666667,-22.133333,"56",2021-03-01 16:44:01-03,UNICAMP,UEC,"57552",S,Plantae,Schizaeaceae,Anemia,trichorhiza,Anemia trichorhiza,NA,"Salino, A","197",NA,Brazil,NA,NA,"Rupícola.; Arenito no Morro do Camelo.",UEC052697,Pteridophyta,NA,Gardner ex Hook.,Serra do Cuscuzeiro,UEC052697,"Salino, A","1987","11","27",São Paulo,Analândia,-47.666667,-22.133333,"950","950",NA,NA,NA,"1988","-47.666667","-22.133333",NA,"01",NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.1199989318848,-22.2800006866455,"58",2021-03-01 16:44:01-03,UNICAMP,UEC,"158318",S,Plantae,Schizaeaceae,Anemia,trichorhiza,Anemia trichorhiza,NA,"Lombardi, JA; Martins, E","53",NA,Brazil,NA,NA,"Rupícula.; Vegetação arbustiva em morro de arenito, topo do morro.",UEC015202,Pteridophyta,NA,Gardner ex Hook.,Fazenda Rochedo.,UEC015202,"Salino, A","1992","05","06",São Paulo,Brotas,-48.1199989318848,-22.2800006866455,NA,NA,"26585",auto,NA,"1992",NA,NA,NA,"05","06",NA,NA,"35",São Paulo,SP,Sudeste
-47.8199996948242,-22.25,"59",2021-03-01 16:44:01-03,UNICAMP,UEC,"57969",S,Plantae,Schizaeaceae,Anemia,trichorhiza,Anemia trichorhiza,NA,"Salino, A","1075",NA,Brazil,NA,NA,"Rupícola.; Nas frestas em cerrado rupestre.",UEC052698,Pteridophyta,NA,Gardner ex Hook.,Estrada Itirapina - Brotas. Morros Testemunhos de arenito.,UEC052698,"Salino, A","1991","09","09",São Paulo,Itirapina,-47.8199996948242,-22.25,NA,NA,"22843",auto,NA,"1991",NA,NA,NA,"09","09",NA,NA,"35",São Paulo,SP,Sudeste
-48.1199989318848,-22.2800006866455,"107",2021-01-12 15:23:37-03,UFMG,BHCB-SL,"29589",PreservedSpecimen,Plantae,Anemiaceae,Anemia,trichorhiza,Anemia trichorhiza,NA,"Salino, A","1364",América,Brasil,NA,NA,"Rupícola em rocha arenítica, em local exposto a ensolação direta",NA,NA,NA,Gardner,"estrada Itirapina-Brotas; Fazenda Rochedo, na estrada Itirapina-Brotas, Fazenda Rochedo",NA,"Salino, A","1992","05","06",São Paulo,Brotas,-48.1199989318848,-22.2800006866455,"800","800","26585",auto,NA,"1992",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.1199989318848,-22.2800006866455,"108",2021-01-12 15:23:37-03,UFMG,BHCB-SL,"29649",PreservedSpecimen,Plantae,Anemiaceae,Anemia,trichorhiza,Anemia trichorhiza,NA,"Salino, A","1075",América,Brasil,NA,NA,crescendo nas frestas das rochas,BHCB000529,NA,NA,Gardner,"Fazenda Rochedo; na Rod. Irapina-Brotas",BHCB000529,"Salino, A","1991","09","09",São Paulo,Brotas,-48.1199989318848,-22.2800006866455,"900","900","26585",auto,NA,"1991",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.95,-22.283333,"131",2019-11-01 15:17:46-03,UnB,UB,"103297",PreservedSpecimen,Plantae,Anemiaceae,Anemia,trichorrhiza,Anemia trichorrhiza,NA,"Eiten, G; Campos, JMF","3428",Southern America,Brasil,NA,NA,At foot of bare part of small soft sandstone hill. Dense cerrado vegetation of low - trees and shrub.,UB0032375,Pteridophyta,NA,Gardner ex Hook.,"Ca. 100m S of Itirapina - Brotas road, ca. 1 1/2 km W of turnoff to Campo Alegre RR station. Ca. 13 1/2 km W of Itarapina",UB0032375,"Tryon, R","1961","12","01",São Paulo,Brotas,-47.95,-22.283333,"800","800",NA,NA,NA,"1971","-47.95","-22.283333",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
