X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,typeStatus,recordedBy,recordNumber,year,month,continentOcean,country,stateProvince,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,identifiedBy,day,county,minimumElevationInMeters,maximumElevationInMeters,infraspecificEpithet,coordinatePrecision,geoFlag,verbatimLongitude,verbatimLatitude,yearIdentified,monthIdentified,dayIdentified,class,relatedCatalogItem,fieldNumber,individualCount,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.8800010681152,-23.1800003051758,"312",2020-11-04 11:12:19-03,ESALQ,ESA,"107479",PreservedSpecimen,Plantae,Magnoliophyta,NA,Loranthaceae,Struthanthus,flexicaulis,Struthanthus flexicaulis,NA,NA,"Lombardi, J.A.","6695.0","2007","06",NA,Brasil,São Paulo,NA,-46.8800010681152,-23.1800003051758,NA,NA,ESA107479,NA,"Hieda, S.M.","11",Jundiaí,NA,NA,NA,"17840",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.669444,-24.205555,"315",2020-11-04 11:12:19-03,ESALQ,ESA,"124100",PreservedSpecimen,Plantae,Magnoliophyta,NA,Loranthaceae,Struthanthus,flexicaulis,Struthanthus flexicaulis,NA,NA,"Kuntz, J. ; Caramez, R.B.","1035.0","2013","04",NA,Brasil,São Paulo,Reserva Particular da Votorantim (CBA). UHE Serraria. Trilha da Igreginha. Floresta Ombrófila Densa.,-47.669444,-24.205555,NA,"Trepadeira com flores esverdeadas, filetes alvos com anteras marrons. Botões verdes.",ESA124100,ESA124100,"Oliveira-Neto, M.A.","02",Tapiraí,"48","48",NA,NA,NA,"-47.669444","-24.205555","2013","05","04",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.3199996948242,-22.6800003051758,"317",2020-11-04 11:12:19-03,ESALQ,ESA,"20463",PreservedSpecimen,Plantae,Magnoliophyta,NA,Loranthaceae,Struthanthus,flexicaulis,Struthanthus flexicaulis,Mart.,NA,"Catharino, E.L.M. et al.","2035.0","1994","09",NA,Brasil,São Paulo,NA,-44.3199996948242,-22.6800003051758,NA,NA,ESA020463,ESA020463,"Sugiyama, M.","28",Bananal,NA,NA,NA,"26795",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"318",2020-11-04 11:12:19-03,ESALQ,ESA,"50297",PreservedSpecimen,Plantae,Magnoliophyta,NA,Loranthaceae,Struthanthus,flexicaulis,Struthanthus flexicaulis,NA,NA,"Oriani, A. et al.","699.0","2005","03",NA,Brasil,São Paulo,NA,-47.9199981689453,-25.0100002288818,NA,NA,ESA050297,ESA050297,"Oriani, A.","31",Cananéia,NA,NA,NA,"37574",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"319",2020-11-04 11:12:19-03,ESALQ,ESA,"101440",PreservedSpecimen,Plantae,Magnoliophyta,NA,Loranthaceae,Struthanthus,flexicaulis,Struthanthus flexicaulis,NA,NA,"Braidotti, J.C.","143.0","2005","03",NA,Brasil,São Paulo,NA,-47.9199981689453,-25.0100002288818,NA,NA,ESA101440,ESA101440,"Dias, P.","31",Cananéia,NA,NA,NA,"37574",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"320",2020-11-04 11:12:19-03,ESALQ,ESA,"101439",PreservedSpecimen,Plantae,Magnoliophyta,NA,Loranthaceae,Struthanthus,flexicaulis,Struthanthus flexicaulis,NA,NA,"Oriani, A.","676.0","2005","03",NA,Brasil,São Paulo,NA,-47.9199981689453,-25.0100002288818,NA,NA,ESA101439,ESA101439,"Oriani, A. & Carvalho, M.L.S.","29",Cananéia,NA,NA,NA,"37574",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.3600006103516,-24.0900001525879,"321",2020-11-04 11:12:19-03,ESALQ,ESA,"106310",PreservedSpecimen,Plantae,Magnoliophyta,NA,Loranthaceae,Struthanthus,flexicaulis,Struthanthus flexicaulis,NA,NA,"Bazarian, S.V.","133.0","2006","09",NA,Brasil,São Paulo,NA,-48.3600006103516,-24.0900001525879,NA,NA,ESA106310,ESA106310,"Sugiyama, M.","18",Ribeirão Grande,NA,NA,NA,"25028",auto,NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.669444,-24.205555,"331",2020-11-04 11:12:19-03,ESALQ,ESA,"125418",PreservedSpecimen,Plantae,Magnoliophyta,NA,Loranthaceae,Struthanthus,flexicaulis,Struthanthus flexicaulis,NA,NA,"Kuntz, J.","1035.0","2013","04",NA,Brasil,São Paulo,Reserva Particular da Votorantim (CBA). UHE Serraria. Trilha da Igreginha. Floresta Ombrófila Densa.,-47.669444,-24.205555,NA,"Trepadeira com flores esverdeadas, filetes alvos com anteras marrons. Botões verdes.",ESA125418,NA,"Oliveira-Neto, M.A.","02",Juquiá,NA,NA,NA,NA,NA,"-47.669444","-24.205555","2013","05","04",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.939444,-23.825556,"365",2021-03-01 16:33:03-03,UNICAMP,UEC,"168335",S,Plantae,Magnoliopsida,NA,Loranthaceae,Struthanthus,flexicaulis,Struthanthus flexicaulis,(Mart.) Mart.,NA,"Lombardi, JA; Saka, MN; Cavalca, LB","7892","2010","10",NA,Brazil,São Paulo,"Reserva Particular do Patrimônio Natural Paiol Maria, Trilha das Águas.&nf;Trilhas no interior de mata atlântica secundária.",-46.939444,-23.825556,NA,"Arbusto hemiparasita em árvore caída, folhas papiráceas, botões verdes.",UEC035672,UEC035672,"Saka, MN","19",São Lourenço da Serra,"707","743",NA,NA,NA,"-46.939444","-23.825556","2012","01",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.15,-23.516667,"366",2021-03-01 16:33:03-03,UNICAMP,UEC,"186697",S,Plantae,Magnoliopsida,NA,Loranthaceae,Struthanthus,flexicaulis,Struthanthus flexicaulis,(Mart.) Mart.,NA,"Groppo, M","1183","2005","10",NA,Brazil,São Paulo,"Brasil, São Paulo, São Roque. Restaurante Casarão, beira da Rodovia Castelo Branco.",-47.15,-23.516667,NA,"Hemiparasita em <em>Psidium guajava</em> (Myrtaceae). Flores esverdeadas, folhas coriáceas. Em beira de lago artificial, ao sol, ca. 1,7m do solo.",UEC117232,UEC117232,"Groppo, M","08",São Roque,NA,NA,NA,NA,NA,"-47.15","-23.516667","2012","08",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
