X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,decimalLongitude,decimalLatitude,coordinatePrecision,barcode,geoFlag,monthIdentified,locality,occurrenceRemarks,imagecode,class,order,typeStatus,dayIdentified,continentOcean,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.938528,-22.450528,"10",2019-11-13 11:21:18-03,USP,SPF,"170515",PreservedSpecimen,Plantae,NA,Lauraceae,Ocotea,virgultosa,Ocotea virgultosa,(Nees) Mart.,"Assis, LCS","2009","Moraes, PLR","2364","2001","01","23",Brasil,São Paulo,Mogi Mirim,-46.938528,-22.450528,NA,SPF00170515,NA,"10",Bairro Mirante.,NA,NA,NA,NA,NA,NA,NA,"-46.938528","-22.450528",NA,NA,"35",São Paulo,SP,Sudeste
-46.9500007629395,-22.4300003051758,"14",2019-11-13 11:21:18-03,USP,SPF,"162549",PreservedSpecimen,Plantae,NA,Lauraceae,Ocotea,virgultosa,Ocotea virgultosa,(Nees) Mart.,Anônimo,NA,"Toledo, DV",s.n.,"1987","09","29",Brasil,São Paulo,Mogi Mirim,-46.9500007629395,-22.4300003051758,"19575",SPF00162549,auto,NA,Estação Experimental de Mogi Mirim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.938611,-22.451111,"19",2021-03-04 15:44:22-03,IF,SPSF,"28071",PreservedSpecimen,Plantae,Magnoliophyta,Lauraceae,Ocotea,virgultosa,Ocotea virgultosa,(Nees) Mart. ex Mez,L.C.S.Assis,"2009",P.L.R.Moraes,"2178","2000","08","12",Brasil,SP,Mogi Mirim,-46.938611,-22.451111,NA,NA,NA,"10",NA,"COLETA: XLS: SPSFAntigo&nf;Árvore 6m; flores brancas, perfumadas.;",NA,Magnoliopsida,Laurales,NA,"30",América do Sul,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.457222,-22.718056,"20",2021-03-04 15:44:22-03,IF,SPSF,"35279",PreservedSpecimen,Plantae,Magnoliophyta,Lauraceae,Ocotea,virgultosa,Ocotea virgultosa,(Nees) Mart. ex Mez,J. B. Baitello,"2011",F.A.R.D.P.Arzolla,"989","2005","09","07",Brasil,SP,Campos do Jordão,-45.457222,-22.718056,NA,NA,NA,"01",Parque Estadual de Campos do Jordão,"COLETA: XLS: SPSFNovo&nf;Floresta Ombrofila Densa Altomaontana.&nf;Árvore 5m; flores creme-esverdeadas.;",NA,Magnoliopsida,Laurales,NA,"20",América do Sul,NA,NA,"1900","1900","35",São Paulo,SP,Sudeste
-49.141111,-23.846944,"21",2021-03-04 15:44:22-03,IF,SPSF,"40336",PreservedSpecimen,Plantae,Magnoliophyta,Lauraceae,Ocotea,virgultosa,Ocotea virgultosa,(Nees) Mart. ex Mez,J.B.Baitello,"2011",N.M.Ivanaukas & F.M.Souza & G.Durigan & A.C.Dias,"6256",NA,NA,NA,Brasil,SP,Itaberá,-49.141111,-23.846944,NA,NA,NA,"01",Estação Ecológica de Itaberá,"COLETA: Árvore de 8 m. Frutos.; GEOGRAFIA: Floresta Estacional Semidecidual com elementos de floresta ombrofila mista (Araucarias);",NA,Magnoliopsida,Laurales,NA,"20",América do Sul,NA,NA,"660","660","35",São Paulo,SP,Sudeste
-45.475556,-22.736944,"22",2021-03-04 15:44:22-03,IF,SPSF,"45033",PreservedSpecimen,Plantae,Magnoliophyta,Lauraceae,Ocotea,virgultosa,Ocotea virgultosa,(Nees) Mart. ex Mez,J.B.Baitello,"2012",F.A.R.D.P.Arzolla & F.E.S.P.Vilela & J.D.Braz,"1487","2011","08","30",Brasil,SP,Pindamonhangaba,-45.475556,-22.736944,NA,NA,NA,"08",Fazenda São Sebastião do Ribeirão Grande,"COLETA: Floresta Ombrófila Densa Altomontana&nf;Árvore 8m altura, flores;",NA,Magnoliopsida,Laurales,NA,"15",América do Sul,NA,NA,"1660","1660","35",São Paulo,SP,Sudeste
-46.7599983215332,-22.7000007629395,"27",2021-03-04 15:44:22-03,IF,SPSF,"14662",PreservedSpecimen,Plantae,Magnoliophyta,Lauraceae,Ocotea,virgultosa,Ocotea virgultosa,(Nees) Mart. ex Mez,L.C.S.Assis,"2009",D.V.Toledo Filho,NA,"1991","07","09",Brasil,SP,Amparo,-46.7599983215332,-22.7000007629395,"18036",NA,auto,"10",estrada para o Município,"COLETA: XLS: SPSFAntigo&nf;Árvore, flores cor creme.;",NA,Magnoliopsida,Laurales,NA,"30",América do Sul,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.1300010681152,-23.8600006103516,"28",2021-03-04 15:44:22-03,IF,SPSF,"46252",PreservedSpecimen,Plantae,Magnoliophyta,Lauraceae,Ocotea,virgultosa,Ocotea virgultosa,(Nees) Mart. ex Mez,J.B.Baitello,"2012",J.B.Baitello & O.T.Aguiar,"2586","2008","06","24",Brasil,SP,Itaberá,-49.1300010681152,-23.8600006103516,"29370",NA,auto,"12",Estação Ecológica de Itaberá,"COLETA: Arvoreta com 4m, fruto.&nf;N.V.: Canelinha; GEOGRAFIA: Trilha principal da Floresta Estacional Semidecidual.;",NA,Magnoliopsida,Laurales,NA,"03",América do Sul,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.1300010681152,-23.8600006103516,"29",2021-03-04 15:44:22-03,IF,SPSF,"12331",PreservedSpecimen,Plantae,Magnoliophyta,Lauraceae,Ocotea,virgultosa,Ocotea virgultosa,(Nees) Mart. ex Mez,J.B.Baitello,"2011",D.V.Toledo Filho,NA,"1987","09","29",Brasil,SP,Itaberá,-49.1300010681152,-23.8600006103516,"29370",NA,auto,"11",Estação Experimental,"COLETA: XLS: SPSFAntigo&nf;Na mata&nf;Arvoreta 6m; copa ampla, flores creme.;",NA,Magnoliopsida,Laurales,NA,"20",América do Sul,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"30",2021-03-04 15:44:22-03,IF,SPSF,"04652",PreservedSpecimen,Plantae,Magnoliophyta,Lauraceae,Ocotea,virgultosa,Ocotea virgultosa,(Nees) Mart. ex Mez,L.C.S.Assis,"2009",O.Vecchi,"56",NA,NA,NA,Brasil,SP,São Paulo,-46.6300010681152,-23.5400009155273,"53584",NA,auto,"10",NA,"COLETA: XLS: SPSFAntigo;",NA,Magnoliopsida,Laurales,NA,"30",América do Sul,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
