X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,verbatimLongitude,verbatimLatitude,yearIdentified,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,fieldNumber,individualCount,class,relatedCatalogItem,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.084167,-23.365556,"18",2019-08-20 10:20:32-03,UNICAMP,UEC,"168525",S,Plantae,Magnoliopsida,NA,Menispermaceae,Chondrodendron,platiphyllum,Chondrodendron platiphyllum,(A.St.-Hil.) Miers,"Melis, J van","Melis, J van","486",NA,NA,NA,NA,Brazil,São Paulo,Ubatuba,"Fazenda Capricórnio, Parcela J, Subparcela 82.",-45.084167,-23.365556,"358","395",NA,NA,UEC035295,UEC035295,"-45.084167","-23.365556","2008","01",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.966667,-23.35,"19",2021-03-01 16:35:41-03,UNICAMP,UEC,"67832",S,Plantae,Magnoliopsida,NA,Menispermaceae,Chondrodendron,platiphyllum,Chondrodendron platiphyllum,(A.St.-Hil.) Miers,"Costa, FN","Kim, AC; et al.","30049","1993","11","11",NA,Brazil,São Paulo,Ubatuba,"Praia de Puruba, planície.",-44.966667,-23.35,NA,NA,NA,Liana. Flores amarelo-claro e pétalas c/ extremidades superiores vermelhas. Bira da Estrada.,NA,NA,"-44.966667","-23.35","1998","04","01",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
