X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,coordinatePrecision,occurrenceRemarks,barcode,imagecode,geoFlag,identifiedBy,yearIdentified,minimumElevationInMeters,maximumElevationInMeters,continentOcean,phylum,verbatimLongitude,verbatimLatitude,individualCount,typeStatus,infraspecificEpithet,class,order,monthIdentified,dayIdentified,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-44.9599990844727,-23.0699996948242,"3",2020-12-21 16:40:13-03,MBM,MBM,"194587",PreservedSpecimen,Plantae,Poaceae,Chusquea,tenuiglumis,Chusquea tenuiglumis,Döll,"Clark, L.G.; et al.; et al.","1058",NA,NA,NA,Brazil,São Paulo,Cunha,"Rodovia para Campos Novos, 12km",-44.9599990844727,-23.0699996948242,"38855",NA,MBM194587,MBM194587,auto,"Clark, L.G.",NA,NA,NA,Southern America,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.965556,-23.208889,"6",2020-12-11 11:45:03-03,UFMG,BHCB,"115544",PreservedSpecimen,Plantae,Poaceae,Chusquea,tenuiglumis,Chusquea tenuiglumis,Döll,"Viana, PL; Stehmann, JR; Zamberlan, PM","3164","2007","10","23",Brasil,São Paulo,Jundiaí,"Serra do Japi, Entrada DAE",-46.965556,-23.208889,NA,"Colmos escandentes revestidos por bainhas de folhas do colmo. Lâminas precocemente caducas.; Beira de riacho",BHCB045929,NA,NA,NA,"2018",NA,NA,Southern America,Monocotyledon,"-46.965556","-23.208889",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.3199996948242,-22.6800003051758,"11",2020-12-11 11:45:03-03,UFMG,BHCB,"131201",PreservedSpecimen,Plantae,Poaceae,Chusquea,tenuiglumis,Chusquea tenuiglumis,Döll,"Viana, PL; Mota, NFO; Giacomin, LL","4188","2009","04","08",Brasil,São Paulo,Bananal,Estação Biológica de Bananal,-44.3199996948242,-22.6800003051758,"26795","Colmos arqueados, abundante; Em beira de riacho",BHCB045928,NA,auto,NA,"2018",NA,NA,Southern America,Monocotyledon,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.8666667,-23.0333333,"16",2018-08-21 09:09:00-03,MO,MOBOT,"101064212",PreservedSpecimen,Plantae,Poaceae,Chusquea,tenuiglumis,Chusquea tenuiglumis,Döll,Lynn G. Clark|Paulo G. Windisch,Clark 1058,"1992","3","3",Brazil,São Paulo,Cunha,"Road Cunha to Campos da Cunha (Campos Novos), about 12 km from Cunha.",-44.8666667,-23.0333333,NA,NA,NA,NA,NA,L.G. Clark (ISC),NA,"960.00000000",NA,South America,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.9599990844727,-23.0699996948242,"23",2020-08-01 18:19:29-03,UNESP-IBILCE,SJRP,"06039",PreservedSpecimen,Plantae,Poaceae,Chusquea,tenuiglumis,Chusquea tenuiglumis,Doell,L. Clark,NA,NA,NA,NA,Brasil,São Paulo,Cunha,12 km from Cunha,-44.9599990844727,-23.0699996948242,"38855","In a disturbed forest remnant, on ...;",NA,NA,auto,NA,NA,NA,NA,América do Sul,Tracheophyta,NA,NA,NA,NA,NA,Liliopsida,Poales,NA,NA,"35",São Paulo,SP,Sudeste
-45.676389,-23.555833,"39",2020-03-13 15:43:49-03,UEFS,HUEFS,"232989",PreservedSpecimen,Plantae,Poaceae,Chusquea,tenuiglumis,Chusquea tenuiglumis,Döll,"Mota, A.C.",312A,"2009","09","29",Brasil,Rio de Janeiro,Salesopolis,Rodovia de Salesopolis p/ Biritiba-mirim.,-45.676389,-23.555833,NA,NA,HUEFS0232989,NA,NA,NA,NA,"1024","1024",NA,Angiospermae,45W40'35'',23S33'21'',NA,NA,NA,Lilianae,Poales,NA,NA,"35",São Paulo,SP,Sudeste
-45.676389,-23.555833,"40",2020-03-13 15:43:49-03,UEFS,HUEFS,"232990",PreservedSpecimen,Plantae,Poaceae,Chusquea,tenuiglumis,Chusquea tenuiglumis,Döll,"Mota, A.C.",312A,"2009","09","29",Brasil,Rio de Janeiro,Salesópolis,Rodovia de Salesopolis p/ Biritiba-mirim.,-45.676389,-23.555833,NA,NA,HUEFS0232990,NA,NA,NA,NA,"1024","1024",NA,Angiospermae,45W40'35'',23S33'21'',NA,NA,NA,Lilianae,Poales,NA,NA,"35",São Paulo,SP,Sudeste
-44.866667,-23.033333,"43",2019-10-07 09:21:48-03,UEFS,HUEFS,"158900",PreservedSpecimen,Plantae,Poaceae,Chusquea,tenuiglumis,Chusquea tenuiglumis,Döll,"Clark, L.G.","1058","1992","03","03",Brasil,São Paulo,Cunha,"Road Cunha to Campos da Cunha(Campos Novos), about 12Km from Cunha.",-44.866667,-23.033333,NA,NA,HUEFS0158900,HUEFS0158900,NA,NA,NA,"960","960",NA,Angiospermae,44W52',23S2',NA,NA,NA,Lilianae,Poales,NA,NA,"35",São Paulo,SP,Sudeste
-49.3699989318848,-20.8199996948242,"46",2020-08-20 14:59:37-03,UFSC,FLOR,"64016",PreservedSpecimen,Plantae,Poaceae,Chusquea,tenuiglumis,Chusquea tenuiglumis,Döll,"Romaniuo Neto , S.; Godoi, J.G.; Pereira, D.F.; Lohmann, C.E.O.","1358","1992","07","22",Brasil,São Paulo,São José do Rio Preto,"Fazenda Tubaga, Margem do Rio Pardo.",-49.3699989318848,-20.8199996948242,"20305",Inflorescências verdes,FLOR0064016,FLOR0064016,auto,"Shirasuna, R.T.","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poales,"02",NA,"35",São Paulo,SP,Sudeste
-44.866667,-23.033333,"54",2019-11-21 10:15:09-03,IBt,SP,"373320",S,Plantae,Poaceae,Chusquea,tenuiglumis,Chusquea tenuiglumis,Döll,"Clark, L; Windisch, P","1058","1992","03","03",Brasil,São Paulo,Cunha,"Road Cunha to Campos da Cunha (Campos Novos), about 12 km from Cunha",-44.866667,-23.033333,NA,NA,SP042509,SP042509,NA,NA,NA,"960","960",NA,NA,"-44.866667","-23.033333",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.8800010681152,-21.5900001525879,"57",2019-11-21 10:15:09-03,IBt,SP,"254001",S,Plantae,Poaceae,Chusquea,tenuiglumis,Chusquea tenuiglumis,Döll,"Romaniuc Neto, S; Godoi, JV; Pereira, DF; Lohmann, CEO","1328","1992","07","22",Brasil,São Paulo,São José do Rio Pardo,"Fazenda Tubaga, Margem do Rio Pardo",-46.8800010681152,-21.5900001525879,"15885",NA,SP042508,SP042508,auto,"Shirasuna, RT","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02",NA,"35",São Paulo,SP,Sudeste
