X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,identifiedBy,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,coordinatePrecision,geoFlag,class,typeStatus,fieldNumber,individualCount,relatedCatalogItem,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.63,-23.5403,"9",2021-03-15 16:37:00-03,NY,NYBG,"805287",PreservedSpecimen,Plantae,Magnoliophyta,Asterales,Asteraceae,Lessingianthus,zuccarinianus,Lessingianthus zuccarinianus,(Mart. ex DC.) H.Rob.,S. Panizza,s.n.,"1973","04","04",South America,Brazil,São Paulo,Sao Paulo,Via Anhanguera km 257,-46.63,-23.5403,NA,NA,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=799905' target='other'> <mi>dwc_moreinfo</mi></a>,NY00805287,NY00805287_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.7200012207031,-23.3199996948242,"20",2020-01-20 14:40:18-03,UPM,MACK,"3069",PreservedSpecimen,Plantae,NA,NA,Asteraceae,Lessingianthus,zuccarinianus,Lessingianthus zuccarinianus,(Mart. ex DC.) H.Rob.,L. O. Andrade,"28","2016","10","08",NA,Brasil,SP,Franco da Rocha,Parque Estadual do Juquery,-46.7200012207031,-23.3199996948242,NA,NA,NA,NA,NA,NA,NA,"2016",NA,NA,NA,NA,"12135",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.419444,-20.197222,"38",2021-03-01 16:26:12-03,UNICAMP,UEC,"198359",S,Plantae,Magnoliopsida,NA,Asteraceae,Vernonia,zuccariniana,Vernonia zuccariniana,Mart. ex A.DC.,"Sasaki, D; Junqueira, AB","510","2003","05","24",NA,Brazil,São Paulo,Pedregulho,Pq. Estadual das Furnas do Bom Jesus.,-47.419444,-20.197222,"900","900",NA,"Subarbusto até 1m de altura. Flores discolores, mais claras na face abaixal. Flores lilases esbranquiçadas. Algumas flores passadas.; Cerrado em encosta próxima ao encontro dos córregos Pedregulho e Bom Jesus. Solo arenoso-pedregoso co",UEC026140,UEC026140,"Monge, M","2015","12",NA,"-47.419444","-20.197222",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9421997070312,-22.372200012207,"44",2021-03-01 16:26:12-03,UNICAMP,UEC,"133233",S,Plantae,Magnoliopsida,NA,Asteraceae,Vernonia,zuccariniana,Vernonia zuccariniana,Mart. ex A.DC.,"Sugiyama, M; Mantovani, W","151","1981","04","27",NA,Brazil,São Paulo,Mogi Guaçu,"Martilho Prado; Reserva Biológica da Fazenda Campininha.",-46.9421997070312,-22.372200012207,NA,NA,NA,"Subarbusto, 1m alt. Pétalas liláses. Xilopódio.",UEC136564,UEC136564,"Mantovani, W","1981","10",NA,NA,NA,"39309",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9421997070312,-22.372200012207,"45",2021-03-01 16:26:12-03,UNICAMP,UEC,"133234",S,Plantae,Magnoliopsida,NA,Asteraceae,Vernonia,zuccariniana,Vernonia zuccariniana,Mart. ex A.DC.,"Mantovani, W","470","1980","04","07",NA,Brazil,São Paulo,Mogi Guaçu,"Pádua Sales, Reserva Biológica da Fazenda Campinha.",-46.9421997070312,-22.372200012207,NA,NA,NA,"herbácea. 0,5m. flores liláses. presença de xilopódio.",UEC136561,UEC136561,"Leitão Filho, HF","1982","04","14",NA,NA,"39309",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"46",2020-02-10 17:51:15-03,UNICAMP,UEC,"88784",S,Plantae,Magnoliopsida,NA,Asteraceae,Vernonia,zuccariniana,Vernonia zuccariniana,Mart. ex A.DC.,"Panizza, S",s.n.,"1973","04","04",NA,Brazil,São Paulo,São Paulo,"Via Anhanguera; Km 257.",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,UEC136565,UEC136565,"Garcia, RJF","1984",NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4700012207031,-20.25,"124",2021-03-04 15:42:34-03,IF,SPSF,"21810",PreservedSpecimen,Plantae,Magnoliophyta,Asterales,Asteraceae,Lessingianthus,zuccarinianus,Lessingianthus zuccarinianus,(Mart. ex DC.) H.Rob.,E.E.Macedo,NA,"1995","07","25",América do Sul,Brasil,SP,Pedregulho,Parque Estadual das Furnas do Bom Jesus,-47.4700012207031,-20.25,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,NA,NA,NA,"27552",auto,Magnoliopsida,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
