X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,recordedBy,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,coordinatePrecision,individualCount,occurrenceRemarks,geoFlag,recordNumber,continentOcean,minimumElevationInMeters,maximumElevationInMeters,preparationType,barcode,imagecode,dayIdentified,verbatimLongitude,verbatimLatitude,class,fieldNumber,typeStatus,relatedCatalogItem,infraspecificEpithet,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-48.505278,-22.905833,"21",2021-02-08 11:10:01-03,UNESP-IBB,BOTU,"32867",PreservedSpecimen,Plantae,NA,NA,Rubiaceae,Carapichea,ipecacuanha,Carapichea ipecacuanha,(Brot.) L.Andersson,"Cassola, H.","2017","03","Paciello, G.","2017","02","08",Brasil,São Paulo,Botucatu,Distrito Rubião Júnior,-48.505278,-22.905833,NA,NA,NA,NA,NA,NA,NA,NA,NA,BOTU032867,NA,"07",48°30'19w,22°54'21s,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.1500015258789,-22.7600002288818,"76",2021-03-01 16:39:05-03,UNICAMP,UEC,"188607",S,Plantae,Magnoliopsida,NA,Rubiaceae,Cephaelis,ipecacuanha,Cephaelis ipecacuanha,A.Rich.,NA,NA,NA,"Santos, H","2012","05","24",Brazil,São Paulo,Paulínia,"CPMA, CPQBA, Betel.",-47.1500015258789,-22.7600002288818,"11851",NA,"Herbácea, 1 m de alt, folhas simples e opostas, flor de cor branca.",auto,49/2012,NA,NA,NA,NA,UEC101651,UEC101651,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
