X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,class,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,year,month,day,continentOcean,country,stateProvince,locality,relatedCatalogItem,occurrenceRemarks,barcode,imagecode,phylum,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,yearIdentified,monthIdentified,recordNumber,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,dayIdentified,typeStatus,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.883333,-23.183333,"3",2016-07-05 11:14:18-03,FFCLRP,LBMBP,"679",S,Plantae,NA,NA,Orchidaceae,Gomesa,handroi,Gomesa handroi,(Hoehne) Pabst,E.R. Pansarin,E.R. Pansarin,NA,NA,NA,NA,Brasil,São Paulo,NA,NA,NA,NA,NA,NA,Jundiaí,-46.883333,-23.183333,46°53'W,23°11'S,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.133333,-23.316667,"4",2021-03-01 16:20:10-03,UNICAMP,UEC,"206504",S,Plantae,NA,NA,Orchidaceae,Gomesa,jucunda,Gomesa jucunda,(Rchb.f.) M.W.Chase & N.H.Williams,"Nunes, CEP","Nunes, CEP","2013","08","15",NA,Brazil,São Paulo,"Trilha do Ipiranga, Núcleo Santa Virgínia, Parque Estadual da Serra do Mar",NA,"Erva epífita.; Floresta Ombrófila Densa Sub-Montana.",UEC091667,UEC091667,Liliopsida,São Luiz do Paraitinga,-45.133333,-23.316667,"-45.133333","-23.316667","2018","06",2013/62,"80","1200",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"5",2019-08-20 10:00:46-03,UNICAMP,UEC,"161345",S,Plantae,NA,NA,Orchidaceae,Gomesa,jucunda,Gomesa jucunda,(Rchb.f.) M.W.Chase & N.H.Williams,"Meneguzzo, TEC","Sazima, I; Sazima, M","1978","06","30",NA,Brazil,São Paulo,Cachoeira do Ipiranguinha,NA,NA,UEC017504,UEC017504,Liliopsida,Ubatuba,-45.0699996948242,-23.4300003051758,NA,NA,"2015",NA,"8162",NA,NA,"34265",auto,NA,NA,"35",São Paulo,SP,Sudeste
-44.9599990844727,-23.0699996948242,"19",2020-06-15 15:31:06-03,UNESP-RC,HRCB,"70381",PreservedSpecimen,Plantae,NA,NA,Orchidaceae,Gomesa,jucunda,Gomesa jucunda,(Rchb.f.) M.W.Chase & N.H.Williams,"Kamimura, V. de A.",Grupo vermelho_2017,NA,NA,NA,NA,Brasil,São Paulo,Parque Estadual da Serra do Mar- Núcleo Cunha,NA,NA,NA,NA,NA,Cunha,-44.9599990844727,-23.0699996948242,45.0214° W,23.2357° S,NA,NA,NA,NA,NA,"38855",auto,NA,NA,"35",São Paulo,SP,Sudeste
-45.8400001525879,-23.5300006866455,"21",2021-03-04 15:42:07-03,IF,SPSF,"10939",PreservedSpecimen,Plantae,Liliopsida,Orchidales,Orchidaceae,Rodrigueziella,handroi,Rodrigueziella handroi,NA,NA,A.Custodio Filho,"1986","10","18",América do Sul,Brasil,SP,"Casa Grande, E.B.Boraceia",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,Magnoliophyta,Salesópolis,-45.8400001525879,-23.5300006866455,NA,NA,NA,NA,"2780",NA,NA,"18032",auto,NA,NA,"35",São Paulo,SP,Sudeste
-45.8400001525879,-23.5300006866455,"22",2021-03-04 15:42:07-03,IF,SPSF,"12530",PreservedSpecimen,Plantae,Liliopsida,Orchidales,Orchidaceae,Rodrigueziella,handroi,Rodrigueziella handroi,NA,NA,G.A.D.C. Franco & A.Custodio Filho,"1988","09","28",América do Sul,Brasil,SP,"Reserva Florestal, Guaratuba",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,Magnoliophyta,Salesópolis,-45.8400001525879,-23.5300006866455,NA,NA,NA,NA,"719",NA,NA,"18032",auto,NA,NA,"35",São Paulo,SP,Sudeste
-46.5299987792969,-23.6599998474121,"26",2019-11-21 10:13:19-03,IBt,SP,"29488",S,Plantae,NA,NA,Orchidaceae,Gomesa,handroi,Gomesa handroi,(Hoehne) Pabst,"Barros, F","Edwall, G","1898","07",NA,NA,Brasil,São Paulo,"Alto da Serra, mata virgem.",NA,NA,SP009667,SP009667,NA,Santo André,-46.5299987792969,-23.6599998474121,NA,NA,"1980","05",CGG4036,NA,NA,"27258",auto,"23",NA,"35",São Paulo,SP,Sudeste
-44.3199996948242,-22.6800003051758,"27",2019-11-21 10:13:20-03,IBt,SP,"291297",S,Plantae,NA,NA,Orchidaceae,Gomesa,jucunda,Gomesa jucunda,(Rchb.f.) M.W.Chase & N.H.Williams,"Meneguzzo, TEC","Catharino, ELM; et al.","1994","09","27",NA,Brasil,São Paulo,"Serra da Bocaina, Estrada para Madeirite",NA,NA,NA,NA,NA,Bananal,-44.3199996948242,-22.6800003051758,NA,NA,"2017",NA,"2059",NA,NA,"26795",auto,NA,NA,"35",São Paulo,SP,Sudeste
-46.0299987792969,-23.5699996948242,"28",2019-11-21 10:13:20-03,IBt,SP,"192330",S,Plantae,NA,NA,Orchidaceae,Gomesa,jucunda,Gomesa jucunda,(Rchb.f.) M.W.Chase & N.H.Williams,"Meneguzzo, TEC","Custodio Filho, A","1983","09","16",NA,Brasil,São Paulo,Estação Biológica de Boracéia,NA,NA,NA,NA,NA,Biritiba-Mirim,-46.0299987792969,-23.5699996948242,NA,NA,"2017",NA,"1529",NA,NA,"19656",auto,NA,NA,"35",São Paulo,SP,Sudeste
-46.0299987792969,-23.5699996948242,"29",2019-11-21 10:13:20-03,IBt,SP,"193336",S,Plantae,NA,NA,Orchidaceae,Gomesa,jucunda,Gomesa jucunda,(Rchb.f.) M.W.Chase & N.H.Williams,"Meneguzzo, TEC","Custodio Filho, A","1983","09","16",NA,Brasil,São Paulo,Estação Biológica de Boracéia,NA,NA,NA,NA,NA,Biritiba-Mirim,-46.0299987792969,-23.5699996948242,NA,NA,"2017",NA,"1520",NA,NA,"19656",auto,NA,NA,"35",São Paulo,SP,Sudeste
