X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,year,month,day,country,stateProvince,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,occurrenceRemarks,barcode,imagecode,locality,coordinatePrecision,geoFlag,phylum,order,individualCount,infraspecificEpithet,recordNumber,continentOcean,preparationType,class,minimumElevationInMeters,maximumElevationInMeters,fieldNumber,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.0699996948242,-23.4300003051758,"94",2020-06-17 15:25:21-03,UNESP-RC,HRCB,"11030",PreservedSpecimen,Plantae,Orchidaceae,Cattleya,intermedia,Cattleya intermedia,Graham ,J. E. L. S. Ribeiro,NA,NA,NA,"Ribeiro, J. E. L. S.",NA,NA,NA,Brasil,São Paulo,Ubatuba,-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,NA,Picinguaba,"34265",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.138599395752,-23.8544006347656,"111",2019-11-13 16:04:56-03,UNISANTA,HUSC,"4269",PreservedSpecimen,Plantae,Orchidaceae,Cattleya,intermedia,Cattleya intermedia,Grah.,NA,NA,NA,NA,"Sampaio, P.S.P.; Martins, S.E.; Silva, I.B.","2001","10","30",Brasil,São Paulo,Bertioga,-46.138599395752,-23.8544006347656,NA,NA,"Epífita, tépalas roxo-claro e labelo com ápice roxo, mais escuro que as tépalas.; Resinga úmida",NA,NA,"Itaguaré. Trilha que sai da rodovia Rio-Santos em direção a serra, mais ou menos 200m da ponte do Rio Itaguaré","37616",auto,Magnoliophyta,NA,NA,NA,"557",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.138599395752,-23.8544006347656,"112",2019-11-13 16:04:56-03,UNISANTA,HUSC,"2165",PreservedSpecimen,Plantae,Orchidaceae,Cattleya,intermedia,Cattleya intermedia,Grah.,"Barros, F.","2004","01",NA,"Sampaio, P.S.P.; Rossi, L.","1999","10","21",Brasil,São Paulo,Bertioga,-46.138599395752,-23.8544006347656,NA,NA,"Epífita, tépalas externas lilás pintalgadas de púrpura, labelo lilás com lobo central púrpura, coluna lilás; Floresta de restinga baixa secundária",NA,NA,Praia do Itaguaré. Cond. Barma Empreendimentos Imobiliários,"37616",auto,Magnoliophyta,NA,NA,NA,"354",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.3300018310547,-23.9599990844727,"113",2019-11-13 16:04:56-03,UNISANTA,HUSC,"3634",PreservedSpecimen,Plantae,Orchidaceae,Cattleya,intermedia,Cattleya intermedia,Grah.,"Kayasima, M.","2006","12",NA,"Boldin, A.H.L.; et al.","2008","03",NA,Brasil,São Paulo,Santos,-46.3300018310547,-23.9599990844727,NA,NA,"Planta epífita crescendo sobre árvore.; Floresta baixa de restinga",NA,NA,Sítio Sandi,"26836",auto,Magnoliophyta,NA,NA,NA,"337",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.416667,-23.883333,"160",2017-09-11 17:11:32-03,UnB,HBVIRTFLBRAS,NA,O,Plantae,Orchidaceae,Cattleya,intermedia,Cattleya intermedia,Graham,NA,NA,NA,NA,"Burchell, WJ","1826","09","24",Brazil,São Paulo,Cubatão,-46.416667,-23.883333,"-46.416667","-23.883333",NA,NA,P03P5N0051,"IBB/Cubatão, SP, swampy level ground westward of Santos towards Cubatão",NA,NA,NA,NA,NA,NA,"3126",Southern America,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.33,-23.96,"161",2017-09-11 17:11:32-03,UnB,HBVIRTFLBRAS,NA,O,Plantae,Orchidaceae,Cattleya,intermedia,Cattleya intermedia,Graham,NA,NA,NA,NA,"Burchell, WJ",NA,NA,NA,Brazil,São Paulo,Santos,-46.33,-23.96,NA,NA,NA,NA,P03P5N0051,in arboribus prope Santos,"26836",auto,NA,NA,NA,NA,"3126",Southern America,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.4199981689453,-23.8899993896484,"209",2019-11-21 10:12:59-03,IBt,SP,"3448",S,Plantae,Orchidaceae,Cattleya,intermedia,Cattleya intermedia,Graham,"Hoehne, FC",NA,NA,NA,"Hoehne, FC","1919","09","26",Brasil,São Paulo,Cubatão,-46.4199981689453,-23.8899993896484,NA,NA,NA,NA,NA,Raiz da Serra,"15123",auto,NA,NA,NA,NA,s.n.,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"210",2019-11-21 10:12:59-03,IBt,SP,"252811",S,Plantae,Orchidaceae,Cattleya,intermedia,Cattleya intermedia,Graham,"Catharino, ELM",NA,NA,NA,"Rossi, L; et al.","1991","10","12",Brasil,São Paulo,Iguape,-47.5499992370605,-24.7000007629395,NA,NA,"Próxima ao solo, na base de um arbusto, tépalas externas lilás claro, labelo violáceo, políneas alvas",NA,NA,"Estação Ecológica Juréia-Itatins, Alto do maciço, próximo ao alojamento, mata arbustiva baixa","55628",auto,NA,NA,NA,NA,"932",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.3300018310547,-23.9599990844727,"211",2019-11-21 10:12:59-03,IBt,SP,"8032",S,Plantae,Orchidaceae,Cattleya,intermedia,Cattleya intermedia,Graham,"Hoehne, FC",NA,NA,NA,"Hoehne, FC","1922","10","05",Brasil,São Paulo,Santos,-46.3300018310547,-23.9599990844727,NA,NA,NA,NA,NA,NA,"26836",auto,NA,NA,NA,NA,s.n.,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.3300018310547,-23.9599990844727,"212",2019-11-21 10:12:59-03,IBt,SP,"8146",S,Plantae,Orchidaceae,Cattleya,intermedia,Cattleya intermedia,Graham,"Hoehne, FC",NA,NA,NA,"Gehrt, A","1922","05","15",Brasil,São Paulo,Santos,-46.3300018310547,-23.9599990844727,NA,NA,NA,NA,NA,Ilha da Queimada Grande,"26836",auto,NA,NA,NA,NA,s.n.,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"213",2019-11-21 10:12:59-03,IBt,SP,"118035",S,Plantae,Orchidaceae,Cattleya,intermedia,Cattleya intermedia,Graham,"Bicalho, HD","1972","08","26","Pires, AS",NA,NA,NA,Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,s.n.,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"214",2019-11-21 10:12:59-03,IBt,SP,"46370",S,Plantae,Orchidaceae,Cattleya,intermedia,Cattleya intermedia,Graham,NA,NA,NA,NA,"Edwall, G","1896","09","16",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,"Epifita, 2-fol.",SP009494,SP009494,Em cultivo da commissão (do litoral).,"53584",auto,NA,NA,NA,NA,CGG3359,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.4099998474121,-23.7600002288818,"215",2019-11-21 10:12:59-03,IBt,SP,"118036",S,Plantae,Orchidaceae,Cattleya,intermedia,Cattleya intermedia,Graham,"Bicalho, HD","1972","08","26","Brolio, P",NA,NA,NA,Brasil,São Paulo,São Sebastião,-45.4099998474121,-23.7600002288818,NA,NA,NA,NA,NA,Praia da Baleia,"41977",auto,NA,NA,NA,NA,s.n.,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.4099998474121,-23.7600002288818,"216",2019-11-21 10:12:59-03,IBt,SP,"118033",S,Plantae,Orchidaceae,Cattleya,intermedia,Cattleya intermedia,Graham,"Bicalho, HD","1972","08","26","Brolio, P",NA,NA,NA,Brasil,São Paulo,São Sebastião,-45.4099998474121,-23.7600002288818,NA,NA,NA,NA,NA,Praia da Juréia,"41977",auto,NA,NA,NA,NA,s.n.,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
