X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,year,month,day,country,stateProvince,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,occurrenceRemarks,barcode,imagecode,locality,coordinatePrecision,geoFlag,phylum,order,individualCount,infraspecificEpithet,recordNumber,continentOcean,preparationType,class,minimumElevationInMeters,maximumElevationInMeters,fieldNumber,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.99,-24.32,"14",2021-03-15 16:37:00-03,NY,NYBG,"414820",PreservedSpecimen,Plantae,Orchidaceae,Cattleya,intermedia,Cattleya intermedia macrochila,Barb.Rodr.,F. C. Hoehne,NA,NA,NA,A. Gehrt,"1922","05","15",Brazil,São Paulo,Peruíbe,-46.99,-24.32,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=240732' target='other'> <mi>dwc_moreinfo</mi></a>,NY00414820,NY00414820_01,Ilha Q. Grande [Ilha Queimada Grande],NA,NA,Magnoliophyta,Asparagales,NA,macrochila,"8146",South America,sheet,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.99,-24.32,"17",2021-03-15 16:37:00-03,NY,NYBG,"414820",PreservedSpecimen,Plantae,Orchidaceae,Cattleya,intermedia,Cattleya intermedia macrochila,Barb.Rodr.,F. C. Hoehne,NA,NA,NA,A. Gehrt,"1922","05","15",Brazil,São Paulo,Peruíbe,-46.99,-24.32,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=240732' target='other'> <mi>dwc_moreinfo</mi></a>,NY00414820,NY00414820_01,Ilha Q. Grande [Ilha Queimada Grande],NA,NA,Magnoliophyta,Asparagales,NA,macrochila,"8146",South America,sheet,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9900016784668,-24.3199996948242,"19",2020-11-04 12:17:29-03,ESALQ,ESA,"11484",PreservedSpecimen,Plantae,Orchidaceae,Cattleya,intermedia,Cattleya intermedia,Grah.,"van den Berg, C.",NA,NA,NA,"Souza, V.C. ; Abbud, V.","1988","10","10",Brasil,São Paulo,Peruíbe,-46.9900016784668,-24.3199996948242,NA,NA,NA,ESA011484,NA,NA,"21922",auto,Magnoliophyta,NA,NA,NA,"220.0",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9900016784668,-24.3199996948242,"20",2020-11-04 12:17:29-03,ESALQ,ESA,"11486",PreservedSpecimen,Plantae,Orchidaceae,Cattleya,intermedia,Cattleya intermedia,Grah.,"van den Berg, C.",NA,NA,NA,"Souza, V.C. ; Abbud, V.","1988","10","10",Brasil,São Paulo,Peruíbe,-46.9900016784668,-24.3199996948242,NA,NA,NA,ESA011486,NA,NA,"21922",auto,Magnoliophyta,NA,NA,NA,"261.0",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"22",2020-11-04 12:17:29-03,ESALQ,ESA,"27761",PreservedSpecimen,Plantae,Orchidaceae,Cattleya,intermedia,Cattleya intermedia,NA,NA,NA,NA,NA,"Gatti, L.L. ; Marques, R.C.","1995","11","08",Brasil,São Paulo,Piracicaba,-47.6399993896484,-22.7199993133545,NA,NA,NA,ESA027761,NA,NA,"44778",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.883333,-23.183333,"67",2016-09-01 11:57:59-03,FFCLRP,LBMBP,"75",S,Plantae,Orchidaceae,Cattleya,intermedia,Cattleya intermedia,Graham ex Hook,E.R. Pansarin,NA,NA,NA,E.R. Pansarin,NA,NA,NA,Brasil,São Paulo,Jundiaí,-46.883333,-23.183333,46°53'W,23°11'S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"71",2019-08-20 10:00:37-03,UNICAMP,UEC,"138970",S,Plantae,Orchidaceae,Cattleya,intermedia,Cattleya intermedia,R.Graham,"Singer, RB",NA,NA,NA,"Singer, RB","1998","10","18",Brazil,São Paulo,Ubatuba,-45.0699996948242,-23.4300003051758,NA,NA,NA,UEC064611,UEC064611,"Parque Estadual da Serra do Mar, Núcleo Picinguaba.","34265",auto,Liliopsida,NA,NA,NA,98/100,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"91",2020-08-01 18:19:14-03,UNESP-IBILCE,SJRP,"22168",PreservedSpecimen,Plantae,Orchidaceae,Cattleya,intermedia,Cattleya intermedia,Grah.,Eric de Camargo Smidt,NA,NA,NA,Eric de Camargo Smidt,NA,NA,NA,Brasil,São Paulo,Ubatuba,-45.0699996948242,-23.4300003051758,NA,NA,"Epífita de flores róseas com labelo mais escuro;",NA,NA,Ilha Anchieta,"34265",auto,Tracheophyta,Asparagales,NA,NA,NA,América do Sul,NA,Liliopsida,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"92",2020-06-17 15:25:21-03,UNESP-RC,HRCB,"9496",PreservedSpecimen,Plantae,Orchidaceae,Cattleya,intermedia,Cattleya intermedia,Graham ,J. E. L. S. Ribeiro,NA,NA,NA,"Cunha, N. M. L.",NA,NA,NA,Brasil,São Paulo,Ubatuba,-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,NA,Picinguaba,"34265",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"93",2020-06-17 15:25:21-03,UNESP-RC,HRCB,"13148",PreservedSpecimen,Plantae,Orchidaceae,Cattleya,intermedia,Cattleya intermedia,Graham ,J. E. L. S. Ribeiro,NA,NA,NA,"Romero, R.",NA,NA,NA,Brasil,São Paulo,Ubatuba,-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,NA,Picinguaba,"34265",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
