X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,occurrenceRemarks,barcode,imagecode,phylum,order,typeStatus,continentOcean,minimumElevationInMeters,maximumElevationInMeters,preparationType,yearIdentified,monthIdentified,dayIdentified,class,coordinatePrecision,geoFlag,fieldNumber,individualCount,infraspecificEpithet,previousCatalogNumber,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.013889,-23.229167,"159",2021-03-04 15:45:30-03,IF,SPSF,"51184",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,L. Meireles,A. Maruyama & L. Cicco,"550","2016","09","07",Brasil,SP,Cunha,NA,-45.013889,-23.229167,NA,NA,"COLETA: Árvore ca. 5,3 m alt. Flores maturas, com sépalas e bractéolas com indumentos de coloração ferrugínea.; GEOGRAFIA: Campo Antrópico;",NA,NA,Magnoliophyta,Myrtales,NA,América do Sul,"1046","1046",NA,"2016","09","14",Magnoliopsida,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.453056,-22.6825,"160",2021-03-04 15:45:30-03,IF,SPSF,"52027",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,A.Maruyama,M.G.K. Cornia & N.M.Ivanauskas & R.Esteves,"486","2015","09","12",Brasil,SP,Campos do Jordão,P.E. de Campos do Jordão,-45.453056,-22.6825,NA,NA,"COLETA: Árvore 5,5m de altura. Indivíduo 70 da fitissociologia. Material infértil.; GEOGRAFIA: Trilha do córrego Galharada.Parcela da fitossociologia, Floresta Ombrófila Mista, (WGS84, Zona 23K).;",NA,NA,Magnoliophyta,Myrtales,NA,América do Sul,"1467","1467",NA,"2016","06","10",Magnoliopsida,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.014444,-23.229722,"162",2021-03-04 15:45:30-03,IF,SPSF,"52623",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,A.Maruyama,A.Maruyama & L.Cicco,"1007","2018","02","11",Brasil,SP,Cunha,NA,-45.014444,-23.229722,NA,NA,"COLETA: Árvore com aprox. 5m de altura. Frutos maduros amarronzados.; GEOGRAFIA: Floresta Ombrófila Densa. Sítio Vivenda das Meninas, próximo à estrada do Paraibuna. Zona de amortecimento do PESM - Núcleo Cunha.;",NA,NA,Magnoliophyta,Myrtales,NA,América do Sul,"1120","1120",NA,"2018","02","11",Magnoliopsida,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"163",2021-03-04 15:45:30-03,IF,SPSF,"09462",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) De Legrand & Kausel,L. Meireles,M.J.Robim,"310","1985","10","01",Brasil,SP,Campos do Jordão,Parque Estadual-pinheiro chato,-45.5900001525879,-22.7299995422363,NA,NA,"COLETA: Árvore com cerca de 9m de altura; flores alvas (final de floração).; GEOGRAFIA: Região do Pinheiro- Chato;",NA,NA,Magnoliophyta,Myrtales,NA,América do Sul,NA,NA,NA,"2013","10","10",Magnoliopsida,"21048",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.7400016784668,-23.3600006103516,"168",2021-02-08 12:44:04-03,UFRGS,ICN,"094560",S,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,"Molz, M","Hoehne, W","1881","1945","10","05",Brasil,SP,Caieiras,NA,-46.7400016784668,-23.3600006103516,NA,NA,Arbusto.,NA,NA,Dicotyledon,NA,NA,América do Sul,NA,NA,NA,"2017","08",NA,NA,"9448",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.7400016784668,-23.3600006103516,"174",2020-08-26 10:50:11-03,MCN-FZBRS,HAS,"76613",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,"Molz, M.",NA,s.n.,"1945","09",NA,Brasil,São Paulo,Caieiras,NA,-46.7400016784668,-23.3600006103516,NA,NA,NA,HAS0076613,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9448",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"175",2020-08-26 10:50:11-03,MCN-FZBRS,HAS,"76606",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC) D.Legrand & Kausel,"Molz, M.","Mattos, J.","14027",NA,NA,NA,Brasil,São Paulo,Itararé,"Campos de São Pedro, Fazenda Ventania (Horto Florestal).",-49.3400001525879,-24.1100006103516,NA,NA,Num capão. Arbusto de 3m de altura.,HAS0076606,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27729",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.1883010864258,-23.5228004455566,"176",2020-08-26 10:50:11-03,MCN-FZBRS,HAS,"76616",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,"Molz, M.","Mattos, N.","278","1960","10",NA,Brasil,São Paulo,Mogi das Cruzes,NA,-46.1883010864258,-23.5228004455566,NA,NA,"fr. Imaturos, 2,5m",HAS0076616,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28666",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.1883010864258,-23.5228004455566,"177",2020-08-26 10:50:11-03,MCN-FZBRS,HAS,"76620",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,"Molz, M.","Mattos, N.","241",NA,NA,NA,Brasil,São Paulo,Mogi das Cruzes,ca. do Leprosário,-46.1883010864258,-23.5228004455566,NA,NA,4m,HAS0076620,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28666",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"178",2020-08-26 10:50:11-03,MCN-FZBRS,HAS,"76607",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC) D.Legrand & Kausel,"Molz, M.","Luederwaldt, H.",s.n.,NA,NA,NA,Brasil,São Paulo,São Paulo,Ipiranga,-46.6300010681152,-23.5400009155273,NA,NA,NA,HAS0076607,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"179",2020-08-26 10:50:11-03,MCN-FZBRS,HAS,"76619",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC) D.Legrand & Kausel,"Molz, M.","Mattos, J.",s.n.,"1965","02",NA,Brasil,São Paulo,São Paulo,nativa Jardim Botânico,-46.6300010681152,-23.5400009155273,NA,NA,NA,HAS0076619,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"180",2020-08-26 10:50:11-03,MCN-FZBRS,HAS,"76615",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,"Molz, M.","Mattos, J.","8429",NA,NA,NA,Brasil,São Paulo,São Paulo,Parque do Estado,-46.6300010681152,-23.5400009155273,NA,NA,"No bordo da mata nativa fr. pilosos e imaturos, 1,8m",HAS0076615,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.583333,-23.583333,"181",2019-11-21 10:11:55-03,IBt,SP,"314059",S,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,"Kawasaki, ML","Custodio Filho, A; et al.",384/97,"1997","07","29",Brasil,São Paulo,Salesópolis,"Nascente do rio Tietê, vegetação secundária",-45.583333,-23.583333,"-45.583333","-23.583333","Árvore 6m alt., flores claras",SP057697,SP057697,NA,NA,NA,NA,"1105","1105",NA,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.583333,-23.583333,"182",2019-11-21 10:11:55-03,IBt,SP,"338776",S,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,"Kawasaki, ML","Pastore, JA; et al.","794","1997","07","29",Brasil,São Paulo,Salesópolis,"Nascnte do rio Tietê, vegetação secundária",-45.583333,-23.583333,"-45.583333","-23.583333","Arvoreta 3-4m alt., flores brancas",NA,NA,NA,NA,NA,NA,"1105","1105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9099998474121,-23.6000003814697,"187",2019-11-21 10:11:55-03,IBt,SP,"348043",S,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,NA,"Bernacci, LC; et al.","3008","2001","01","11",Brasil,São Paulo,Cotia,Caucaia do Alto,-46.9099998474121,-23.6000003814697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23869",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9099998474121,-23.6000003814697,"188",2019-11-21 10:11:55-03,IBt,SP,"338267",S,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,"Kawasaki, ML","Simão Bianchini, R; et al.","1345","1999","10","07",Brasil,São Paulo,Cotia,Reserva Florestal de Morro Grande,-46.9099998474121,-23.6000003814697,NA,NA,NA,SP057685,SP057685,NA,NA,NA,NA,NA,NA,NA,"1999",NA,NA,NA,"23869",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9099998474121,-23.6000003814697,"189",2019-11-21 10:11:55-03,IBt,SP,"343185",S,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,"Kawasaki, ML","Catharino, ELM; et al.","2311","1998","09","01",Brasil,São Paulo,Cotia,"Reserva Florestal de Morro Grande, Estrada de acesso ao reservatório Pedro Beicht",-46.9099998474121,-23.6000003814697,NA,NA,NA,SP057684,SP057684,NA,NA,NA,NA,NA,NA,NA,"2000","07","05",NA,"23869",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"190",2019-11-21 10:11:55-03,IBt,SP,"102677",S,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,"Landrum, LR","Mattos, J","14027","1966","10","20",Brasil,São Paulo,Itararé,"Campos de São Pedro, Fazenda Ventania, Horto Florestal.",-49.3400001525879,-24.1100006103516,NA,NA,Num capão. Arbusto 3m alt.,SP057695,SP057695,NA,NA,NA,NA,NA,NA,NA,"1980",NA,NA,NA,"27729",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"191",2019-11-21 10:11:55-03,IBt,SP,"102666",S,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,"Mattos, JR","Mattos, J","14106","1966","10","21",Brasil,São Paulo,Itararé,"Campos de São Pedro, na Serra de Bom Sucesso. Fazenda Ventania.",-49.3400001525879,-24.1100006103516,NA,NA,"Nos peraus da Serra de Bom Sucesso, numa capoeira. Arbusto 2m alt.",SP057693,SP057693,NA,NA,NA,NA,NA,NA,NA,"1988","03",NA,NA,"27729",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"192",2019-11-21 10:11:55-03,IBt,SP,"101901",S,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,"Landrum, LR","Mattos, J; Mattos, N","14888","1966","12","10",Brasil,São Paulo,Itararé,"Campos de São Pedro, Serra de Bom Sucesso, Fazenda Ventania.",-49.3400001525879,-24.1100006103516,NA,NA,"Num capão. Arbusto ca. 3m alt., frutos imaturos.",SP057692,SP057692,NA,NA,NA,NA,"1000","1000",NA,"1980",NA,NA,NA,"27729",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.560001373291,-23.6900005340576,"193",2019-11-21 10:11:55-03,IBt,SP,"7353",S,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,"Landrum, LR","Brade, AC","7407","1913","10","26",Brasil,São Paulo,São Bernardo do Campo,NA,-46.560001373291,-23.6900005340576,NA,NA,NA,SP057688,SP057688,NA,NA,NA,NA,NA,NA,NA,"1980",NA,NA,NA,"31119",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"194",2019-11-21 10:11:55-03,IBt,SP,"26967",S,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,"Landrum, LR","Usteri, A",s.n.,"1906","09","16",Brasil,São Paulo,São Paulo,Avenida Paulista.,-46.6300010681152,-23.5400009155273,NA,NA,NA,SP057690,SP057690,NA,NA,NA,NA,NA,NA,NA,"1980",NA,NA,NA,"53584",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"195",2019-11-21 10:11:55-03,IBt,SP,"339226",S,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,"Kawasaki, ML","Hashimoto, G","16788","1939","10","08",Brasil,São Paulo,São Paulo,Campos de Congonhas.,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2000",NA,NA,NA,"53584",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"196",2019-11-21 10:11:55-03,IBt,SP,"26965",S,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,"Landrum, LR","Luederwaldt, H",s.n.,"1913","11",NA,Brasil,São Paulo,São Paulo,Ipiranga.,-46.6300010681152,-23.5400009155273,NA,NA,NA,SP057696,SP057696,NA,NA,NA,NA,NA,NA,NA,"1980",NA,NA,NA,"53584",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"197",2019-11-21 10:11:55-03,IBt,SP,"27011",S,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,"Landrum, LR","Luederwaldt, H",s.n.,"1907","08",NA,Brasil,São Paulo,São Paulo,Ipiranga.,-46.6300010681152,-23.5400009155273,NA,NA,Arbusto.,SP057689,SP057689,NA,NA,NA,NA,NA,NA,NA,"1980",NA,NA,NA,"53584",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"198",2019-11-21 10:11:55-03,IBt,SP,"339046",S,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,"Kawasaki, ML","Hashimoto, G","16957","1948","10","24",Brasil,São Paulo,São Paulo,Jabaquara.,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2000",NA,NA,NA,"53584",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"199",2019-11-21 10:11:55-03,IBt,SP,"158091",S,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,"Kawasaki, ML","Landrum, LR","2754","1977","12","01",Brasil,São Paulo,São Paulo,Jardim Botãnico de São Paulo.,-46.6300010681152,-23.5400009155273,NA,NA,Shrub 2m high.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"200",2019-11-21 10:11:55-03,IBt,SP,"339080",S,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,"Kawasaki, ML","Hashimoto, G","16919","1939","09","09",Brasil,São Paulo,São Paulo,"Liberdade, Morro do Piolho.",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2000",NA,NA,NA,"53584",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"201",2019-11-21 10:11:55-03,IBt,SP,"28199",S,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,"Landrum, LR","Hoehne, FC",s.n.,"1931","09","28",Brasil,São Paulo,São Paulo,Nativa no Jardim Botânico.,-46.6300010681152,-23.5400009155273,NA,NA,"Árvore pequena, flores alvas.",SP057687,SP057687,NA,NA,NA,NA,NA,NA,NA,"1980",NA,NA,NA,"53584",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"202",2019-11-21 10:11:55-03,IBt,SP,"339647",S,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,"Kawasaki, ML","Hashimoto, G","17226","1987","07","04",Brasil,São Paulo,São Paulo,"Perus, Parque Anhanguera.",-46.6300010681152,-23.5400009155273,NA,NA,"Árvore nativa, de capoeira, com britos vermelhos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2000",NA,NA,NA,"53584",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"203",2019-11-21 10:11:55-03,IBt,SP,"2403",S,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,"Landrum, LR","Hoehne, FC",s.n.,"1918","09","14",Brasil,São Paulo,São Paulo,Villa Cerqueira Cesar.,-46.6300010681152,-23.5400009155273,NA,NA,"Árvore pequena do campo, flores alvas.",SP057691,SP057691,NA,NA,NA,NA,NA,NA,NA,"1980",NA,NA,NA,"53584",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
