X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,occurrenceRemarks,barcode,imagecode,minimumElevationInMeters,maximumElevationInMeters,continentOcean,preparationType,previousCatalogNumber,phylum,order,coordinatePrecision,geoFlag,class,relatedCatalogItem,relationshipType,typeStatus,fieldNumber,individualCount,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.4097,-23.6203,"4",2021-03-15 16:37:00-03,NY,NYBG,"887161",PreservedSpecimen,Plantae,Rubiaceae,Chomelia,brasiliana,Chomelia brasiliana,A.Rich.,P. G. Delprete,NA,NA,NA,L. Rossi,"2156","2000","09","16",Brazil,São Paulo,Caraguatatuba,"Parque Estadual da Serra do Mar, Núcleo Caraguatatuba, Trilha dos Tropeiros.",-45.4097,-23.6203,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1085282' target='other'> <mi>dwc_moreinfo</mi></a>,NY00887161,NA,"60","150",South America,sheet,NA,Magnoliophyta,Gentianales,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.966514,-25.140513,"27",2021-03-15 16:37:00-03,NY,NYBG,"1016205",PreservedSpecimen,Plantae,Rubiaceae,Chomelia,catharinae,Chomelia catharinae,L.B.Sm. & Downs,S. L. Jung-Mendaçolli,NA,NA,NA,S. L. Jung-Mendaçolli,"345","1980","10","09",Brazil,São Paulo,Cananéia,"Ilha do Cardoso, Rio Jacareu, morro Jacareu.",-47.966514,-25.140513,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1142692' target='other'> <mi>dwc_moreinfo</mi></a>,NY01016205,NA,NA,"200",South America,sheet,NA,Magnoliophyta,Gentianales,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.560833,-20.029444,"31",2021-02-08 11:10:01-03,UNESP-IBB,BOTU,"30112",PreservedSpecimen,Plantae,Rubiaceae,Chomelia,brasiliana,Chomelia brasiliana,A.Rich.,"Barbosa, M.R.V.","2007",NA,NA,"Souza, J.P.","134","1995","11","16",Brasil,São Paulo,Tapiraí,NA,-47.560833,-20.029444,47°33'39w,20°01'46s,"Arbusto ca de 2 m de altura. Frutos imaturos verdes, maduros vináceos.",BOTU030112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.3600006103516,-24.0900001525879,"53",2020-11-04 11:18:15-03,ESALQ,ESA,"106185",PreservedSpecimen,Plantae,Rubiaceae,Chomelia,catharinae,Chomelia catharinae,NA,"Pinheiro-Ferreira, M.A.","2007",NA,NA,"Bazarian, S.V.","168.0","2006","03","21",Brasil,São Paulo,Ribeirão Grande,NA,-48.3600006103516,-24.0900001525879,NA,NA,NA,ESA106185,ESA106185,NA,NA,NA,NA,NA,Magnoliophyta,NA,"25028",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.31605,-24.02022,"55",2020-11-04 11:18:15-03,ESALQ,ESA,"123594",PreservedSpecimen,Plantae,Rubiaceae,Chomelia,parvifolia,Chomelia parvifolia,NA,"Ivanauskas, N.M.","2013","04","29","Colletta, G.D. ; Souza, V.C.","982.0","2013","04","29",Brasil,São Paulo,Tapiraí,"Reserva Particular da Votorantim (CBA). UHE da Barra, trilha da caixa d'água para vila de moradores. Floresta Ombrófila Densa com perturbação antrópica.(presença de exóticas como nêspera, Citrus, araucária).",-47.31605,-24.02022,"-47.31605","-24.02022","Arbusto, 2m",ESA123594,NA,"480","480",NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5,-23.9599990844727,"58",2020-11-04 11:18:15-03,ESALQ,ESA,"85728",PreservedSpecimen,Plantae,Rubiaceae,Chomelia,parvifolia,Chomelia parvifolia,NA,"Souza, V.C.","2010",NA,NA,"Mello-Silva, R. et al.","2177.0","2003","11","08",Brasil,São Paulo,Tapiraí,NA,-47.5,-23.9599990844727,NA,NA,NA,ESA085728,ESA085728,NA,NA,NA,NA,NA,Magnoliophyta,NA,"41034",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5,-23.9599990844727,"59",2020-11-04 11:18:15-03,ESALQ,ESA,"22472",PreservedSpecimen,Plantae,Rubiaceae,Chomelia,parvifolia,Chomelia parvifolia,(Standl.) Govaerts,"Pessoa, M.C.",NA,NA,NA,"Barreto, K.D.; Fernandes, G.D.; Fernandes, R.D.","3105.0","1994","10","20",Brasil,São Paulo,Tapiraí,NA,-47.5,-23.9599990844727,NA,NA,NA,ESA022472,ESA022472,NA,NA,NA,NA,NA,Magnoliophyta,NA,"41034",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"60",2020-11-04 11:18:15-03,ESALQ,ESA,"109711",PreservedSpecimen,Plantae,Rubiaceae,Chomelia,parvifolia,Chomelia parvifolia,NA,NA,NA,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30254.0",NA,NA,NA,Brasil,São Paulo,Sete Barras,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,-47.9199981689453,-24.3799991607666,NA,NA,NA,ESA109711,ESA109711,NA,NA,NA,NA,NA,Magnoliophyta,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48,-24.6900005340576,"61",2020-11-04 11:18:15-03,ESALQ,ESA,"32778",PreservedSpecimen,Plantae,Rubiaceae,Chomelia,parvifolia,Chomelia parvifolia,(Standl.) Govaerts,"Pessoa, M.C.",NA,NA,NA,"Souza, V.C. et al.","1507.0","1996","06","07",Brasil,São Paulo,Jacupiranga,NA,-48,-24.6900005340576,NA,NA,NA,ESA032778,ESA032778,NA,NA,NA,NA,NA,Magnoliophyta,NA,"35797",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"62",2020-11-04 11:18:15-03,ESALQ,ESA,"10086",PreservedSpecimen,Plantae,Rubiaceae,Chomelia,parvifolia,Chomelia parvifolia,NA,"Jung-Mendaçolli, S.L.","2011","06","13","Moraes, P.L.R. ; Capellari Jr., L.","860.0","1993","10","29",Brasil,São Paulo,São Miguel Arcanjo,NA,-47.9900016784668,-23.8700008392334,NA,NA,NA,ESA010086,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,"27904",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"63",2020-11-04 11:18:15-03,ESALQ,ESA,"105518",PreservedSpecimen,Plantae,Rubiaceae,Chomelia,parvifolia,Chomelia parvifolia,NA,"Souza, V.C.","2010","03","17","Aguiar, O.T.",NA,"2002","03","13",Brasil,São Paulo,São Miguel Arcanjo,NA,-47.9900016784668,-23.8700008392334,NA,NA,NA,ESA105518,ESA105518,NA,NA,NA,NA,NA,Magnoliophyta,NA,"27904",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"64",2020-11-04 11:18:15-03,ESALQ,ESA,"17411",PreservedSpecimen,Plantae,Rubiaceae,Chomelia,parvifolia,Chomelia parvifolia,(Standl.) Govaerts,"Pessoa, M.C.",NA,NA,NA,"Moraes, P.L.R.","1137.0","1995","01","18",Brasil,São Paulo,São Miguel Arcanjo,NA,-47.9900016784668,-23.8700008392334,NA,NA,NA,ESA017411,ESA017411,NA,NA,NA,NA,NA,Magnoliophyta,NA,"27904",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"65",2020-11-04 11:18:15-03,ESALQ,ESA,"109890",PreservedSpecimen,Plantae,Rubiaceae,Chomelia,parvifolia,Chomelia parvifolia,NA,NA,NA,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30255.0",NA,NA,NA,Brasil,São Paulo,Sete Barras,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,-47.9199981689453,-24.3799991607666,NA,NA,NA,ESA109890,ESA109890,NA,NA,NA,NA,NA,Magnoliophyta,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"66",2020-11-04 11:18:15-03,ESALQ,ESA,"109889",PreservedSpecimen,Plantae,Rubiaceae,Chomelia,parvifolia,Chomelia parvifolia,NA,NA,NA,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30256.0",NA,NA,NA,Brasil,São Paulo,Sete Barras,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,-47.9199981689453,-24.3799991607666,NA,NA,NA,ESA109889,ESA109889,NA,NA,NA,NA,NA,Magnoliophyta,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
