X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,preparationType,occurrenceRemarks,barcode,imagecode,county,decimalLongitude,decimalLatitude,coordinatePrecision,geoFlag,yearIdentified,class,relatedCatalogItem,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,typeStatus,fieldNumber,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.233333,-22.95,"19",2019-08-20 10:11:25-03,UNICAMP,UEC,"40652",S,Plantae,Magnoliopsida,NA,Euphorbiaceae,Dalechampia,leandrii,Dalechampia leandrii,Baill.,NA,"Webster, GL; Emmerich, M; Santiago, L","25429","1984","10","27",NA,Brazil,Rio de Janeiro,"Parque Nacinal da Tijuca, rainforest",NA,"flor, vine on steep slopes, bracts pale green",UEC031970,UEC031970,Tijuca,-45.233333,-22.95,NA,NA,NA,NA,NA,NA,NA,"-45.233333","-22.95","500","800",NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.86,-24.879444,"20",2019-08-20 10:11:25-03,UNICAMP,UEC,"72970",S,Plantae,Magnoliopsida,NA,Euphorbiaceae,Dalechampia,leandrii,Dalechampia leandrii,Baill.,NA,"Leitão Filho, HF; Rodrigues, RR; Kim, AC; Fonseca, RCB; Galvão, JC; Arzolla, FARDP","32727","1995","02","07",NA,Brazil,São Paulo,Estrada Pariquera Açú P/ Cananéia,NA,"flor, Transição de restinga e mata de enconsta, liana c/ flores verde - claras, pilosidade ferrugínea nos ramos",UEC031966,UEC031966,NA,-47.86,-24.879444,NA,NA,NA,NA,NA,NA,NA,"-47.86","-24.879444",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9,-24.608333,"21",2019-08-20 10:11:25-03,UNICAMP,UEC,"72974",S,Plantae,Magnoliopsida,NA,Euphorbiaceae,Dalechampia,leandrii,Dalechampia leandrii,Baill.,"Cordeiro, I","Leitão Filho, HF; Rodrigues, RR; Kim, AC; Fonseca, RCB; Galvão, JC; Arzolla, FARDP","33192","1995","02","16",NA,Brazil,São Paulo,NA,NA,"flor, borda de mata, liana",UEC031968,UEC031968,Pariquera-Açu,-47.9,-24.608333,NA,NA,NA,NA,NA,NA,NA,"-47.9","-24.608333",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.233333,-22.95,"23",2019-08-20 10:11:25-03,UNICAMP,UEC,"40652",S,Plantae,Magnoliopsida,NA,Euphorbiaceae,Dalechampia,leandrii,Dalechampia leandrii,Baill.,NA,"Webster, GL; Emmerich, M; Santiago, L","25429","1984","10","27",NA,Brazil,Rio de Janeiro,"Parque Nacinal da Tijuca, rainforest",NA,"flor, vine on steep slopes, bracts pale green",UEC031970,UEC031970,Tijuca,-45.233333,-22.95,NA,NA,NA,NA,NA,NA,NA,"-45.233333","-22.95","500","800",NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.86,-24.879444,"24",2019-08-20 10:11:25-03,UNICAMP,UEC,"72970",S,Plantae,Magnoliopsida,NA,Euphorbiaceae,Dalechampia,leandrii,Dalechampia leandrii,Baill.,NA,"Leitão Filho, HF; Rodrigues, RR; Kim, AC; Fonseca, RCB; Galvão, JC; Arzolla, FARDP","32727","1995","02","07",NA,Brazil,São Paulo,Estrada Pariquera Açú P/ Cananéia,NA,"flor, Transição de restinga e mata de enconsta, liana c/ flores verde - claras, pilosidade ferrugínea nos ramos",UEC031966,UEC031966,NA,-47.86,-24.879444,NA,NA,NA,NA,NA,NA,NA,"-47.86","-24.879444",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9,-24.608333,"25",2019-08-20 10:11:25-03,UNICAMP,UEC,"72974",S,Plantae,Magnoliopsida,NA,Euphorbiaceae,Dalechampia,leandrii,Dalechampia leandrii,Baill.,"Cordeiro, I","Leitão Filho, HF; Rodrigues, RR; Kim, AC; Fonseca, RCB; Galvão, JC; Arzolla, FARDP","33192","1995","02","16",NA,Brazil,São Paulo,NA,NA,"flor, borda de mata, liana",UEC031968,UEC031968,Pariquera-Açu,-47.9,-24.608333,NA,NA,NA,NA,NA,NA,NA,"-47.9","-24.608333",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"71",2021-03-15 18:27:07-03,USP,SPF,"62019",PreservedSpecimen,Plantae,NA,NA,Euphorbiaceae,Dalechampia,leandrii,Dalechampia leandrii,Baill.,"Pereira-Silva, RA","Ribeiro, JELS","255","1988","02","07",NA,Brasil,São Paulo,"Picinguaba. Restinga da praia, próximo da estrada para a praia e o alojamento da SEMA.",NA,"Trepadeira, flores brancas, sementes amarelas.",SPF00062019,SPF00062019 SPF00062019_1,Ubatuba,-45.0699996948242,-23.4300003051758,"34265",auto,"2016",NA,NA,"05","24",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"72",2021-03-15 18:27:07-03,USP,SPF,"62019",PreservedSpecimen,Plantae,NA,NA,Euphorbiaceae,Dalechampia,leandrii,Dalechampia leandrii,Baill.,"Pereira-Silva, RA","Ribeiro, JELS","255","1988","02","07",NA,Brasil,São Paulo,"Picinguaba. Restinga da praia, próximo da estrada para a praia e o alojamento da SEMA.",NA,"Trepadeira, flores brancas, sementes amarelas.",SPF00062019,SPF00062019 SPF00062019_1,Ubatuba,-45.0699996948242,-23.4300003051758,"34265",auto,"2016",NA,NA,"05","24",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.138599395752,-23.8544006347656,"77",2019-11-13 16:04:41-03,UNISANTA,HUSC,"1600",PreservedSpecimen,Plantae,Magnoliophyta,NA,Euphorbiaceae,Dalechampia,leandrii,Dalechampia leandrii,Baill.,"Cordeiro, I.","Magenta, M.A.G.; Anunciação, E.A.; Sampaio, P.S.P.; Martins, S.E.; Lima, E.S.","83","1999","01","14",NA,Brasil,São Paulo,Praia do Itaguaré,NA,"Trepadeira, frutos verdes imaturos e maduros castanhos; Floresta de restinga baixa",NA,NA,Bertioga,-46.138599395752,-23.8544006347656,"37616",auto,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.25,-23.9899997711182,"78",2019-11-13 16:04:41-03,UNISANTA,HUSC,"11627",PreservedSpecimen,Plantae,Magnoliophyta,NA,Euphorbiaceae,Dalechampia,leandrii,Dalechampia leandrii,Baill.,P.S.P Sampaio,"G. Martins; et al.","15","2011","12","15",NA,Brasil,São Paulo,"Serra do Guararu, condomínio Iporanga, próximo da área A.",NA,"Liana com frutos amarelos esverdeados com tricomas, estando na borda da mata.; Floresta ombrofila densa.",NA,NA,Guarujá,-46.25,-23.9899997711182,"18989",auto,"2012",NA,NA,"02",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.138599395752,-23.8544006347656,"79",2019-11-13 16:04:41-03,UNISANTA,HUSC,"1600",PreservedSpecimen,Plantae,Magnoliophyta,NA,Euphorbiaceae,Dalechampia,leandrii,Dalechampia leandrii,Baill.,"Cordeiro, I.","Magenta, M.A.G.; Anunciação, E.A.; Sampaio, P.S.P.; Martins, S.E.; Lima, E.S.","83","1999","01","14",NA,Brasil,São Paulo,Praia do Itaguaré,NA,"Trepadeira, frutos verdes imaturos e maduros castanhos; Floresta de restinga baixa",NA,NA,Bertioga,-46.138599395752,-23.8544006347656,"37616",auto,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.25,-23.9899997711182,"80",2019-11-13 16:04:41-03,UNISANTA,HUSC,"11627",PreservedSpecimen,Plantae,Magnoliophyta,NA,Euphorbiaceae,Dalechampia,leandrii,Dalechampia leandrii,Baill.,P.S.P Sampaio,"G. Martins; et al.","15","2011","12","15",NA,Brasil,São Paulo,"Serra do Guararu, condomínio Iporanga, próximo da área A.",NA,"Liana com frutos amarelos esverdeados com tricomas, estando na borda da mata.; Floresta ombrofila densa.",NA,NA,Guarujá,-46.25,-23.9899997711182,"18989",auto,"2012",NA,NA,"02",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.416667,-23.883333,"87",2017-09-11 17:09:43-03,UnB,HBVIRTFLBRAS,NA,O,Plantae,NA,NA,Euphorbiaceae,Dalechampia,leandrii,Dalechampia leandrii,Baill.,NA,"Burchell, WJ","3141","1826","09","24",Southern America,Brazil,São Paulo,"IBB/Cubatão, SP, swampy level ground westward of Santos towards Cubatão",NA,NA,NA,NA,Cubatão,-46.416667,-23.883333,NA,NA,NA,NA,NA,NA,NA,"-46.416667","-23.883333",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
