X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,barcode,imagecode,continentOcean,preparationType,previousCatalogNumber,occurrenceRemarks,phylum,order,coordinatePrecision,geoFlag,class,relatedCatalogItem,typeStatus,fieldNumber,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.88,-23.1803,"12",2021-03-15 16:37:00-03,NY,NYBG,"669808",PreservedSpecimen,Plantae,Solanaceae,Solanum,bullatum,Solanum bullatum,Vell.,M. H. Nee,NA,NA,NA,K. Claro,"9","1993","09","09",Brazil,São Paulo,Jundiaí,"Descida do Paraíso III, Serra do Japi.",-46.88,-23.1803,NA,NA,"1000","1100",NY00669808,NA,South America,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=504431' target='other'> <mi>dwc_moreinfo</mi></a>,Magnoliophyta,Solanales,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.700581,-22.588987,"26",2021-03-15 16:37:00-03,NY,NYBG,"00722959",PreservedSpecimen,Plantae,Solanaceae,Solanum,bullatum,Solanum bullatum,Vell.,L. de F. de Carvalho,NA,NA,NA,S. A. C. Chiea,"724","1991","11","22",Brazil,São Paulo,NA,Serra Negra,-46.700581,-22.588987,NA,NA,NA,NA,NY00722959,NA,South America,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=858380' target='other'> <mi>dwc_moreinfo</mi></a>,Magnoliophyta,Solanales,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.622889,-23.660444,"36",2015-02-10 11:46:01-02,BM,SOLANACEAE_SOURCE_BR,"73393",O,Plantae,Solanaceae,Solanum,bullatum,Solanum bullatum,Vell.,"Knapp, S.","2013","01","01","Knapp, S.",IM-10685,"2013","11","19",Brazil,São Paulo,São Paulo,"Instituto de Botânica de São Paulo, próximo a entrada de veículos de funcionários",-46.622889,-23.660444,"-46.622889","-23.660444","757","757",NA,NA,Southern America,NA,NA,"treelt to 5 m; flwoers white; fruit green and purple striped; pubescence silvery grey-beige; along road in botanical garden",Magnoliophyta,Solanales,NA,NA,Dicotyledoneae,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.183333,-22.8,"44",2019-10-09 11:25:11-03,UFBA,ALCB,NA,PreservedSpecimen,Plantae,Solanaceae,Solanum,bullatum,Solanum bullatum,Vell.,"Stehmann, JR",NA,NA,NA,"Cavalcanti, DC","181","1996","01","23",Brasil,São Paulo,Guaratinguetá,Reserva Florestal de Especialistas de Aeronautica - EEAR,-45.183333,-22.8,"-45.183333","-22.8",NA,NA,NA,NA,Southern America,NA,NA,ca. 12 m. Frutos verdes imaturos.,Dicotyledon,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.3600006103516,-24.0900001525879,"56",2020-11-04 11:20:01-03,ESALQ,ESA,"106198",PreservedSpecimen,Plantae,Solanaceae,Solanum,bullatum,Solanum bullatum,NA,"Giacomin, L.L.",NA,NA,NA,"Bazarian, S.V.","188.0","2006","03","03",Brasil,São Paulo,Ribeirão Grande,NA,-48.3600006103516,-24.0900001525879,NA,NA,NA,NA,ESA106198,ESA106198,NA,NA,NA,NA,Magnoliophyta,NA,"25028",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.1300010681152,-23.5200004577637,"57",2020-11-04 11:20:01-03,ESALQ,ESA,"27010",PreservedSpecimen,Plantae,Solanaceae,Solanum,bullatum,Solanum bullatum,NA,NA,NA,NA,NA,"Cardoso-Leite, E. ; Oliveira, A.","326.0","1994","01","18",Brasil,São Paulo,São Roque,NA,-47.1300010681152,-23.5200004577637,NA,NA,NA,NA,ESA027010,ESA027010,NA,NA,NA,NA,Magnoliophyta,NA,"15567",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.9199981689453,-23.0900001525879,"62",2020-11-04 11:20:01-03,ESALQ,ESA,"28053",PreservedSpecimen,Plantae,Solanaceae,Solanum,bullatum,Solanum bullatum,NA,NA,NA,NA,NA,"Souza, V.C. et al.","10392.0","1996","01","24",Brasil,São Paulo,Avaré,NA,-48.9199981689453,-23.0900001525879,NA,NA,NA,NA,ESA028053,NA,NA,NA,NA,NA,Magnoliophyta,NA,"29856",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5299987792969,-23.4599990844727,"63",2020-11-04 11:20:01-03,ESALQ,ESA,"5600",PreservedSpecimen,Plantae,Solanaceae,Solanum,bullatum,Solanum bullatum,NA,"Gandolfi, S.",NA,NA,NA,"Gandolfi, S. et al.","689.0",NA,NA,NA,Brasil,São Paulo,Guarulhos,NA,-46.5299987792969,-23.4599990844727,NA,NA,NA,NA,ESA005600,NA,NA,NA,NA,NA,Magnoliophyta,NA,"26398",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"64",2020-11-04 11:20:01-03,ESALQ,ESA,"87709",PreservedSpecimen,Plantae,Solanaceae,Solanum,bullatum,Solanum bullatum,Vell.,"Ussui, S.Y.",NA,NA,NA,"Melo, M.R.F.","227.0","1980","06","04",Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,ESA087709,ESA087709,NA,NA,NA,NA,Magnoliophyta,NA,"53584",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.5699996948242,-22.6399993896484,"68",2020-11-04 11:20:01-03,ESALQ,ESA,"19515",PreservedSpecimen,Plantae,Solanaceae,Solanum,bullatum,Solanum bullatum,NA,"Giacomin, L.L.",NA,NA,NA,"Barreto, K.D. et al.","2668.0","1994","06","29",Brasil,São Paulo,São José do Barreiro,NA,-44.5699996948242,-22.6399993896484,NA,NA,NA,NA,ESA019515,ESA019515,NA,NA,NA,NA,Magnoliophyta,NA,"30784",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.1300010681152,-23.5200004577637,"69",2020-11-04 11:20:01-03,ESALQ,ESA,"13699",PreservedSpecimen,Plantae,Solanaceae,Solanum,bullatum,Solanum bullatum,NA,"Giacomin, L.L.",NA,NA,NA,"Barreto, K.D. et al.","1539.0","1993","10","29",Brasil,São Paulo,São Roque,NA,-47.1300010681152,-23.5200004577637,NA,NA,NA,NA,ESA013699,NA,NA,NA,NA,NA,Magnoliophyta,NA,"15567",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5299987792969,-23.4599990844727,"71",2020-11-04 11:20:01-03,ESALQ,ESA,"7280",PreservedSpecimen,Plantae,Solanaceae,Solanum,bulatum,Solanum bulatum,Vell.,NA,NA,NA,NA,"Gandolfi, S. et al.","911.0","1984","02","21",Brasil,São Paulo,Guarulhos,NA,-46.5299987792969,-23.4599990844727,NA,NA,NA,NA,ESA007280,NA,NA,NA,NA,NA,Magnoliophyta,NA,"26398",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5499992370605,-23.1100006103516,"73",2020-11-04 11:20:01-03,ESALQ,ESA,"14623",PreservedSpecimen,Plantae,Solanaceae,Solanum,bullatum,Solanum bullatum,NA,NA,NA,NA,NA,"Meira-Neto, J.A.A. et al.","21519.0","1988","06","07",Brasil,São Paulo,Atibaia,NA,-46.5499992370605,-23.1100006103516,NA,NA,NA,NA,ESA014623,ESA014623,NA,NA,NA,NA,Magnoliophyta,NA,"21675",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5299987792969,-23.4599990844727,"74",2020-11-04 11:20:01-03,ESALQ,ESA,"6550",PreservedSpecimen,Plantae,Solanaceae,Solanum,bullatum,Solanum bullatum,NA,NA,NA,NA,NA,"Gandolfi, S.",NA,"1991","04","30",Brasil,São Paulo,Guarulhos,NA,-46.5299987792969,-23.4599990844727,NA,NA,NA,NA,ESA006550,ESA006550,NA,NA,NA,NA,Magnoliophyta,NA,"26398",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.5900001525879,-23.7900009155273,"75",2020-11-04 11:20:01-03,ESALQ,ESA,"30870",PreservedSpecimen,Plantae,Solanaceae,Solanum,bullatum,Solanum bullatum,Vell.,"Giacomin, L.L.",NA,NA,NA,"Souza, V.C. et al.","10542.0","1996","01","26",Brasil,São Paulo,Buri,NA,-48.5900001525879,-23.7900009155273,NA,NA,NA,NA,ESA030870,ESA030870,NA,NA,NA,NA,Magnoliophyta,NA,"28249",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5299987792969,-23.4599990844727,"76",2020-11-04 11:20:01-03,ESALQ,ESA,"5599",PreservedSpecimen,Plantae,Solanaceae,Solanum,bullatum,Solanum bullatum,NA,"Gandolfi, S.",NA,NA,NA,"Gandolfi, S. et al.",NA,"1984","07","30",Brasil,São Paulo,Guarulhos,NA,-46.5299987792969,-23.4599990844727,NA,NA,NA,NA,ESA005599,ESA005599,NA,NA,NA,NA,Magnoliophyta,NA,"26398",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.8300018310547,-23,"78",2020-11-04 11:20:01-03,ESALQ,ESA,"127285",PreservedSpecimen,Plantae,Solanaceae,Solanum,bullatum,Solanum bullatum,NA,"Santos, K.",NA,NA,NA,"Santos, K. ; Belinello, R.","2866.0","2000","07","06",Brasil,São Paulo,Itatiba,NA,-46.8300018310547,-23,NA,NA,NA,NA,ESA127285,ESA127285,NA,NA,NA,NA,Magnoliophyta,NA,"17442",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.5299987792969,-24.1800003051758,"79",2020-11-04 11:20:01-03,ESALQ,ESA,"85082",PreservedSpecimen,Plantae,Solanaceae,Solanum,bullatum,Solanum bullatum,Vell.,NA,NA,NA,NA,"Urbanetz, C.; Déstro, G.F.G.; Moreira-Coneglian, I.R.; Harder, I.C.F.; Muniz, M.R.A.; Paula-Souza, J.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.","37.0","2003","04","17",Brasil,São Paulo,Guapiara,"Parque Estadual Intervales, Trilha da Bocaina em direção à gruta da Mãozinha e do Minotauro.Vegetação Secundária de Floresta Ombrófila Densa Montana, com trechos mais preservados sobre rochas cársticas (calcáreas)",-48.5299987792969,-24.1800003051758,"-48,447,222","-24,270,833","820","820",ESA085082,ESA085082,NA,NA,NA,Árvore,Magnoliophyta,NA,"20045",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.58,-23.31,"81",2015-07-02 14:04:23-03,JBP,HPL,"11017",S,Plantae,Solanaceae,Solanum,bullatum,Solanum bullatum,Vell.,G.A.D.C. Franco,"2008","03","17","C.de Moura, O.T. Aguiar et al.","160","2008","02","27",Brasil,SP,Mairiporã,"Coletado no Parque Estadual da Cantareira, Hortolândia. S 23° 21' 46; W 46° 32' 12'' (1146m.s.m.)",-46.58,-23.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15840",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"82",2019-02-15 11:50:54-02,IPA,IPA,"10217",S,Plantae,Solanaceae,Solanum,bullatum,Solanum bullatum,Vell.,"Giacomin, L.L.","2012","03","29","Pickel, B.","4440","1939","11","15",Brasil,São Paulo,São Paulo,Capital (Chácara dos Morrinhos). Árvore da cerca.,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,IPA0010217,NA,Southern America,NA,NA,NA,Plantae,NA,"53584",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"83",2019-02-15 11:50:54-02,IPA,IPA,"10912",S,Plantae,Solanaceae,Solanum,bullatum,Solanum bullatum,Vell.,"Stehmann, J.R.","2006","12","06","Pickel, B.","5486","1941","09","30",Brasil,São Paulo,São Paulo,"Capital, Bosque. Arvoreta da capoeira do bosque.",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,IPA0010912,NA,Southern America,NA,NA,Flor: terminal branca.,Plantae,NA,"53584",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"84",2019-02-15 11:50:54-02,IPA,IPA,"10218",S,Plantae,Solanaceae,Solanum,bullatum,Solanum bullatum,Vell.,"Giacomin, L.L.","2012","03","29","Pickel, B.; Koscinski, M.; Koscinski, M.","4992","1936","12",NA,Brasil,São Paulo,São Paulo,Serra da Cantareira.,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,IPA0010218,NA,Southern America,NA,NA,Nome Vulgar: Cuvitinga branca. Fumo bravo de flor Flor. 131,Plantae,NA,"53584",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.8800010681152,-23.1700000762939,"88",2020-12-20 21:19:31-03,UFV,VIC,"010856",PreservedSpecimen,Plantae,Solanaceae,Solanum,bullatum,Solanum bullatum,Vell,NA,NA,NA,NA,"Silva, A.F.; Martins, F.R.","1210","1985","09","10",Brasil,São Paulo,São José dos Campos,Flora da reserva florestal Boa Vista,-45.8800010681152,-23.1700000762939,NA,NA,NA,NA,VIC010856,NA,NA,NA,NA,"Árvore de até 20 m, flores de cálice verde cinério corola branca anteras amarelas.",NA,NA,"39297",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
