X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,family,genus,specificEpithet,scientificName,recordedBy,year,month,day,country,stateProvince,county,decimalLongitude,decimalLatitude,coordinatePrecision,occurrenceRemarks,barcode,imagecode,geoFlag,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordNumber,continentOcean,locality,individualCount,verbatimLongitude,verbatimLatitude,preparationType,typeStatus,class,order,minimumElevationInMeters,maximumElevationInMeters,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.6100006103516,-21.8999996185303,"11",2019-12-09 10:45:55-03,UFSJ,HUFSJ,"4744",S,Plantae,NA,Gelsemiaceae,Mostuea,muricata,Mostuea muricata,"Sobral, M; Stehmann, JR","1993","11",NA,Brasil,São Paulo,Descalvado,-47.6100006103516,-21.8999996185303,"24300","Arbusto de 1m em amta mesófita; frutos maduros.",HUFSJ004744,HUFSJ004744,auto,Sobral & Rossi,NA,NA,NA,NA,"8048",NA,Fazenda Jaguarão.,NA,NA,NA,NA,paratype,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6100006103516,-21.8999996185303,"12",2019-12-09 10:45:55-03,UFSJ,HUFSJ,"4713",S,Plantae,NA,Gelsemiaceae,Mostuea,muricata,Mostuea muricata,"Sobral, M; Stehmann, JR","1993","11",NA,Brasil,São Paulo,Descalvado,-47.6100006103516,-21.8999996185303,"24300","Arbusto 1-1,5 m; frutos maduros.",HUFSJ004713,HUFSJ004713,auto,Sobral & Rossi,NA,NA,NA,NA,"8046",NA,Fazenda Jaguarão. Mata mesófila entre canaviais.,NA,NA,NA,NA,paratype,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6100006103516,-21.8999996185303,"13",2019-12-09 10:45:55-03,UFSJ,HUFSJ,"4712",S,Plantae,NA,Gelsemiaceae,Mostuea,muricata,Mostuea muricata,"Sobral, M; Stehmann, JR","1993","11",NA,Brasil,São Paulo,Descalvado,-47.6100006103516,-21.8999996185303,"24300","Arbusto 1-1,5 m; frutos maduros.",HUFSJ004712,HUFSJ004712,auto,Sobral & Rossi,NA,NA,NA,NA,"8045",NA,Fazenda Jaguarão. Mata mesófila entre canaviais.,NA,NA,NA,NA,paratype,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.748333,-23.534167,"15",2021-03-04 15:43:34-03,IF,SPSF,"37938",PreservedSpecimen,Plantae,Magnoliophyta,Loganiaceae,Mostuea,muricata,Mostuea muricata,R.L.R.Santos & R.T. Polisel & D.Souza & C.O.da Silva & P.D.Fogaça,"2007","01","18",Brasil,SP,Santa Rita do Passa Quatro,-48.748333,-23.534167,NA,"COLETA: Arvoreta 3m, frutos verdes.; GEOGRAFIA: Gleba Pé de Gigante;",NA,NA,NA,Sobral & L.C.Rossi,S.L.Jung Mendaçolli,"2007","10","03","23",América do Sul,Parque Estadual da Vassununga,NA,NA,NA,NA,NA,Magnoliopsida,Gentianales,"636","636","35",São Paulo,SP,Sudeste
-47.6100006103516,-21.8999996185303,"16",2021-02-08 12:42:36-03,UFRGS,ICN,"186052",S,Plantae,Dicotyledon,Gelsemiaceae,Mostuea,muricata,Mostuea muricata,"Sobral, M; Stehamnn, JR","1993","11",NA,Brasil,SP,Descalvado,-47.6100006103516,-21.8999996185303,"24300","Arbusto 1 m alt., em mata mesófila, frutos maduros",ICN00000202,ICN00000202,auto,Sobral & Lc. Rossi,NA,NA,NA,NA,"8047",América do Sul,Fazenda Jaguarão,NA,NA,NA,NA,Paratypus,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8899993896484,-22.0100002288818,"17",2021-02-08 12:42:36-03,UFRGS,ICN,"186051",S,Plantae,Dicotyledon,Gelsemiaceae,Mostuea,muricata,Mostuea muricata,"Sobral, M; Stehamnn, JR","1993","11",NA,Brasil,SP,São Carlos,-47.8899993896484,-22.0100002288818,"45913","Arbusto 1 - 1,5 m alt., em mata mesófila, frutos maduros",ICN00000201,ICN00000201,auto,Sobral & Lc. Rossi,NA,NA,NA,NA,"8049",América do Sul,Santa eudóxia,NA,NA,NA,NA,Isotypus,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.1199989318848,-22.7800006866455,"18",2019-11-21 10:06:57-03,IBt,SP,"123315",S,Plantae,NA,Gelsemiaceae,Mostuea,muricata,Mostuea muricata,"Kuhlmann, M","1956","10","05",Brasil,São Paulo,Anhembi,-48.1199989318848,-22.7800006866455,"25656",NA,SP003277,SP003277,auto,Sobral & Lucia Rossi,"Sobral, M; Rossi, L","2003","09","10","3971",NA,Mata da Fazenda Barreiro Rico,NA,NA,NA,NA,Paratype,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6100006103516,-21.8999996185303,"19",2020-08-13 18:02:11-03,IBt,SP,"303072",S,Plantae,NA,Gelsemiaceae,Mostuea,muricata,Mostuea muricata,"Rapini, A; Catharino, ELM; Oliveira, CF","1996","10","02",Brasil,São Paulo,Descalvado,-47.6100006103516,-21.8999996185303,"24300",NA,SP032563,SP032563,auto,Sobral & Lucia Rossi,NA,NA,NA,NA,"216",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6100006103516,-21.8999996185303,"20",2019-11-21 10:06:57-03,IBt,SP,"98819",S,Plantae,NA,Gelsemiaceae,Mostuea,muricata,Mostuea muricata,"Bordo, A","1966","02","03",Brasil,São Paulo,Descalvado,-47.6100006103516,-21.8999996185303,"24300",NA,SP003281,SP003281,auto,Sobral & Lucia Rossi,"Sobral, M; Rossi, L","2003","09","10","58",NA,Fazenda Graciosa,NA,NA,NA,NA,Paratype,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6100006103516,-21.8999996185303,"21",2019-11-21 10:06:57-03,IBt,SP,"488275",S,Plantae,NA,Gelsemiaceae,Mostuea,muricata,Mostuea muricata,"Sobral, M; Stehmann, JR","1993","11",NA,Brasil,São Paulo,Descalvado,-47.6100006103516,-21.8999996185303,"24300",NA,SP003586,SP003586,auto,Sobral & Lucia Rossi,NA,NA,NA,NA,"8046",NA,Fazenda Jaguarão,NA,NA,NA,NA,Paratype,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6100006103516,-21.8999996185303,"22",2019-11-21 10:06:57-03,IBt,SP,"488274",S,Plantae,NA,Gelsemiaceae,Mostuea,muricata,Mostuea muricata,"Sobral, M; Stehmann, JR","1993","11",NA,Brasil,São Paulo,Descalvado,-47.6100006103516,-21.8999996185303,"24300",NA,SP003585,SP003585,auto,Sobral & Lucia Rossi,NA,NA,NA,NA,"8045",NA,Fazenda Jaguarão,NA,NA,NA,NA,Paratype,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-21.4699993133545,"23",2019-11-21 10:06:57-03,IBt,SP,"65948",S,Plantae,NA,Gelsemiaceae,Mostuea,muricata,Mostuea muricata,"Kuhlmann, M","1961","11","30",Brasil,São Paulo,São Simão,-47.5499992370605,-21.4699993133545,"27881",NA,SP003278,SP003278,auto,Sobral & Lucia Rossi,"Sobral, M; Rossi, L","2003","09","10","5004",NA,NA,NA,NA,NA,NA,Paratype,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-21.4699993133545,"24",2019-11-21 10:06:57-03,IBt,SP,"64455",S,Plantae,NA,Gelsemiaceae,Mostuea,muricata,Mostuea muricata,"Mattos, J","1960","11","29",Brasil,São Paulo,São Simão,-47.5499992370605,-21.4699993133545,"27881",NA,SP003282,SP003282,auto,Sobral & Lucia Rossi,"Sobral, M; Rossi, L","2003","09","10","8674",NA,Fazenda Bocaina,NA,NA,NA,NA,Paratype,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-21.4699993133545,"25",2019-11-21 10:06:57-03,IBt,SP,68392a,S,Plantae,NA,Gelsemiaceae,Mostuea,muricata,Mostuea muricata,"Jaccoud, RJS","1961","07","08",Brasil,São Paulo,São Simão,-47.5499992370605,-21.4699993133545,"27881",NA,SP003280,SP003280,auto,Sobral & Lucia Rossi,"Sobral, M; Rossi, L","2003","09","10","20",NA,Fazenda da Bocaina,NA,NA,NA,NA,Paratype,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-21.4699993133545,"26",2019-11-21 10:06:57-03,IBt,SP,"68392",S,Plantae,NA,Gelsemiaceae,Mostuea,muricata,Mostuea muricata,"Jaccoud, RJS","1961","07","08",Brasil,São Paulo,São Simão,-47.5499992370605,-21.4699993133545,"27881",NA,SP003279,SP003279,auto,Sobral & Lucia Rossi,"Sobral, M; Rossi, L","2003","09","10","20",NA,Fazenda da Bocaina,NA,NA,NA,NA,Paratype,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
