X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,family,genus,specificEpithet,scientificName,recordedBy,year,month,day,country,stateProvince,county,decimalLongitude,decimalLatitude,coordinatePrecision,occurrenceRemarks,barcode,imagecode,geoFlag,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordNumber,continentOcean,locality,individualCount,verbatimLongitude,verbatimLatitude,preparationType,typeStatus,class,order,minimumElevationInMeters,maximumElevationInMeters,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-48.1699981689453,-21.7900009155273,"1",2020-11-04 11:11:07-03,ESALQ,ESA,"87045",PreservedSpecimen,Plantae,Magnoliophyta,Gelsemiaceae,Mostuea,muricata,Mostuea muricata,"Souza, V.C.","2003","11","03",Brasil,São Paulo,Araraquara,-48.1699981689453,-21.7900009155273,"29178","Arbusto, cerca de 1m de altura; corola alva; subosque de cerradão",ESA087045,ESA087045,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.1699981689453,-21.7900009155273,"2",2020-11-04 11:12:12-03,ESALQ,ESA,"33058",PreservedSpecimen,Plantae,Magnoliophyta,Loganiaceae,Mostuea,muricata,Mostuea muricata,"Rocha, Y.T.",NA,NA,NA,Brasil,São Paulo,Araraquara,-48.1699981689453,-21.7900009155273,"29178",NA,ESA033058,NA,auto,M. Sobral & L. Rossi,"Zappi, D.C.","2005","01","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8899993896484,-22.0100002288818,"3",2020-12-21 16:31:45-03,MBM,MBM,"238761",PreservedSpecimen,Plantae,NA,Loganiaceae,Mostuea,muricata,Mostuea muricata,"Sobral, M.; Stehmann, J.R.; Stehmann, J.R.",NA,NA,NA,Brazil,São Paulo,São Carlos,-47.8899993896484,-22.0100002288818,"45913",NA,MBM238761,NA,auto,Sobral & Rossi,"Sobral, M.",NA,NA,NA,"8049",Southern America,Santa Eudóxia,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6100006103516,-21.8999996185303,"4",2020-12-21 16:31:45-03,MBM,MBM,"238762",PreservedSpecimen,Plantae,NA,Loganiaceae,Mostuea,muricata,Mostuea muricata,"Sobral, M.; Stehmann, J.R.; Stehmann, J.R.",NA,NA,NA,Brazil,São Paulo,Descalvado,-47.6100006103516,-21.8999996185303,"24300",NA,MBM238762,NA,auto,Sobral & Rossi,"Sobral, M.",NA,NA,NA,"8047",Southern America,Fazenda Jaguarão,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6100006103516,-21.8999996185303,"5",2013-02-04 13:32:00-02,MO,MOBOT,"100565268",PreservedSpecimen,Plantae,NA,Gelsemiaceae,Mostuea,muricata,Mostuea muricata,J.R. Stehmann|Marcos Sobral,"1997","1","21",Brazil,São Paulo,Descalvado,-47.6100006103516,-21.8999996185303,"24300",NA,NA,NA,auto,Sobral & Lc. Rossi,M. Sobral,NA,NA,NA,Stehmann 2234,South America,"Entrada para São Carlos, após a Usina.","1",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.399614,-22.610708,"6",2021-03-17 14:34:35-03,UTFPR-SL,SHPR,"997",PreservedSpecimen,Plantae,Anthophyta,Gelsemiaceae,Mostuea,muricata,Mostuea muricata,"Biral, L. | G. Marcusso","2020","06","20",Brasil,São Paulo,São Manuel,-48.399614,-22.610708,NA,"Arbusto pequeno, frutos verdes.",SHPR000997,NA,NA,Sobral & Lc. Rossi.,L. Biral,"2020","06",NA,"2133",América do Sul,Morro do Serrito,NA,48°23'58.61 W,22°36'38.55 S,exsicata,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4781,-21.7103,"7",2019-01-25 15:41:25-02,IAC,IAC,"48773",S,Plantae,NA,Gelsemiaceae,Mostuea,muricata,Mostuea muricata,"R.L.R. dos Santos; M.T.Z. Toniato; R.T. Polisel; D.C. Souza; C.O da Silva & P.D. Fogaça","2007","01","18",Brasil,São Paulo,Santa Rita do Passa Quatro,-47.4781,-21.7103,NA,NA,NA,NA,NA,Sobral & Lc.Rossi,S.L. Jung-Mendaçolli,"2007","09","18","23",NA,"PECV, Gleba Pé de Gigante",NA,"-47.4781","-21.7103",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.1199989318848,-22.7800006866455,"8",2019-02-27 14:02:10-03,UFSJ,HUFSJ,"4747",S,Plantae,NA,Gelsemiaceae,Mostuea,muricata,Mostuea muricata,"Kuhlmann, M","1956","10","05",Brasil,São Paulo,Anhembi,-48.1199989318848,-22.7800006866455,"25656","Arbusto baixinho, quase rasteiro, em solo arenoso. Flores alvas.",HUFSJ004747,NA,auto,Sobral & Rossi,NA,NA,NA,NA,"3971",NA,Mata da Fazenda Barreiro Rico.,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6100006103516,-21.8999996185303,"9",2019-02-27 14:02:10-03,UFSJ,HUFSJ,"4746",S,Plantae,NA,Gelsemiaceae,Mostuea,muricata,Mostuea muricata,"Sobral, M; Stehmann, JR","1993","11",NA,Brasil,São Paulo,Descalvado,-47.6100006103516,-21.8999996185303,"24300","Arbusto de 1m em amta mesófita; frutos maduros.",HUFSJ004746,NA,auto,Sobral & Rossi,NA,NA,NA,NA,"8047",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6100006103516,-21.8999996185303,"10",2019-12-09 10:45:55-03,UFSJ,HUFSJ,"4745",S,Plantae,NA,Gelsemiaceae,Mostuea,muricata,Mostuea muricata,"Stehmann, JR; Sobral, M","1997","01","21",Brasil,São Paulo,Descalvado,-47.6100006103516,-21.8999996185303,"24300","Arbusto em subosque de mata atingindo ca. 1,5m de altura. Frutos imaturos verdes.",HUFSJ004745,HUFSJ004745,auto,Sobral & Rossi,NA,NA,NA,NA,"2234",NA,Estrada para São Carlos após a Usina.,NA,NA,NA,NA,paratype,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
