X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,typeStatus,yearIdentified,coordinatePrecision,geoFlag,class,relatedCatalogItem,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,individualCount,fieldNumber,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.313889,-22.79,"21",2019-11-21 14:32:04-03,UFJF,CESJ,"64294",PreservedSpecimen,Plantae,Angiosperma,NA,Asteraceae,Mikania,smaragdina,Mikania smaragdina,Dusen ex Malme,J. Cordeiro,"M.G. Caxambu; et al.","2143","2008","04","19",América do Sul,Brasil,Paraná,Piraquara,Mananciais da Serra,-45.313889,-22.79,"1020","1020",NA,"Trepadeira volúvel, heliófita, com flores de cor creme. Relevo: forte ondulado. Vegetação: Floresta Ombrófila Densa Montana.",CESJ064294,NA,NA,"2008",NA,NA,NA,NA,NA,NA,"-45.313889","-22.79",NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.25,-24.55,"22",2019-12-09 15:31:02-03,UNICAMP,UEC,"108631",S,Plantae,Magnoliopsida,NA,Asteraceae,Mikania,smaragdina,Mikania smaragdina,Dusén ex Malme,NA,"Anunciação, EA; Gomes, MZ","259","1993","06","26",NA,Brazil,São Paulo,Iguape,"Estação Ecológica Juréia-Itatins, Trilha para o Morrinho, mata de encosta.",-47.25,-24.55,NA,NA,NA,Trepadeira. Flores creme.,UEC162912,UEC162912,NA,NA,NA,NA,NA,NA,NA,NA,"-47.25","-24.55",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.733333,-23.983333,"23",2021-03-01 16:24:51-03,UNICAMP,UEC,"121440",S,Plantae,Magnoliopsida,NA,Asteraceae,Mikania,smaragdina,Mikania smaragdina,Dusén ex Malme,NA,"Farah, FT; Souza, VC; Rodrigues, RR; Tamashiro, JY; Aguiar, S; Breier, TB","2076","2001","04","10",NA,Brazil,São Paulo,São Paulo,"Parque Estadual da Sera do Mar, Núcleo Curucutu, trilha do campo. floresta de neblina com campo adjacente",-46.733333,-23.983333,"800","800",NA,"liana, flores esverdeadas",UEC162914,UEC162914,NA,NA,NA,NA,NA,NA,NA,NA,"-46.733333","-23.983333",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.775417,-23.989083,"24",2021-03-01 16:24:51-03,UNICAMP,UEC,"121442",S,Plantae,Magnoliopsida,NA,Asteraceae,Mikania,smaragdina,Mikania smaragdina,Dusén ex Malme,"Oliveira, CT","Souza, FM; Duarte, AR; Sampaio, D; Bernhardt, R; Rodrigues, RR; et al.","128","2001","04","13",NA,Brazil,São Paulo,São Paulo,"Parque Estadual da Serra do Mar, Núcleo Curucutu.",-46.775417,-23.989083,"750","750",NA,"Liana, flores alvas.; Floresta ribeirinha ao longo do rio Mambu.",UEC126080,UEC126080,NA,"2015",NA,NA,NA,NA,"08",NA,"-46.775417","-23.989083",NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.994167,-24.141389,"25",2021-03-01 16:24:51-03,UNICAMP,UEC,"128535",S,Plantae,Magnoliopsida,NA,Asteraceae,Mikania,smaragdina,Mikania smaragdina,Dusén ex Malme,"Oliveira, CT","Udulutsch, RG; Berndt, A; Giannotti, M; Muniz, C; et al.","585","2002","04","21",NA,Brazil,São Paulo,Sete Barras,"Parque Estadual de Carlos Botelho, Estrada Estadual São Miguel Arcanjo-Sete Barras (SP139, km 69).",-47.994167,-24.141389,NA,NA,NA,"Liana volúvel. Flores brancas.; Floresta Ombrófila Densa Montana no entorno do rio Bonito. Coleta em borda de mata.",UEC126081,UEC126081,NA,"2015",NA,NA,NA,NA,"05",NA,"-47.994167","-24.141389",NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"27",2019-12-02 11:49:48-03,UNICAMP,UEC,"77991",S,Plantae,Magnoliopsida,NA,Asteraceae,Mikania,smaragdina,Mikania smaragdina,Dusén ex Malme,NA,"Martins, E","26494","1992","06","08",NA,Brazil,São Paulo,Campos do Jordão,Caminho para S. José dos Alpes,-45.5900001525879,-22.7299995422363,NA,NA,NA,"Liana, só com frutos, papus plumoso.",UEC162877,UEC162877,NA,NA,"21048",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"28",2021-03-01 16:24:51-03,UNICAMP,UEC,"161969",S,Plantae,Magnoliopsida,NA,Asteraceae,Mikania,smaragdina,Mikania smaragdina,Dusén ex Malme,"Oliveira, CT","Barros, F","2269","1991","04","09",NA,Brazil,São Paulo,Cananéia,"Ilha do Cardoso, Pico do Cardoso.",-47.9199981689453,-25.0100002288818,"840","840",NA,"Trepadeira em mata baixa. Capítulos com flores perfumadas, brancas.",UEC009318,UEC009318,NA,"2015","37574",auto,NA,NA,"05",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.9599990844727,-23.0699996948242,"29",2021-03-01 16:24:51-03,UNICAMP,UEC,"177450",S,Plantae,Magnoliopsida,NA,Asteraceae,Mikania,smaragdina,Mikania smaragdina,Dusén ex Malme,"Maruyama, A","Baitello, JB","534","1994","03","29",NA,Brazil,São Paulo,Cunha,"Parque estadual da Serra do Mar, estrada do Rio Bonito e Paraíbuna.",-44.9599990844727,-23.0699996948242,NA,NA,NA,"Trepadeira, prostrada, flores brancas.",UEC065874,UEC065874,NA,"2020","38855",auto,NA,NA,"05",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.9599990844727,-23.0699996948242,"30",2021-03-01 16:24:51-03,UNICAMP,UEC,"177451",S,Plantae,Magnoliopsida,NA,Asteraceae,Mikania,smaragdina,Mikania smaragdina,Dusén ex Malme,"Oliveira, CT","Baitello, JB","606","1994","03","30",NA,Brazil,São Paulo,Cunha,"Parque estadual da Serra do Mar, pedreira e arredores.",-44.9599990844727,-23.0699996948242,NA,NA,NA,"Herbácea, inflorescência branco-esverdeadas, trepadeira.; Área de solo arenoso e pedregoso, em alguns locais bastante úmido.",UEC065873,UEC065873,NA,"2015","38855",auto,NA,NA,"05",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5299987792969,-23.6599998474121,"31",2019-08-20 10:06:13-03,UNICAMP,UEC,"160568",S,Plantae,Magnoliopsida,NA,Asteraceae,Mikania,smaragdina,Mikania smaragdina,Dusén ex Malme,"Oliveira, CT","Guillaumon, JR",s.n.,"1980","07","30",NA,Brazil,São Paulo,Santo André,Alto da Serra de Paranapiacaba.,-46.5299987792969,-23.6599998474121,NA,NA,NA,NA,UEC017233,UEC017233,NA,"2015","27258",auto,NA,NA,"05",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
