X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,typeStatus,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,identifiedBy,yearIdentified,coordinatePrecision,minimumElevationInMeters,maximumElevationInMeters,geoFlag,class,verbatimLongitude,verbatimLatitude,relatedCatalogItem,monthIdentified,dayIdentified,individualCount,fieldNumber,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.618358,-23.646109,"1",2021-03-15 16:37:00-03,NY,NYBG,"355417",PreservedSpecimen,Plantae,Magnoliophyta,Laurales,Lauraceae,Nectandra,barbellata,Nectandra barbellata,Coe-Teix.,isotype,F. C. Hoehne,s.n.,"1931","09","23",South America,Brazil,São Paulo,Sao Paulo,Nativa no Jardim Botânico (Parque do Estado).,-46.618358,-23.646109,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=337115' target='other'> <mi>dwc_moreinfo</mi></a>,NY00355417,NY00355417_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.618358,-23.646109,"2",2021-03-15 16:37:00-03,NY,NYBG,"355418",PreservedSpecimen,Plantae,Magnoliophyta,Laurales,Lauraceae,Nectandra,barbellata,Nectandra barbellata,Coe-Teix.,isotype,F. C. Hoehne,s.n.,"1931","09","23",South America,Brazil,São Paulo,NA,Nativa no Jardim Botânico (Parque do Estado).,-46.618358,-23.646109,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=337116' target='other'> <mi>dwc_moreinfo</mi></a>,NY00355418,NY00355418_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.618358,-23.646109,"4",2021-03-15 16:37:00-03,NY,NYBG,"355419",PreservedSpecimen,Plantae,Magnoliophyta,Laurales,Lauraceae,Nectandra,barbellata,Nectandra barbellata,Coe-Teix.,isotype,F. C. Hoehne,s.n.,"1931","09","23",South America,Brazil,São Paulo,NA,Nativa no Jardim Botânico (Parque do Estado).,-46.618358,-23.646109,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=337119' target='other'> <mi>dwc_moreinfo</mi></a>,NY00355419,NY00355419_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.618358,-23.646109,"6",2021-03-15 16:37:00-03,NY,NYBG,"355420",PreservedSpecimen,Plantae,Magnoliophyta,Laurales,Lauraceae,Nectandra,barbellata,Nectandra barbellata,Coe-Teix.,isotype,F. C. Hoehne,s.n.,"1931","09","23",South America,Brazil,São Paulo,NA,Jardim Botânico.,-46.618358,-23.646109,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=337120' target='other'> <mi>dwc_moreinfo</mi></a>,NY00355420,NY00355420_01 NY00355420_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.621883,-23.654505,"7",2021-03-15 16:37:00-03,NY,NYBG,"469290",PreservedSpecimen,Plantae,Magnoliophyta,Laurales,Lauraceae,Nectandra,barbellata,Nectandra barbellata,Coe-Teix.,NA,W. Hoehne,"3642","1951","09","20",South America,Brazil,São Paulo,Sao Paulo,"Sao Paulo., Parque do Estado",-46.621883,-23.654505,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=337118' target='other'> <mi>dwc_moreinfo</mi></a>,NY00469290,NY00469290_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.633333,-23.55,"11",2020-02-08 09:35:48-03,NBC,NL-BOTANY,U 0002896,PreservedSpecimen,Plantae,NA,Laurales,Lauraceae,Nectandra,barbellata,Nectandra barbellata,Coe-Teix.,isotype,Hoehne FC,NA,"1931","09","23",Southern America,Brazil,São Paulo,NA,"Brazil: Proced. Jardim Botanico, S. Paulo.",-46.633333,-23.55,NA,<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200002896 target=other class=eLink> <mi>dwc_moreinfo</mi></a>,NL-U0002896,NL-U0002896,Rohwer JG,NA,NA,NA,NA,NA,Magnoliopsidae,"-46.633333","-23.55",33016 A,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"13",2020-11-04 11:11:57-03,ESALQ,ESA,"105458",PreservedSpecimen,Plantae,Magnoliophyta,NA,Lauraceae,Nectandra,barbellata,Nectandra barbellata,NA,NA,"Aguiar, O.T.",NA,"2002","03","13",NA,Brasil,São Paulo,São Miguel Arcanjo,NA,-47.9900016784668,-23.8700008392334,NA,NA,ESA105458,ESA105458,"Baitello, J.B.","2002","27904",NA,NA,auto,NA,NA,NA,NA,"03","17",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.810511,-22.823286,"18",2021-03-01 16:32:27-03,UNICAMP,UEC,"161839",S,Plantae,Magnoliopsida,NA,Lauraceae,Nectandra,barbellata,Nectandra barbellata,Coe-Teix.,NA,"Arzolla, FARDP; Pastore, JA; Vilela, FESP","1128","2007","10","09",NA,Brazil,São Paulo,Embu-Guaçu,Parque do Várzea do Embu-Guaçu.,-46.810511,-22.823286,NA,"Árvore, 10 m, botões florais.&nf;; Floresta Ombrófila Densa com inundação periódica.",UEC009477,UEC009477,"Baitello, JB","2008",NA,"740","740",NA,NA,"-46.810511","-22.823286",NA,"03","27",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.959722,-23.714444,"20",2021-03-01 16:32:27-03,UNICAMP,UEC,"146578",S,Plantae,Magnoliopsida,NA,Lauraceae,Nectandra,barbellata,Nectandra barbellata,Coe-Teix.,NA,"Arzolla, FARDP; Vilela, FESP; Paula, GCR","1046","2007","02","01",NA,Brazil,São Paulo,Cotia,Reserva Florestal do Morro Grande.,-46.959722,-23.714444,NA,"Árvore, 8 metros, com frutos.; Floresta Ombrófila Densa Montana.",UEC095047,UEC095047,"Baitello, JB","2007",NA,"928","928",NA,NA,"-46.959722","-23.714444",NA,"02","01",NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.466944,-24.79375,"22",2021-03-01 16:32:27-03,UNICAMP,UEC,"72551",S,Plantae,Magnoliopsida,NA,Lauraceae,Nectandra,barbellata,Nectandra barbellata,Coe-Teix.,NA,"Sartori, A; et al.","32673","1995","02","08",NA,Brazil,São Paulo,Barra do Turvo,"BR 116, entrada para o Bairro dos Barreiros.",-48.466944,-24.79375,NA,"Árvore 12m, DAP 20cm, flores brancas.; Mata atlântica de encosta",UEC137578,UEC137578,"Baitello, JB","1998",NA,NA,NA,NA,NA,"-48.466944","-24.79375",NA,"04","25",NA,NA,NA,"35",São Paulo,SP,Sudeste
