X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,year,month,day,country,stateProvince,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,barcode,imagecode,recordNumber,continentOcean,preparationType,previousCatalogNumber,occurrenceRemarks,phylum,order,typeStatus,locality,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,class,relatedCatalogItem,infraspecificEpithet,individualCount,fieldNumber,minimumDepthInMeters,maximumDepthInMeters,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.63,-23.5403,"22",2021-03-15 16:37:00-03,NY,NYBG,"538007",PreservedSpecimen,Plantae,Lauraceae,Ocotea,lancifolia,Ocotea lancifolia,(Schott) Mez,NA,A. Gehrt,"1925","03","18",Brazil,São Paulo,Sao Paulo,-46.63,-23.5403,NA,NA,NA,NA,NY00538007,NY00538007_01,s.n.,South America,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=347039' target='other'> <mi>dwc_moreinfo</mi></a>,Magnoliophyta,Laurales,NA,"Sao Paulo, Pirajussara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.27,-22.9303,"31",2021-03-15 16:37:00-03,NY,NYBG,"469383",PreservedSpecimen,Plantae,Lauraceae,Ocotea,lancifolia,Ocotea lancifolia,(Schott) Mez,NA,H. de F. Leitão Filho,"1979","09","10",Brazil,São Paulo,Joanópolis,-46.27,-22.9303,NA,NA,NA,NA,NY00469383,NY00469383_01,"10405",South America,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=496411' target='other'> <mi>dwc_moreinfo</mi></a>,Magnoliophyta,Laurales,NA,Nativo em area da mata a 15km da Cidade junto a Cachoeira dos Pretos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.618358,-23.646109,"44",2021-03-15 16:37:00-03,NY,NYBG,"539429",PreservedSpecimen,Plantae,Lauraceae,Ocotea,lancifolia,Ocotea lancifolia,(Schott) Mez,NA,F. C. Hoehne,"1932","07","01",Brazil,São Paulo,Sao Paulo,-46.618358,-23.646109,NA,NA,NA,NA,NY00539429,NY00539429_01,s.n.,South America,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=151914' target='other'> <mi>dwc_moreinfo</mi></a>,Magnoliophyta,Laurales,NA,"Sao Paulo, nativa no Jardim Botânico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.618358,-23.646109,"82",2021-03-15 16:37:00-03,NY,NYBG,"539426",PreservedSpecimen,Plantae,Lauraceae,Ocotea,lancifolia,Ocotea lancifolia,(Schott) Mez,NA,F. C. Hoehne,"1932","07","01",Brazil,São Paulo,NA,-46.618358,-23.646109,NA,NA,NA,NA,NY00539426,NY00539426_01,s.n.,South America,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=151911' target='other'> <mi>dwc_moreinfo</mi></a>,Magnoliophyta,Laurales,NA,"Sao Paulo, nativa no Jardim Botanico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.618358,-23.646109,"89",2021-03-15 16:37:00-03,NY,NYBG,"539428",PreservedSpecimen,Plantae,Lauraceae,Ocotea,lancifolia,Ocotea lancifolia,(Schott) Mez,NA,F. C. Hoehne,"1932","07","01",Brazil,São Paulo,Sao Paulo,-46.618358,-23.646109,NA,NA,NA,NA,NY00539428,NY00539428_01,s.n.,South America,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=151913' target='other'> <mi>dwc_moreinfo</mi></a>,Magnoliophyta,Laurales,NA,"Sao Paulo, nativa no Jardim Botânico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.63,-23.5403,"99",2021-03-15 16:37:00-03,NY,NYBG,"539427",PreservedSpecimen,Plantae,Lauraceae,Ocotea,lancifolia,Ocotea lancifolia,(Schott) Mez,NA,F. C. Hoehne,"1932","07","01",Brazil,São Paulo,Sao Paulo,-46.63,-23.5403,NA,NA,NA,NA,NY00539427,NY00539427_01,s.n.,South America,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=151912' target='other'> <mi>dwc_moreinfo</mi></a>,Magnoliophyta,Laurales,NA,Native in the Botanical Garden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.0497,-23.5903,"102",2021-03-15 16:37:00-03,NY,NYBG,"537999",PreservedSpecimen,Plantae,Lauraceae,Ocotea,lancifolia,Ocotea lancifolia,(Schott) Mez,J. G. Rohwer,E. Giannotti,"1977","03","11",Brazil,São Paulo,Itapetininga,-48.0497,-23.5903,NA,NA,NA,NA,NY00537999,NY00537999_01,"4568",South America,sheet,NA,Ex Universidade Estadual de Campinas - Unicamp <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=403444' target='other'> <mi>dwc_moreinfo</mi></a>,Magnoliophyta,Laurales,NA,Estaçao Experimental de Itapetininga. Instituto Florestal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.7099990844727,-21.9300003051758,"236",2020-11-04 11:12:04-03,ESALQ,ESA,"83590",PreservedSpecimen,Plantae,Lauraceae,Ocotea,lancifolia,Ocotea lancifolia,(Schott) Mez,"Baitello, J.B.","Árbocz, G.F.","1995","06","17",Brasil,São Paulo,Águas da Prata,-46.7099990844727,-21.9300003051758,NA,NA,NA,NA,ESA083590,ESA083590,"1542.0",NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,"13435",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.3800010681152,-22.3500003814697,"237",2020-11-04 11:12:04-03,ESALQ,ESA,"99204",PreservedSpecimen,Plantae,Lauraceae,Ocotea,lancifolia,Ocotea lancifolia,(Schott) Mez,"Brotto, M.L.","Aguirre, G.H.",NA,NA,NA,Brasil,São Paulo,Araras,-47.3800010681152,-22.3500003814697,NA,NA,NA,NA,ESA099204,ESA099204,"627.0",NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,"22739",auto,"2017","02","02",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"238",2020-11-04 11:12:04-03,ESALQ,ESA,"17034",PreservedSpecimen,Plantae,Lauraceae,Ocotea,lancifolia,Ocotea lancifolia,(Schott) Nees,"Baitello, J.B.","Souza, V.C. et al.","1993","05","22",Brasil,São Paulo,Itararé,-49.3400001525879,-24.1100006103516,NA,NA,NA,NA,ESA017034,NA,"3916.0",NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
