X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,identifiedBy,imagecode,yearIdentified,monthIdentified,verbatimLongitude,verbatimLatitude,class,relatedCatalogItem,dayIdentified,coordinatePrecision,geoFlag,fieldNumber,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-49.3400001525879,-24.1100006103516,"21",2020-11-04 11:12:11-03,ESALQ,ESA,"12214",PreservedSpecimen,Plantae,Magnoliophyta,NA,Lentibulariaceae,Genlisea,repens,Genlisea repens,Benj.,"Souza, V.C. et al.","4522.0","1993","10","30",NA,Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,NA,NA,ESA012214,"Gonella, P.M.",ESA012214_1 ESA012214_2,NA,NA,NA,NA,NA,NA,NA,"27729",auto,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"23",2020-11-04 11:12:11-03,ESALQ,ESA,"12244",PreservedSpecimen,Plantae,Magnoliophyta,NA,Lentibulariaceae,Genlisea,repens,Genlisea repens,Benj.,"Souza, V.C. et al.","7211.0","1994","11","13",NA,Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,NA,NA,ESA012244,"Scaramuzza, C.A.M.",NA,NA,NA,NA,NA,NA,NA,NA,"27729",auto,NA,NA,"35",São Paulo,SP,Sudeste
-48.19428,-22.41273,"104",2019-11-13 11:23:26-03,USP,SPF,"135488",PreservedSpecimen,Plantae,NA,NA,Lentibulariaceae,Genlisea,repens,Genlisea repens,Benj.,"Rivadavia, F","848","1999","03","20",NA,Brasil,São Paulo,Botucatu,NA,-48.19428,-22.41273,"800","800",NA,NA,SPF00135488,"Rivadavia, F",SPF00135488,"1999",NA,"-48.19428","-22.41273",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"146",2019-11-13 11:23:26-03,USP,SPF,"143387",PreservedSpecimen,Plantae,NA,NA,Lentibulariaceae,Genlisea,repens,Genlisea repens,Benj.,"Pinheiro, F","56","2000","11",NA,NA,Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,NA,NA,SPF00143387,"Rivadavia, F",SPF00143387,"2003","05",NA,NA,NA,NA,NA,"27729",auto,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"154",2020-11-12 17:00:30-03,UEL,FUEL,"19438",PreservedSpecimen,Plantae,Tracheophyta,Lamiales,Lentibulariaceae,Genlisea,repens,Genlisea repens,Benj.,"Saridakis, DP; Cazetta, M; Dias, AT",s.n.,"1996","01","14",NA,Brasil,São Paulo,Itararé,"Margem esq. Rio Verde; limite Itararé-Itapeva, Itapeva limite Itararé R. Verde",-49.3400001525879,-24.1100006103516,NA,NA,NA,NA,NA,"Saridakis, DP",NA,"1996",NA,NA,NA,NA,NA,NA,"27729",auto,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"163",2020-03-05 09:44:41-03,IBt,SP,"287240",S,Plantae,NA,NA,Lentibulariaceae,Genlisea,repens,Genlisea repens,Benj.,"Souza, VC; et al.","7211","1994","11","13",NA,Brasil,São Paulo,Itararé,"Estrada Itararé - Bom Sucesso de Itararé, Fazenda Ibiti (Ripasa)",-49.3400001525879,-24.1100006103516,NA,NA,NA,NA,NA,"Corrêa, MA",NA,"1994","11",NA,NA,NA,NA,"13","27729",auto,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"164",2020-03-05 09:44:41-03,IBt,SP,"343058",S,Plantae,NA,NA,Lentibulariaceae,Genlisea,repens,Genlisea repens,Benj.,"Barros, F","2934","2000","02","07",NA,Brasil,São Paulo,Itararé,"Sp 258, Km 324, margem do rio Verde",-49.3400001525879,-24.1100006103516,NA,NA,NA,NA,NA,"Gonella, PM",NA,"2010","11",NA,NA,NA,NA,"12","27729",auto,NA,NA,"35",São Paulo,SP,Sudeste
-45.8800010681152,-23.1700000762939,"165",2020-03-05 09:44:41-03,IBt,SP,"93636",S,Plantae,NA,NA,Lentibulariaceae,Genlisea,repens,Genlisea repens,Benj.,"Mimura, I","61","1961","10","25",NA,Brasil,São Paulo,São José dos Campos,NA,-45.8800010681152,-23.1700000762939,NA,NA,NA,NA,NA,"Corrêa, MA",NA,"1995","06",NA,NA,NA,NA,NA,"39297",auto,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"166",2020-03-05 09:44:41-03,IBt,SP,"14840",S,Plantae,NA,NA,Lentibulariaceae,Genlisea,repens,Genlisea repens,Benj.,"Usteri, A",s.n.,"1906","09","28",NA,Brasil,São Paulo,São Paulo,Avenida Paulista,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,"Corrêa, MA",NA,"1995","06",NA,NA,NA,NA,NA,"53584",auto,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"167",2020-03-05 09:44:41-03,IBt,SP,"7213",S,Plantae,NA,NA,Lentibulariaceae,Genlisea,repens,Genlisea repens,Benj.,"Brade, AC","5878","1911","12",NA,NA,Brasil,São Paulo,São Paulo,Bairro Saúde,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,"Corrêa, MA",NA,"1995","06",NA,NA,NA,NA,NA,"53584",auto,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"168",2020-03-05 09:44:41-03,IBt,SP,"571",S,Plantae,NA,NA,Lentibulariaceae,Genlisea,repens,Genlisea repens,Benj.,"Hoehne, FC",s.n.,"1917","09",NA,NA,Brasil,São Paulo,São Paulo,Butantã,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,"Corrêa, MA",NA,"1997","10",NA,NA,NA,NA,"22","53584",auto,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"169",2020-03-05 09:44:41-03,IBt,SP,"480",S,Plantae,NA,NA,Lentibulariaceae,Genlisea,repens,Genlisea repens,Benj.,"Hoehne, FC",s.n.,"1917","08","31",NA,Brasil,São Paulo,São Paulo,Butantã,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,"Corrêa, MA",NA,"1995","06",NA,NA,NA,NA,NA,"53584",auto,NA,NA,"35",São Paulo,SP,Sudeste
