X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,occurrenceRemarks,barcode,imagecode,minimumElevationInMeters,maximumElevationInMeters,yearIdentified,monthIdentified,dayIdentified,typeStatus,continentOcean,preparationType,previousCatalogNumber,phylum,order,infraspecificEpithet,coordinatePrecision,geoFlag,class,relatedCatalogItem,relationshipType,individualCount,eventTime,fieldNumber,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-48.0499992370605,-23.5900001525879,"306",2021-03-15 16:37:00-03,NY,NYBG,"1522423",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,guianensis,Myrcia guianensis,(Aubl.) DC.,B. S. Amorim,J. Mattos,"10728","1962","11","21",Brazil,São Paulo,Itapetininga,"Via Alambari, 2 km da estrada de Itapetininga a Sorocaba",-48.0499992370605,-23.5900001525879,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1751682' target='other'> <mi>dwc_moreinfo</mi></a>,NY01522423,NY01522423_01,NA,NA,NA,NA,NA,NA,South America,sheet,NA,Magnoliophyta,Myrtales,NA,"40712",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8199996948242,-22.25,"307",2021-03-15 16:37:00-03,NY,NYBG,"1281669",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,guianensis,Myrcia guianensis,(Aubl.) DC.,M. L. Kawasaki,R. A. de Pinho,"65","1966","09","10",Brazil,São Paulo,Itirapina,NA,-47.8199996948242,-22.25,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1736475' target='other'> <mi>dwc_moreinfo</mi></a>,NY01281669,NY01281669_01,NA,NA,NA,NA,NA,NA,South America,sheet,NA,Magnoliophyta,Myrtales,NA,"22843",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.142,-22.242,"325",2021-03-15 16:37:00-03,NY,NYBG,"616244",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,lingua,Myrcia lingua,O.Berg,C. M. D. E. Legrand,G. Eiten,"2386","1960","09","22",Brazil,São Paulo,Moji-Guaçu,"Campos das Sete Lagoas. Fazenda Campininha, just north of Rio Moji-Guaçu 10 km NNE of Padua Sales (about 27 km NW of city of Moji-Mirim)",-47.142,-22.242,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=592433' target='other'> <mi>dwc_moreinfo</mi></a>,NY00616244,NY00616244_01,"650","650",NA,NA,NA,NA,South America,sheet,NA,Magnoliophyta,Myrtales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.142,-22.242,"326",2021-03-15 16:37:00-03,NY,NYBG,"616243",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,lingua,Myrcia lingua,O.Berg,C. M. D. E. Legrand,G. Eiten,"2389","1960","09","22",Brazil,São Paulo,Moji-Guaçu,"Campos das Sete Lagoas. Fazenda Campininha, just north of Rio Moji-Guaçu 10 km NNE of Padua Sales (about 27 km NW of city of Moji-Mirim)",-47.142,-22.242,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=592432' target='other'> <mi>dwc_moreinfo</mi></a>,NY00616243,NY00616243_01,"650","650",NA,NA,NA,NA,South America,sheet,NA,Magnoliophyta,Myrtales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.142,-22.242,"327",2021-03-15 16:37:00-03,NY,NYBG,"616245",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,lingua,Myrcia lingua,O.Berg,C. M. D. E. Legrand,G. Eiten,"2383","1960","09","22",Brazil,São Paulo,Moji-Guaçu,"Campos das Sete Lagoas. Fazenda Campininha, just north of Rio Moji-Guaçu 10 km NNE of Padua Sales (about 27 km NW of city of Moji-Mirim)",-47.142,-22.242,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=592434' target='other'> <mi>dwc_moreinfo</mi></a>,NY00616245,NY00616245_01,"650","650",NA,NA,NA,NA,South America,sheet,NA,Magnoliophyta,Myrtales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.164784,-22.242395,"333",2021-03-15 16:37:00-03,NY,NYBG,"616312",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,nigropunctata,Myrcia nigropunctata,(O.Berg) N.Silveira,W. Mantovani,W. Mantovani,"867","1980","08","05",Brazil,São Paulo,Moji-Guaçu,"Martinho Prado, Reserva Biológica da Fazenda Campininha",-47.164784,-22.242395,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=627300' target='other'> <mi>dwc_moreinfo</mi></a>,NY00616312,NY00616312_01,NA,NA,NA,NA,NA,NA,South America,sheet,NA,Magnoliophyta,Myrtales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.9,-23,"351",2021-03-15 16:37:00-03,NY,NYBG,"1522372",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,obtecta,Myrcia obtecta,(O.Berg) Kiaersk.,NA,A. Custodio Filho,"266","1980","07","07",Brazil,São Paulo,Cunha,Reserva Florestal.,-44.9,-23,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1751590' target='other'> <mi>dwc_moreinfo</mi></a>,NY01522372,NY01522372_01,"1200",NA,NA,NA,NA,NA,South America,sheet,NA,Magnoliophyta,Myrtales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.416667,-22.75,"423",2021-02-08 11:09:35-03,UNESP-IBB,BOTU,"5267",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,guianensis,Myrcia guianensis,(Aubl.) DC.,"Faria Jr., J.E.Q.","Vannucci, L.","33","1972","10","31",Brasil,São Paulo,Botucatu,"18 km de Botucatu, 14 km oeste de São manuel, ao longo da estrada de São Manuel-Piracicaba próximo a estação 13 de maio",-48.416667,-22.75,48°25'w,22°45's,NA,BOTU005267,NA,NA,NA,"2010","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.416667,-22.75,"426",2021-02-08 11:09:35-03,UNESP-IBB,BOTU,"3112",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,guianensis,Myrcia guianensis,(Aubl.) DC.,"Faria Jr., J.E.Q.","Silva, C.L.","33","1972","11","30",Brasil,São Paulo,Botucatu,"18 km de Botucatu, 14 km oeste de São Manuel, ao longo da estrada de São Manuel-Piracicaba próximo a estação 13 de maio",-48.416667,-22.75,48°25'w,22°45's,NA,BOTU003112,NA,NA,NA,"2010","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.416667,-22.75,"428",2021-02-08 11:09:35-03,UNESP-IBB,BOTU,"2319",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,guianensis,Myrcia guianensis,(Aubl.) DC.,"Faria Jr., J.E.Q.","Yida, A.T.","30","1972","10","31",Brasil,São Paulo,Botucatu,"Ao longo da estrada de São Manuel - Piracicaba, próximo a es-estação 13 de Maio da estrada de ferro Sorocabana",-48.416667,-22.75,48°25'w,22°45's,NA,BOTU002319,NA,NA,NA,"2010","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.433333,-22.866667,"431",2021-02-08 11:09:35-03,UNESP-IBB,BOTU,"29520",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,guianensis,Myrcia guianensis,(Aubl.) DC.,NA,"Bignotto, R.B.","229","2004","03","10",Brasil,São Paulo,Botucatu,NA,-48.433333,-22.866667,48°26'w,22°52's,"Árvore 7m, frutos imaturos verdes.; Coleção: Jardim Botânico UNESP Botucatu",BOTU029520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.416667,-22.75,"434",2021-02-08 11:09:35-03,UNESP-IBB,BOTU,"2331",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,guianensis,Myrcia guianensis,(Aubl.) DC.,"Faria Jr.; J.E.Q.","Silva, C.L.","31","1972","10","31",Brasil,São Paulo,Botucatu,"A 18 km de Botucatu, 14 km oeste de São Manuel ao longo da estrada São Manuel -Piracicaba, próximo a estação 13 de Maio",-48.416667,-22.75,48°25'w,22°45's,NA,BOTU002331,NA,NA,NA,"2010","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.375,-22.875,"441",2021-02-08 11:09:35-03,UNESP-IBB,BOTU,"2299",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,guianensis,Myrcia guianensis,(Aubl.) DC.,"Faria Jr., J.E.Q.","Nasser, J.","37","1972","10","15",Brasil,São Paulo,Botucatu,"A 20 km de Botucatu, fazenda Mac",-48.375,-22.875,48°22'30w,22°52'30s,NA,BOTU002299,NA,NA,NA,"2010","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.284722,-22.8,"442",2021-02-08 11:09:35-03,UNESP-IBB,BOTU,"13460",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,guianensis,Myrcia guianensis,(Aubl.) DC.,"Faria Jr., J.E.Q.","Bicudo, L.R.H.","162","1985","12","10",Brasil,São Paulo,Botucatu,"A margem da rodovia municipal (estrada do Roberto) , que liga Vitoriana ao Rio Bonito e Naútica, a mais ou menos 5 km de Vitoriana, fazenda Gold Farm",-48.284722,-22.8,48°17'5w,22°48's,NA,BOTU013460,NA,NA,NA,"2010","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.416667,-22.75,"443",2021-02-08 11:09:35-03,UNESP-IBB,BOTU,"2324",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,guianensis,Myrcia guianensis,(Aubl.) DC.,"Faria Jr., J.E.Q.","Seabra, C.A.N.","11","1972","10","31",Brasil,São Paulo,Botucatu,"18 km ao norte deste, 14 km leste de São Manuel, ao longo da estrada de São Manuel-Piracicaba próximo a estação 13 de maio",-48.416667,-22.75,48°25'w,22°45's,NA,BOTU002324,NA,NA,NA,"2010","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.375,-22.875,"447",2021-02-08 11:09:35-03,UNESP-IBB,BOTU,"2335",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,guianensis,Myrcia guianensis,(Aubl.) DC.,"Faria Jr., J.E.Q.","Cozzo, R.A.G.","31","1972","10","24",Brasil,São Paulo,Botucatu,"A 20 km de Botucatu, fazenda Mac",-48.375,-22.875,48°22'30w,22°52'30s,NA,BOTU002335,NA,NA,NA,"2010","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.433333,-22.866667,"452",2021-02-08 11:09:35-03,UNESP-IBB,BOTU,"29521",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,guianensis,Myrcia guianensis,(Aubl.) DC.,NA,"Bignotto, R.B.","73","2003","10","20",Brasil,São Paulo,Botucatu,NA,-48.433333,-22.866667,48°26'w,22°52's,"Árvore 5m, corola e androceu brancos, aroma agradável.; Coleção: Jardim Botânico UNESP Botucatu",BOTU029521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.375,-22.875,"457",2021-02-08 11:09:35-03,UNESP-IBB,BOTU,"2329",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,guianensis,Myrcia guianensis,(Aubl.) DC.,"Faria Jr., J.E.Q.","Costa, F.","26","1972","10","24",Brasil,São Paulo,Botucatu,"A 20 km de Botucatu, fazenda Mac",-48.375,-22.875,48°22'30w,22°52'30s,NA,BOTU002329,NA,NA,NA,"2010","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.416667,-22.75,"461",2021-02-08 11:09:35-03,UNESP-IBB,BOTU,"2306",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,guianensis,Myrcia guianensis,(Aubl.) DC.,"Faria Jr., J.E.Q.","Seabra, C.A.N.","18","1972","10","31",Brasil,São Paulo,Botucatu,"18 km ao norte deste, 14 km leste de São manuel, ao longo da estrada de São Manuel-Piracicaba próximo a estação 13 de maio",-48.416667,-22.75,48°25'w,22°45's,NA,BOTU002306,NA,NA,NA,"2010","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.416667,-22.75,"462",2021-02-08 11:09:35-03,UNESP-IBB,BOTU,"4138",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,guianensis,Myrcia guianensis,(Aubl.) DC.,"Faria Jr., J.E.Q.","Kanagawa, A.I.","49","1972","10","31",Brasil,São Paulo,Botucatu,"18 km ao norte deste, 14 km oeste de São Manuel, ao longo da estrada de São Manuel-Piracicaba próximo a estação 13 de maio",-48.416667,-22.75,48°25'w,22°45's,NA,BOTU004138,NA,NA,NA,"2010","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.433333,-22.866667,"463",2021-02-08 11:09:35-03,UNESP-IBB,BOTU,"29518",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,guianensis,Myrcia guianensis,(Aubl.) DC.,NA,"Bignotto, R.B.","56","2003","10","07",Brasil,São Paulo,Botucatu,NA,-48.433333,-22.866667,48°26'w,22°52's,"Árvode de 4m, botões florais imaturos verdes.; Coleção: Jardim Botânico UNESP Botucatu",BOTU029518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-51.906944,-21.504444,"464",2021-02-08 11:09:35-03,UNESP-IBB,BOTU,"22132",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,guianensis,Myrcia guianensis,(Aubl.) DC.,NA,"Bicudo, L.R.H.","116","1998","10","14",Brasil,São Paulo,Panorama,NA,-51.906944,-21.504444,51°54'25w,21°30'16s,"Mata, 2 m de altura, botões verdes",BOTU022132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.416667,-22.75,"469",2021-02-08 11:09:35-03,UNESP-IBB,BOTU,"6827",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,guianensis,Myrcia guianensis,(Aubl.) DC.,"Faria Jr., J.E.Q.","Chagas, F.N.","153","1976","08","03",Brasil,São Paulo,Botucatu,Próximo a estação da estrada de terra Sorocabana,-48.416667,-22.75,48°25'w,22°45's,NA,BOTU006827,NA,NA,NA,"2010","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.416667,-22.75,"471",2021-02-08 11:09:35-03,UNESP-IBB,BOTU,"5319",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,guianensis,Myrcia guianensis,(Aubl.) DC.,"Faria Jr., J.E.Q.","Martini, M.H.","37","1972","10","31",Brasil,São Paulo,Botucatu,"18 km de Botucatu, 14 km oeste de São Manuel, ao longo da estrada de São Manuel-Piracicaba próximo a estação 13 de maio",-48.416667,-22.75,48°25'w,22°45's,NA,BOTU005319,NA,NA,NA,"2010","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.284722,-22.8,"479",2021-02-08 11:09:35-03,UNESP-IBB,BOTU,"13464",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,guianensis,Myrcia guianensis,(Aubl.) DC.,"Faria Jr., J.E.Q.","Bicudo, L.R.H.","893","1986","04","01",Brasil,São Paulo,Botucatu,"A margem da rodovia municipal (estrada do Roberto) , que liga Vitoriana ao Rio Bonito e Naútica, a mais ou menos 5 km de Vitoriana, fazenda Gold Farm",-48.284722,-22.8,48°17'5w,22°48's,NA,BOTU013464,NA,NA,NA,"2010","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.416667,-22.75,"481",2021-02-08 11:09:35-03,UNESP-IBB,BOTU,"3240",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,guianensis,Myrcia guianensis,(Aubl.) DC.,"Faria Jr., J.E.Q.","Arao, Y.","3","1972","10","31",Brasil,São Paulo,Botucatu,"18 km ao norte deste, 14 km oeste de São Manuel, ao longo da estrada de São Manuel-Piracicaba próximo a estação 13 de maio",-48.416667,-22.75,48°25'w,22°45's,NA,BOTU003240,NA,NA,NA,"2010","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.375,-22.875,"482",2021-02-08 11:09:35-03,UNESP-IBB,BOTU,"2326",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,guianensis,Myrcia guianensis,(Aubl.) DC.,"Faria Jr., J.E.Q.","Endo, W.","38","1972","09","19",Brasil,São Paulo,Botucatu,"A 20 km de Botucatu, fazenda Mac",-48.375,-22.875,48°22'30w,22°52'30s,NA,BOTU002326,NA,NA,NA,"2010","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.416667,-22.75,"483",2021-02-08 11:09:35-03,UNESP-IBB,BOTU,"2227",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,guianensis,Myrcia guianensis,(Aubl.) DC.,"Faria Jr., J.E.Q.","Cantarella, H.","34","1972","10","31",Brasil,São Paulo,Botucatu,"Ao longo da estrada de São Manuel - Piracicaba, próximo a es-estação 13 de Maio da estrada de ferro Sorocabana",-48.416667,-22.75,48°25'w,22°45's,NA,BOTU002227,NA,NA,NA,"2010","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.284722,-22.8,"491",2021-02-08 11:09:35-03,UNESP-IBB,BOTU,"13473",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,guianensis,Myrcia guianensis,(Aubl.) DC.,"Faria Jr., J.E.Q.","Bicudo, L.R.H.","240","1986","01","07",Brasil,São Paulo,Botucatu,"A margem da rodovia municipal (estrada do Roberto) , que liga Vitoriana ao Rio Bonito e Naútica, a mais ou menos 5 km de Vitoriana, fazenda Gold Farm",-48.284722,-22.8,48°17'5w,22°48's,NA,BOTU013473,NA,NA,NA,"2010","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
