X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,coordinatePrecision,geoFlag,typeStatus,yearIdentified,monthIdentified,individualCount,dayIdentified,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-44.5699996948242,-22.6399993896484,"19",2019-11-21 10:14:42-03,IBt,SP,"10019",S,Plantae,NA,NA,Poaceae,Aristida,brasiliensis,Aristida brasiliensis,Longhi-Wagner,"Longhi Wagner, HM","Loefgren, A",CGG2364,"1894","04","06",NA,Brasil,São Paulo,"Campo de Bocaina, campo, Invernada, Pinhal.",NA,NA,NA,"Alt. 0,8-1m, caule liso, glauco, spica subsimpl., vulgar.",SP009958,SP009958,São José do Barreiro,-44.5699996948242,-22.6399993896484,NA,NA,"30784",auto,Paratype,"2001",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"20",2019-11-21 10:14:42-03,IBt,SP,"10023",S,Plantae,NA,NA,Poaceae,Aristida,brasiliensis,Aristida brasiliensis,Longhi-Wagner,"Longhi Wagner, HM","Usteri, A",s.n.,"1908","01","19",NA,Brasil,São Paulo,"Ipiranga, Herbário da Escola Polit. de S. Paulo.",NA,NA,NA,NA,SP040566,SP040566,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,"53584",auto,NA,"1991","12",NA,"27","35",São Paulo,SP,Sudeste
