X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,continentOcean,country,stateProvince,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,year,month,day,county,locality,minimumElevationInMeters,maximumElevationInMeters,typeStatus,yearIdentified,verbatimLongitude,verbatimLatitude,coordinatePrecision,geoFlag,monthIdentified,dayIdentified,class,fieldNumber,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-48.5046997070312,-24.7563991546631,"11",2020-11-04 11:14:56-03,ESALQ,ESA,"52215",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Myrcia,plusiantha,Myrcia plusiantha,Kiaersk.,"Sobral, M.","Barbosa, E. et al.","931.0",NA,Brasil,São Paulo,-48.5046997070312,-24.7563991546631,NA,NA,ESA052215,ESA052215,"2004","02","28",Barra do Turvo,NA,NA,NA,NA,"2005",NA,NA,"38172",auto,"01","01",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.7799987792969,-24.1800003051758,"13",2020-11-04 11:14:56-03,ESALQ,ESA,"75344",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Myrcia,plusiantha,Myrcia plusiantha,Kiaersk.,"Santos, M.F.","Souza, F.M.; Duarte, A.R.; Sampaio, D.; Bernhardt, R.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","182.0",NA,Brasil,São Paulo,-46.7799987792969,-24.1800003051758,NA,"Árvore, ca. 8m alt.",ESA075344,NA,"2001","04","16",Itanhaém,"Parque Estadual da Serra do Mar, Núcleo Curucutu. Floresta Ombrófila Densa Baixomontana no entorno do Vale do Rio Mambu. 24o02'51,7S; 46o49'05,7W. 30-100msm.",NA,NA,NA,"2014",NA,NA,"26998",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.504925,-24.757996,"16",2018-03-08 09:13:18-03,ASU,ASU-PLANTS,ASU0055470,PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Myrtaceae,Myrcia,plusiantha,Myrcia plusiantha,Kiaersk.,"M. Sobral, 2005","E. Barbosa; J.M. Silva, J. Vaz","931",NA,Brazil,Sao Paulo,-48.504925,-24.757996,NA,"Arvore, 10m, flor alva. Floresta atlantica.",NA,NA,"2004","2","28",NA,Posto Manecao (mun. Barra do Turvo).,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.414889,-24.962361,"17",2021-03-01 16:36:44-03,UNICAMP,UEC,"72621",S,Plantae,Magnoliopsida,NA,Myrtaceae,Myrcia,plusiantha,Myrcia plusiantha,Kiaersk.,"Santos, MF","Rodrigues, RR; et al.","33447",NA,Brazil,São Paulo,-48.414889,-24.962361,NA,"Árvore 6m, flores brancas, estames amarelos",UEC106123,UEC106123,"1995","02","14",Jacupiranga,Parque Estadual de Jacupiranga,NA,NA,NA,"2014","-48.414889","-24.962361",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.9599990844727,-23.0699996948242,"21",2021-03-01 16:36:44-03,UNICAMP,UEC,"29097",S,Plantae,Magnoliopsida,NA,Myrtaceae,Myrcia,plusiantha,Myrcia plusiantha,Kiaersk.,"Santos, MF","Martins, FR; Dias, AC","12378",NA,Brazil,São Paulo,-44.9599990844727,-23.0699996948242,NA,"Arvoreta de 6m, no interior da mata. Frutos apenas.",UEC111223,UEC111223,"1980","07","11",Cunha,Reserva Estadual de Cunha.,NA,NA,NA,"2019",NA,NA,"38855",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.5046997070312,-24.7563991546631,"38",2020-12-21 16:37:22-03,MBM,MBM,"293566",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Myrcia,plusiantha,Myrcia plusiantha,Kiaersk.,"Sobral, M.","Barboza, E.; Silva, J.M.; Vaz, J.; Silva, J.M.; Vaz, J.","931",Southern America,Brazil,São Paulo,-48.5046997070312,-24.7563991546631,NA,NA,MBM293566,MBM293566,"2004","02","28",Barra do Turvo,Posto Manecão,NA,NA,NA,NA,NA,NA,"38172",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.3199996948242,-22.6800003051758,"152",2019-11-13 11:27:08-03,USP,SPF,"204716",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Myrcia,plusiantha,Myrcia plusiantha,Kiaersk.,"Sobral, M","Martinelli, G","6706",NA,Brasil,São Paulo,-44.3199996948242,-22.6800003051758,NA,NA,SPF00204716,NA,"1980","04","05",Bananal,Parque Nacional da Serra da Bocaina,"1000","1150",NA,"2010",NA,NA,"26795",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.5046997070312,-24.7563991546631,"153",2019-11-13 11:27:08-03,USP,SPF,"170466",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Myrcia,plusiantha,Myrcia plusiantha,Kiaersk.,"Sobral, M","Barbosa, E","931",NA,Brasil,São Paulo,-48.5046997070312,-24.7563991546631,NA,NA,SPF00170466,NA,"2004","02","28",Barra do Turvo,NA,NA,NA,NA,"2005",NA,NA,"38172",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"154",2019-11-13 11:27:08-03,USP,SPF,"202740",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Myrcia,plusiantha,Myrcia plusiantha,Kiaersk.,"Santos, MF","Barros, F","2009",NA,Brasil,São Paulo,-47.9199981689453,-25.0100002288818,NA,NA,SPF00202740,NA,"1990","12","03",Cananéia,Ilha do Cardoso,NA,NA,NA,"2014",NA,NA,"37574",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"155",2021-03-15 18:29:02-03,USP,SPF,"214564",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Myrcia,plusiantha,Myrcia plusiantha,Kiaersk.,"Santos, MF","Leitão Filho, HF","17997",NA,Brasil,São Paulo,-47.9199981689453,-25.0100002288818,NA,"Árvore até 20m; flores brancas.; Mata restinga.",SPF00214564,NA,"1985","12","03",Cananéia,Ilha do Cardoso,NA,NA,NA,NA,NA,NA,"37574",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
