X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,recordedBy,year,month,day,continentOcean,country,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,typeStatus,phylum,order,scientificNameAuthorship,recordNumber,locality,imagecode,identifiedBy,stateProvince,county,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,verbatimLongitude,verbatimLatitude,yearIdentified,monthIdentified,dayIdentified,class,coordinatePrecision,geoFlag,infraspecificEpithet,fieldNumber,individualCount,relatedCatalogItem,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-48.434167,-22.872222,"21",2021-02-18 09:29:59-03,UNESP-IBB,BOTU,"30014",PreservedSpecimen,Plantae,Lauraceae,Ocotea,minarum,Ocotea minarum,NA,"1994","02","18",NA,Brasil,NA,NA,"Árvore, 4,5 m de altura, flores esverdeadas claras, estames amarelos; Coleção: Jardim Botânico UNESP Botucatu",BOTU030014,NA,NA,NA,(Nees & Mart.) Mez,"104",NA,NA,NA,São Paulo,Botucatu,-48.434167,-22.872222,NA,NA,48°26'3w,22°52'20s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.434167,-22.872222,"28",2021-02-18 09:29:59-03,UNESP-IBB,BOTU,"30019",PreservedSpecimen,Plantae,Lauraceae,Ocotea,minarum,Ocotea minarum,NA,"1994","04","25",NA,Brasil,NA,NA,Jardim Botânico UNESP Botucatu,BOTU030019,NA,NA,NA,(Nees & Mart.) Mez,"25",NA,NA,NA,São Paulo,Botucatu,-48.434167,-22.872222,NA,NA,48°26'3w,22°52'20s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.9000015258789,-21.1800003051758,"43",2020-11-04 11:12:04-03,ESALQ,ESA,"15509",PreservedSpecimen,Plantae,Lauraceae,Ocotea,minarum,Ocotea minarum,"Souza, V.C. et al.","1994","04","15",NA,Brasil,NA,NA,NA,ESA015509,NA,Magnoliophyta,NA,(Nees) Mez,"5713.0",NA,NA,"Baitello, J.B.",São Paulo,Pindorama,-48.9000015258789,-21.1800003051758,NA,NA,NA,NA,NA,NA,NA,NA,"14884",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"44",2020-11-04 11:12:04-03,ESALQ,ESA,"29617",PreservedSpecimen,Plantae,Lauraceae,Ocotea,minarum,Ocotea minarum,"Ivanauskas, N.M.","1995","10","01",NA,Brasil,NA,NA,NA,ESA029617,NA,Magnoliophyta,NA,NA,"1129.0",NA,NA,NA,São Paulo,Pariquera-Açu,-47.8800010681152,-24.7099990844727,NA,NA,NA,NA,NA,NA,NA,NA,"17990",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.9799995422363,-22.4599990844727,"45",2020-11-04 11:12:04-03,ESALQ,ESA,"118874",PreservedSpecimen,Plantae,Lauraceae,Ocotea,minarum,Ocotea minarum,"Colletta, G.D.","2012","05","01",NA,Brasil,NA,NA,"Árvore, 8m, flores creme",ESA118874,NA,Magnoliophyta,NA,NA,"659.0",Mata ao lada da Faz. São Joâo do Guarantã,NA,"Colletta, G.D. & Alves, F.M.",São Paulo,Agudos,-48.9799995422363,-22.4599990844727,NA,NA,NA,NA,"2012","05","16",NA,"52219",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.7999992370605,-22.5900001525879,"51",2020-11-04 11:12:04-03,ESALQ,ESA,"19733",PreservedSpecimen,Plantae,Lauraceae,Ocotea,minarum,Ocotea minarum,"Tamashiro, J.Y.","1995","06","12",NA,Brasil,NA,NA,NA,ESA019733,NA,Magnoliophyta,NA,(Nees) Mez,"1070.0",NA,NA,"Baitello, J.B.",São Paulo,Lençóis Paulista,-48.7999992370605,-22.5900001525879,NA,NA,NA,NA,NA,NA,NA,NA,"29915",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.6800003051758,-19.9899997711182,"52",2020-11-04 11:12:04-03,ESALQ,ESA,"20403",PreservedSpecimen,Plantae,Lauraceae,Ocotea,minarum,Ocotea minarum,"Nave, A.G.","1995","05","27",NA,Brasil,NA,NA,NA,ESA020403,NA,Magnoliophyta,NA,(Meissn.) Mez,NA,NA,NA,"Baitello, J.B.",São Paulo,Riolândia,-49.6800003051758,-19.9899997711182,NA,NA,NA,NA,NA,NA,NA,NA,"23145",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.6100006103516,-23.1000003814697,"53",2020-11-04 11:12:04-03,ESALQ,ESA,"32931",PreservedSpecimen,Plantae,Lauraceae,Ocotea,minarum,Ocotea minarum,"Souza, J.P.; Souza, V.C.; Duarte, A.R.; Elias, S.I.","1996","04","27",NA,Brasil,NA,NA,"Arbusto; flores creme.",ESA032931,NA,Magnoliophyta,NA,(Nees) Mez,"619.0","26 km de Itatinga, em direção a Angatuba. 23º17'43,1S, 48º31'51,5W. 610 m.s.m. Pasto, em área originalmente ocupada por cerrado",NA,"Baitello, J.B.",São Paulo,Itatinga,-48.6100006103516,-23.1000003814697,NA,NA,NA,"-23,295,306",NA,NA,NA,NA,"28219",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.9000015258789,-21.1800003051758,"55",2020-11-04 11:12:04-03,ESALQ,ESA,"15507",PreservedSpecimen,Plantae,Lauraceae,Ocotea,minarum,Ocotea minarum,"Souza, V.C. et al.","1994","04","15",NA,Brasil,NA,NA,NA,ESA015507,NA,Magnoliophyta,NA,(Meissn.) Mez,"5715.0",NA,NA,"Baitello, J.B.",São Paulo,Pindorama,-48.9000015258789,-21.1800003051758,NA,NA,NA,NA,NA,NA,NA,NA,"14884",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.71,-22.23,"62",2015-07-02 14:02:31-03,JBP,HPL,"3854",S,Plantae,Lauraceae,Ocotea,minarum,Ocotea minarum,G.F. Arbocz,"1997","05","25",NA,Brasil,NA,NA,NA,NA,NA,NA,NA,"Mart. ex Nees,","1466",Coletado nas proximidades da cidade em área de cerrado.,NA,H. Lorenzi,SP,Itapui,-48.71,-22.23,NA,NA,NA,NA,"1997","05","25",NA,"9978",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.17,-22.06,"64",2015-07-02 14:02:31-03,JBP,HPL,"9090",S,Plantae,Lauraceae,Ocotea,minarum,Ocotea minarum,H. Lorenzi,"1992","10","25",NA,Brasil,NA,NA,NA,NA,NA,NA,NA,(Nees & C. Mart.) Mez,"138","Coletado na estrada de terra para Brotas, cerca de 3 km de Rib. Bonito-SP.",NA,H. Lorenzi,SP,Ribeirão Bonito,-48.17,-22.06,NA,NA,NA,NA,"1992","10","25",NA,"20347",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.17,-22.06,"65",2015-07-02 14:02:31-03,JBP,HPL,"9732",S,Plantae,Lauraceae,Ocotea,minarum,Ocotea minarum,H. Lorenzi,"1993","08","25",NA,Brasil,NA,NA,NA,NA,NA,NA,NA,(Nees & C. Mart.) Mez,"338","Coletado na estrada de terra para Brotas, a ca. 5km de Ribeirão Bonito.",NA,H. Lorenzi,SP,Ribeirão Bonito,-48.17,-22.06,NA,NA,NA,NA,"1993","08","25",NA,"20347",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
