X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,typeStatus,recordedBy,year,month,continentOcean,country,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,identifiedBy,recordNumber,day,stateProvince,county,coordinatePrecision,geoFlag,yearIdentified,infraspecificEpithet,class,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,fieldNumber,individualCount,previousCatalogNumber,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.715991,-23.599038,"13",2021-03-15 16:37:00-03,NY,NYBG,"520843",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Melastomataceae,Leandra,xantholasia,Leandra xantholasia,(DC.) Cogn.,NA,P. A. Munz,"1939","01",South America,Brazil,Morunby,-46.715991,-23.599038,NA,NA,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=552838' target='other'> <mi>dwc_moreinfo</mi></a>,NY00520843,NY00520843_01,M. Reginato,"15404","04",São Paulo,Sao Paulo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.9599990844727,-23.0699996948242,"22",2020-11-04 11:13:28-03,ESALQ,ESA,"35867",PreservedSpecimen,Plantae,Magnoliophyta,NA,Melastomataceae,Leandra,gardneriana,Leandra gardneriana,(Cham.) Cogn.,NA,"Souza, J.P. et al.","1996","12",NA,Brasil,NA,-44.9599990844727,-23.0699996948242,NA,NA,NA,NA,ESA035867,ESA035867,"Goldenberg, R.","816.0","12",São Paulo,Cunha,"38855",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"28",2021-03-01 16:34:15-03,UNICAMP,UEC,"82060",S,Plantae,Magnoliopsida,NA,Melastomataceae,Leandra,gardneriana,Leandra gardneriana,Cogn.,NA,"Simão-Bianchini, R; Ferreira, GMP; Neves, LF; Garcia, RJF","1996","01",NA,Brazil,"Clube da Mata Ana Paula, estrada Pedro Tico 4000 - Cipó - 496-2565.",-46.6300010681152,-23.5400009155273,NA,NA,NA,"Arbusto, ramos escandentes, 1 m de altura. Sépalas e pétalas cremes, filetes e anteras amarelas. Frutos maduros negros, adocicados.",UEC050190,UEC050190,"Souza, MLDR; Baumgratz, JFA","883","17",São Paulo,São Paulo,"53584",auto,"2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"29",2021-03-01 16:34:15-03,UNICAMP,UEC,"82066",S,Plantae,Magnoliopsida,NA,Melastomataceae,Leandra,gardneriana,Leandra gardneriana,Cogn.,NA,"Simão-Bianchini, R; Ferreira, GMP; Neves, LF; Garcia, RJF","1996","01",NA,Brazil,Clube da Mata Ana Paula. Estrada Pedro Tico 4000 - Cipó - 496-2565.,-46.6300010681152,-23.5400009155273,NA,NA,NA,"Arbusto ca. 1 m de altura. Flores alvas, frutos jovens com sépalas vináceas; frutos maduros roxo enegrescidos, doces.",UEC050245,UEC050245,"Souza, MLDR; Baumgratz, JFA","866","17",São Paulo,São Paulo,"53584",auto,"2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"30",2021-03-01 16:34:15-03,UNICAMP,UEC,"11147",S,Plantae,Magnoliopsida,NA,Melastomataceae,Leandra,gardneriana,Leandra gardneriana,Cogn.,NA,"Davis, PH; Giulietti, AM; et al.","1976","09",NA,Brazil,"Near Paranapiacaba, on Santos-Santo Andre road.",-46.6300010681152,-23.5400009155273,NA,NA,NA,"Low shrub, 0,5 m. Petals white.; Open bushy slopes by rain forest.",UEC050246,UEC050246,"Souza, MLDR; Baumgratz, JFA",D60495,"03",São Paulo,São Paulo,"53584",auto,"2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.3199996948242,-22.6800003051758,"67",2013-12-12 08:35:00-02,MO,MOBOT,"100659461",PreservedSpecimen,Plantae,NA,NA,Melastomataceae,Leandra,gardneriana,Leandra gardneriana setulosa,Cogn.,NA,Anonymous,"1986","4",South America,Brazil,"Serra da Bocaina, Estrada do Aripó km 21.",-44.3199996948242,-22.6800003051758,NA,NA,NA,NA,NA,NA,J. Wurdack,Anonymous 15,"1",São Paulo,Bananal,"26795",auto,NA,setulosa,NA,NA,NA,NA,NA,NA,"1",NA,"35",São Paulo,SP,Sudeste
-44.3199996948242,-22.6800003051758,"69",2013-12-12 08:35:00-02,MO,MOBOT,"100659461",PreservedSpecimen,Plantae,NA,NA,Melastomataceae,Leandra,gardneriana,Leandra gardneriana setulosa,Cogn.,NA,Anonymous,"1986","4",South America,Brazil,"Serra da Bocaina, Estrada do Aripó km 21.",-44.3199996948242,-22.6800003051758,NA,NA,NA,NA,NA,NA,J. Wurdack,Anonymous 15,"1",São Paulo,Bananal,"26795",auto,NA,setulosa,NA,NA,NA,NA,NA,NA,"1",NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"90",2020-09-12 05:00:02-03,US,US,"389755",PreservedSpecimen,Plantae,NA,Myrtales,Melastomataceae,Leandra,gardneriana,Leandra gardneriana,Cogn.,NA,J. Novães,NA,NA,South America - Neotropics,Brazil,8 - XI,-47.060001373291,-22.8999996185303,NA,NA,NA,NA,US01901642,US01901642_01 US01901642_02,NA,"599",NA,São Paulo,Campinas,"23900",auto,NA,NA,Dicotyledonae,NA,NA,NA,NA,NA,"1",NA,"35",São Paulo,SP,Sudeste
-45.1247,-22.7308,"114",2019-01-25 15:42:36-02,IAC,IAC,"27059",S,Plantae,NA,NA,Melastomataceae-2.Melastomoideae,Leandra,xantholasia,Leandra xantholasia,(DC.) Cogn.,NA,J.A.C. Loefgren,"1896","12",NA,Brasil,Beira caminho pasto,-45.1247,-22.7308,NA,NA,NA,planta doada por José de Campos Novaes,NA,NA,M.L.D.R. Souza & J.F.A. Baumgratz,s/nº,"15",São Paulo,Lorena,NA,NA,"2005",NA,NA,"06","15","-45.1247","-22.7308",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"124",2021-03-04 15:45:00-03,IF,SPSF,"01993",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Melastomataceae,Leandra,xantholasia,Leandra xantholasia,Cogn.,NA,D.Bento Pickel,"1944","12",América do Sul,Brasil,Horto Florestal,-46.6300010681152,-23.5400009155273,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,J.F.A.Baumgratz,NA,"18",SP,São Paulo,"53584",auto,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
