X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,barcode,imagecode,phylum,order,continentOcean,preparationType,occurrenceRemarks,coordinatePrecision,geoFlag,relationshipType,relatedCatalogItem,class,typeStatus,fieldNumber,individualCount,previousCatalogNumber,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.5,-22.751389,"4",2021-02-08 11:07:33-03,UNESP-IBB,BOTU,"15588",PreservedSpecimen,Plantae,Asteraceae,Symphyopappus,lymansmithii,Symphyopappus lymansmithii,B.L.Rob.,"Fernandes, A.C.","2013","09",NA,"Amaral Jr., A.","87","1982","02","17",Brasil,São Paulo,Campos do Jordão,Pico do Itapeva e arredores,-45.5,-22.751389,45º30'w,22º45'05s,NA,NA,BOTU015588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"10",2020-11-04 11:02:26-03,ESALQ,ESA,"50146",PreservedSpecimen,Plantae,Asteraceae,Symphyopappus,lymansmithii,Symphyopappus lymansmithii,NA,E. K. O. Halloni,NA,NA,NA,"Scaramuzza, C.A.M. et al.","1059.0","1993","04","24",Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,NA,NA,ESA050146,ESA050146,Magnoliophyta,NA,NA,NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"11",2020-11-04 11:02:26-03,ESALQ,ESA,"50079",PreservedSpecimen,Plantae,Asteraceae,Symphyopappus,lymansmithii,Symphyopappus lymansmithii,NA,E. K. O. Halloni,NA,NA,NA,"Scaramuzza, C.A.M. et al.","1046.0","1993","02","20",Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,NA,NA,ESA050079,ESA050079,Magnoliophyta,NA,NA,NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"12",2020-11-04 11:02:26-03,ESALQ,ESA,"9572",PreservedSpecimen,Plantae,Asteraceae,Symphyopappus,lymansmithii,Symphyopappus lymansmithii,B.L.Rob.,"Nakajima, J.N.",NA,NA,NA,"Souza, V.C. et al.","2290.0","1993","02","14",Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,NA,NA,ESA009572,ESA009572,Magnoliophyta,NA,NA,NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"13",2020-11-04 11:02:26-03,ESALQ,ESA,"26581",PreservedSpecimen,Plantae,Asteraceae,Symphyopappus,lymansmithii,Symphyopappus lymansmithii,B.L. Rob.,"Nakajima, J.N.","2017",NA,NA,"Souza, V.C. et al.","3778.0","1993","05","22",Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,NA,NA,ESA026581,NA,Magnoliophyta,NA,NA,NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"22",2021-03-01 16:25:24-03,UNICAMP,UEC,"137713",S,Plantae,Asteraceae,Symphyopappus,lymansmithii,Symphyopappus lymansmithii,B.L.Rob.,"Hattori, EKO","2012","08",NA,"Arzolla, FARDP; Paula, GCR; Condez, TH","473","2004","02","13",Brazil,São Paulo,Campos do Jordão,São José dos Alpes.,-45.5900001525879,-22.7299995422363,NA,NA,NA,NA,UEC071456,UEC071456,Magnoliopsida,NA,NA,NA,"Arbusto, com flores.","21048",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.3600006103516,-24.0900001525879,"23",2021-03-01 16:25:24-03,UNICAMP,UEC,"158350",S,Plantae,Asteraceae,Symphyopappus,lymansmithii,Symphyopappus lymansmithii,B.L.Rob.,"Hattori, EKO","2012","08",NA,"Machado, CG",s.n.,"1995","02","16",Brazil,São Paulo,Ribeirão Grande,Ao lado da casa de pesquisa da sede.,-48.3600006103516,-24.0900001525879,NA,NA,NA,NA,UEC015451,UEC015451,Magnoliopsida,NA,NA,NA,"Arbusto 3m, ramos próximo as inflorescencias avermelhados. Flores vináceas, anteras brancas, levemente rosadas na base. Visitada por <em>Amazilia versicolor</em>","25028",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5299987792969,-23.6599998474121,"24",2021-03-01 16:25:24-03,UNICAMP,UEC,"168857",S,Plantae,Asteraceae,Symphyopappus,lymansmithii,Symphyopappus lymansmithii,B.L.Rob.,"Hattori, EKO","2012","08",NA,"Godoy, JRL; Sugiyama, M; Mariano Neto, E","17","1996","01","29",Brazil,São Paulo,Santo André,"Campo Grande, Morro da Antena., divisa com a Reserva de Paranapiacaba.",-46.5299987792969,-23.6599998474121,NA,NA,NA,NA,UEC048580,UEC048580,Magnoliopsida,NA,NA,NA,"Arbusto, flores creme, estigma lilás. Escrube próximo da caixa d'água.; Topo de morro.","27258",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.5699996948242,-22.6399993896484,"25",2021-03-01 16:25:24-03,UNICAMP,UEC,"104848",S,Plantae,Asteraceae,Symphyopappus,lymansmithii,Symphyopappus lymansmithii,B.L.Rob.,"Hattori, EKO","2012","08",NA,"Freitas, L; San Martin-Gajardo, I","67","1997","12","29",Brazil,São Paulo,São José do Barreiro,NA,-44.5699996948242,-22.6399993896484,NA,NA,NA,NA,UEC048547,UEC048547,Magnoliopsida,NA,NA,NA,"Corola e estigma branco, estames violeta, brácteas lilás. Folha com secreção pegajosa.; Campo de altitude.","30784",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.5699996948242,-22.6399993896484,"26",2021-03-01 16:25:24-03,UNICAMP,UEC,"96849",S,Plantae,Asteraceae,Symphyopappus,lymansmithii,Symphyopappus lymansmithii,B.L.Rob.,"Hattori, EKO","2012","08",NA,"Freitas, L; San Martin-Gajardo, I","67","1997","12","29",Brazil,São Paulo,São José do Barreiro,NA,-44.5699996948242,-22.6399993896484,NA,NA,NA,NA,UEC132684,UEC132684,Magnoliopsida,NA,NA,NA,"Corola e estigma branco, estames violeta, brácteas lilás. Folha com secreção pegajosa.; Campo de altitude.","30784",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
