X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,typeStatus,infraspecificEpithet,yearIdentified,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,class,relatedCatalogItem,verbatimLongitude,verbatimLatitude,fieldNumber,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.1883,-23.5228,"116",2013-02-07 10:18:23-02,UMC,HUMC,"4789",S,Plantae,NA,NA,Eriocaulaceae,Syngonanthus,elegans,Syngonanthus elegans,(Bong.) Ruhland,NA,"Santana, C.A.O.","01",NA,NA,NA,Southern America,Brazil,São Paulo,Mogi das Cruzes,NA,-46.1883,-23.5228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28666",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.1883,-23.5228,"117",2013-02-07 10:18:23-02,UMC,HUMC,"4781",S,Plantae,NA,NA,Eriocaulaceae,Syngonanthus,elegans,Syngonanthus elegans,(Bong.) Ruhland,"Santana, C.A.O.","Santana, C.A.O.","100","2009","04","28",Southern America,Brazil,São Paulo,Mogi das Cruzes,A.P.A da Várzea do Rio Tietê. Próximo à indústria Café Solúvel.,-46.1883,-23.5228,NA,NA,NA,NA,NA,NA,NA,NA,"2009","01","01","28666",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
