X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,county,decimalLongitude,decimalLatitude,imagecode,yearIdentified,monthIdentified,class,relatedCatalogItem,typeStatus,verbatimLongitude,verbatimLatitude,dayIdentified,coordinatePrecision,geoFlag,fieldNumber,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-51.12,-22.73,"5",2021-03-15 16:37:00-03,NY,NYBG,"604787",PreservedSpecimen,Plantae,Magnoliophyta,Poales,Poaceae,Acroceras,excavatum,Acroceras excavatum,(Henrard) Zuloaga & Morrone,E. J. Judziewicz,W. D. Clayton,"4602","1965","02","09",South America,Brazil,São Paulo,Fazenda Capi,"300","300",sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=416024' target='other'> <mi>dwc_moreinfo</mi></a>,NY00604787,Iepê,-51.12,-22.73,NY00604787_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.9799995422363,-22.4599990844727,"66",2021-02-08 12:52:25-03,UFRGS,ICN,"128375",S,Plantae,Monocotyledon,NA,Poaceae,Acroceras,aff. excavatum,Acroceras aff. excavatum,(Henrard) Zuloaga & Morrone,"Longhi-Wagner, HM","Paschoal, MES","2789","2002","03","07",América do Sul,Brasil,SP,Fazenda Monte Alegre,NA,NA,NA,NA,NA,Agudos,-48.9799995422363,-22.4599990844727,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52219",auto,NA,NA,"35",São Paulo,SP,Sudeste
-51.116667,-22.733333,"68",2019-11-21 10:14:31-03,IBt,SP,"81858",S,Plantae,NA,NA,Poaceae,Acroceras,excavatum,Acroceras excavatum,(Henrard) Zuloaga & Morrone,"Garcia, CA","Clayton, WD","4602","1965","02","09",NA,Brasil,São Paulo,Fazenda Capi,"300","300",NA,NA,SP040084,Iepê,-51.116667,-22.733333,SP040084,"2000","02",NA,NA,NA,"-51.116667","-22.733333",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
