X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,occurrenceRemarks,barcode,imagecode,phylum,class,order,individualCount,coordinatePrecision,geoFlag,recordNumber,continentOcean,minimumElevationInMeters,maximumElevationInMeters,preparationType,relatedCatalogItem,fieldNumber,typeStatus,previousCatalogNumber,infraspecificEpithet,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-49.3699989318848,-20.8199996948242,"8",2019-06-10 10:10:58-03,FZB-BH,CVJBFZB,"2070",S,Plantae,Orchidaceae,Brasiliorchis,marginata,Brasiliorchis marginata,(Lindl.) R.B.Singer et al.,NA,NA,NA,NA,NA,NA,NA,NA,Brasil,São Paulo,São Jose do Rio Preto,NA,-49.3699989318848,-20.8199996948242,NA,NA,"254",NA,NA,Magnoliophyta,Equisetopsida,Asparagales,"1","20305",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5499992370605,-23.0200004577637,"27",2020-11-04 12:17:23-03,ESALQ,ESA,"123031",PreservedSpecimen,Plantae,Orchidaceae,Brasiliorchis,consanguinea,Brasiliorchis consanguinea,NA,"Campacci, M.A.",NA,NA,NA,"Campacci, M.A. ; Novello, M.","2012","08","03",Brasil,São Paulo,Taubaté,NA,-45.5499992370605,-23.0200004577637,NA,NA,NA,ESA123031,ESA123031,Magnoliophyta,NA,NA,NA,"25704",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"29",2020-11-04 12:17:23-03,ESALQ,ESA,"123020",PreservedSpecimen,Plantae,Orchidaceae,Brasiliorchis,marginata,Brasiliorchis marginata,NA,"Pontes, J.","2013",NA,NA,"Novello, M. ; Dr. Gurgel","2013","02","19",Brasil,São Paulo,Piracicaba,Orquidário da ESALQ - USP (origem de Juçari - BA),-47.6399993896484,-22.7199993133545,NA,NA,NA,ESA123020,ESA123020,Magnoliophyta,NA,NA,NA,"44778",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.0999984741211,-24.5200004577637,"31",2020-11-04 12:17:38-03,ESALQ,ESA,"102062",PreservedSpecimen,Plantae,Orchidaceae,Maxillaria,marginata,Maxillaria marginata,NA,"Forster, W.",NA,NA,NA,"Braidotti, J.C.","2005","03","25",Brasil,São Paulo,Eldorado,NA,-48.0999984741211,-24.5200004577637,NA,NA,NA,ESA102062,ESA102062,Magnoliophyta,NA,NA,NA,"38804",auto,"55.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.466667,-21.7,"40",2016-07-05 11:14:14-03,FFCLRP,LBMBP,"310",S,Plantae,Orchidaceae,Brasiliorchis,marginata,Brasiliorchis marginata,"(Lindl.) R.B. Singer, S. Koehler & Carnevali",E.R. Pansarin,NA,NA,NA,E.R. Pansarin,NA,NA,NA,Brasil,São Paulo,Santa Rita do Passa Quatro,NA,-47.466667,-21.7,47°28'W,21°42'S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.1199989318848,-22.2800006866455,"51",2021-03-01 16:20:02-03,UNICAMP,UEC,"203984",S,Plantae,Orchidaceae,Brasiliorchis,marginata,Brasiliorchis marginata,"(Lindl.) R. Singer, S. Koehler & Carnevali",NA,NA,NA,NA,"Polizelli Ricci, NA","2018","10","01",Brazil,São Paulo,Brotas,"Fazenda Boa Vista, 10 km retirado da cidade, local do Sr. Brizi",-48.1199989318848,-22.2800006866455,NA,NA,"Descrições originais encontram-se para consulta no livro ata do Orquidário do Estado (IBTSP); Mata Atlântica Brasileira",UEC183074,UEC183074,Liliopsida,NA,NA,NA,"26585",auto,NAPR177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.1199989318848,-22.2800006866455,"52",2021-03-01 16:20:02-03,UNICAMP,UEC,"205929",S,Plantae,Orchidaceae,Brasiliorchis,marginata,Brasiliorchis marginata,"(Lindl.) R. Singer, S. Koehler & Carnevali",NA,NA,NA,NA,"Polizelli Ricci, NA","2018","10","01",Brazil,São Paulo,Brotas,"Fazenda Boa Vista, 10 km retirado da cidade, local do Sr. Brizi",-48.1199989318848,-22.2800006866455,NA,NA,"Descrições originais encontram-se para consulta no livro ata do Orquidário do Estado (IBTSP); Mata Atlântica Brasileira",UEC183069,UEC183069,Liliopsida,NA,NA,NA,"26585",auto,NAPR180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.1199989318848,-22.2800006866455,"53",2021-03-01 16:20:02-03,UNICAMP,UEC,"203986",S,Plantae,Orchidaceae,Brasiliorchis,marginata,Brasiliorchis marginata,"(Lindl.) R. Singer, S. Koehler & Carnevali",NA,NA,NA,NA,"Polizelli Ricci, NA","2018","10","01",Brazil,São Paulo,Brotas,"Fazenda Boa Vista, 10 km retirado da cidade, local do Sr. Brizi",-48.1199989318848,-22.2800006866455,NA,NA,"Descrições originais encontram-se para consulta no livro ata do Orquidário do Estado (IBTSP); Mata Atlântica Brasileira",UEC183077,UEC183077,Liliopsida,NA,NA,NA,"26585",auto,NAPR179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.1199989318848,-22.2800006866455,"54",2021-03-01 16:20:02-03,UNICAMP,UEC,"203983",S,Plantae,Orchidaceae,Brasiliorchis,marginata,Brasiliorchis marginata,"(Lindl.) R. Singer, S. Koehler & Carnevali",NA,NA,NA,NA,"Polizelli Ricci, NA","2018","10","01",Brazil,São Paulo,Brotas,"Fazenda Boa Vista, 10 km retirado da cidade, local do Sr. Brizi",-48.1199989318848,-22.2800006866455,NA,NA,"Descrições originais encontram-se para consulta no livro ata do Orquidário do Estado (IBTSP); Mata Atlântica Brasileira",UEC183075,UEC183075,Liliopsida,NA,NA,NA,"26585",auto,NAPR178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.9599990844727,-23.0699996948242,"55",2021-03-01 16:20:02-03,UNICAMP,UEC,"203070",S,Plantae,Orchidaceae,Brasiliorchis,marginata,Brasiliorchis marginata,"(Lindl.) R. Singer, S. Koehler & Carnevali",NA,NA,NA,NA,"Polizelli Ricci, NA","2018","07","30",Brazil,São Paulo,Cunha,"Divisa SP-RJ (Estrada de Cunha-Parati), Serra do Mar",-44.9599990844727,-23.0699996948242,NA,NA,"Descrições originais encontram-se para consulta no livro ata do Orquidário do Estado (IBTSP); Mata Atlântica Brasileira",UEC183062,UEC183062,Liliopsida,NA,NA,NA,"38855",auto,NAPR121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
