X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,infraspecificEpithet,typeStatus,verbatimLongitude,verbatimLatitude,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,class,relatedCatalogItem,fieldNumber,individualCount,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.618358,-23.646109,"11",2021-03-15 16:37:00-03,NY,NYBG,"440280",PreservedSpecimen,Plantae,Magnoliophyta,Gentianales,Apocynaceae,Aspidosperma,polyneuron,Aspidosperma polyneuron,Müll.Arg.,F. C. Hoehne,F. C. Hoehne,"28669","1932","01","05",South America,Brazil,São Paulo,Sao Paulo,Jardim Botanico,-46.618358,-23.646109,NA,NA,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=194397' target='other'> <mi>dwc_moreinfo</mi></a>,NY00440280,NY00440280_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.82555,-22.77873,"86",2020-11-04 10:54:42-03,ESALQ,ESA,"132998",PreservedSpecimen,Plantae,NA,NA,Apocynaceae,Aspidosperma,polyneuron,Aspidosperma polyneuron,Müll.Arg.,"Leme, F. M.","Barroso, R.M.; Kochanovski, F.J.; Montebeller,C.; Leme, F.M.; Bacci, L.F.; Marcelo-Peña, J.L.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.; Ivanauskas, N.M.","92.0","2015","07","02",NA,Brasil,São Paulo,Piracicaba,Estação Ecológica de Ibicatu. Floresta Estacional Semidecidual.,-47.82555,-22.77873,"545","545",NA,"Árvore, ca. 5m.",ESA132998,NA,NA,NA,"-47.82555","-22.77873",NA,NA,"2015","07","02",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.66292,-22.9241,"87",2020-11-04 10:59:42-03,ESALQ,ESA,"134517",PreservedSpecimen,Plantae,Magnoliophyta,NA,Apocynaceae,Aspidosperma,polyneuron,Aspidosperma polyneuron,Müll.Arg.,"Rodrigues, S. S.","Scatigna, A.V.; Correa, L. S.; Cota, M. M. T.; Gissi, D. S.; Silva, D. M.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.; Ivanauskas, N.M.","912.0","2015","07","04",NA,Brasil,São Paulo,Mombuca,Mata do Pinheirinho. Floresta Estacional Semidecidual em área agrílcola da COSAN.,-47.66292,-22.9241,"585","585",NA,"Árvore, ca. 10m. Látex branco.",ESA134517,NA,NA,NA,"-47.66292","-22.9241",NA,NA,"2015","07","06",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.5499992370605,-22.2900009155273,"91",2020-11-04 10:59:42-03,ESALQ,ESA,"64946",PreservedSpecimen,Plantae,Magnoliophyta,NA,Apocynaceae,Aspidosperma,polyneuron,Aspidosperma polyneuron,Müll.Arg.,NA,"Gorenstein, M.R.","5066.0","1999","06","01",NA,Brasil,São Paulo,Gália,NA,-49.5499992370605,-22.2900009155273,NA,NA,NA,NA,ESA064946,ESA064946,NA,NA,NA,NA,"23314",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.5499992370605,-22.2900009155273,"92",2020-11-04 10:59:42-03,ESALQ,ESA,"110109",PreservedSpecimen,Plantae,Magnoliophyta,NA,Apocynaceae,Aspidosperma,polyneuron,Aspidosperma polyneuron,NA,NA,"Franco, G.A.D.C. ; Furlan, E.","4644.0",NA,NA,NA,NA,Brasil,São Paulo,Gália,NA,-49.5499992370605,-22.2900009155273,NA,NA,NA,NA,ESA110109,ESA110109,NA,NA,NA,NA,"23314",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"93",2020-11-04 10:59:42-03,ESALQ,ESA,"7973",PreservedSpecimen,Plantae,Magnoliophyta,NA,Apocynaceae,Aspidosperma,polyneuron,Aspidosperma polyneuron,Müll.Arg.,"Ivanauskas, N.M.","Formighieri, E.F.","7.0","1992","10","27",NA,Brasil,São Paulo,Piracicaba,NA,-47.6399993896484,-22.7199993133545,NA,NA,NA,NA,ESA007973,ESA007973,NA,NA,NA,NA,"44778",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5200004577637,-23.2099990844727,"94",2020-11-04 10:59:42-03,ESALQ,ESA,"63869",PreservedSpecimen,Plantae,Magnoliophyta,NA,Apocynaceae,Aspidosperma,polyneuron,Aspidosperma polyneuron,Müll.Arg.,"Rodrigues, R.R. & Bufo, L.V.B.","Bufo, L.V.B. ; Sabadim, P.C.","7.0",NA,NA,NA,NA,Brasil,São Paulo,Porto Feliz,NA,-47.5200004577637,-23.2099990844727,NA,NA,NA,NA,ESA063869,ESA063869,NA,NA,NA,NA,"19715",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.560001373291,-22.4099998474121,"95",2020-11-04 10:59:42-03,ESALQ,ESA,"6734",PreservedSpecimen,Plantae,Magnoliophyta,NA,Apocynaceae,Aspidosperma,polyneuron,Aspidosperma polyneuron,NA,"Koch, I.","Pedreira, M.",NA,"1990","10","30",NA,Brasil,São Paulo,Rio Claro,NA,-47.560001373291,-22.4099998474121,NA,NA,NA,NA,ESA006734,NA,NA,NA,NA,NA,"21773",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.439998626709,-22.8799991607666,"101",2020-11-04 10:59:42-03,ESALQ,ESA,"71683",PreservedSpecimen,Plantae,Magnoliophyta,NA,Apocynaceae,Aspidosperma,polyneuron,Aspidosperma polyneuron,Müll.Arg.,NA,"Fonseca, R.C.B.","37.0","1996","02","08",NA,Brasil,São Paulo,Botucatu,NA,-48.439998626709,-22.8799991607666,NA,NA,NA,NA,ESA071683,ESA071683,NA,NA,NA,NA,"40412",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.7700004577637,-22.5100002288818,"102",2020-11-04 10:59:42-03,ESALQ,ESA,"10530",PreservedSpecimen,Plantae,Magnoliophyta,NA,Apocynaceae,Aspidosperma,polyneuron,Aspidosperma polyneuron,Müll.Arg.,"Souza, V.C. et al.","Barreto, K.D. et al.","410.0","1993","05","05",NA,Brasil,São Paulo,Charqueada,NA,-47.7700004577637,-22.5100002288818,NA,NA,NA,NA,ESA010530,NA,NA,NA,NA,NA,"12465",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
