X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,typeStatus,yearIdentified,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,class,verbatimLongitude,verbatimLatitude,fieldNumber,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.1300010681152,-23.5200004577637,"24",2021-02-11 17:20:53-03,UFPR,UPCB,"86926",PreservedSpecimen,Plantae,NA,NA,Orchidaceae,Barbosella,cf. dusenii,Barbosella cf. dusenii,(Samp.) Schltr.,"Toscano de Brito, A.L.V.","Toscano de Brito, A.L.V.","3516","2016","06","07",NA,Brasil,São Paulo,São Roque,NA,-47.1300010681152,-23.5200004577637,NA,NA,NA,Coletada e cultivada pelo Orquidário Eco-Orquídeas. Amostra conservada em solução de glicerina com álcool..,NA,NA,NA,"2016","09","15","15567",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"41",2016-05-06 10:10:00-03,MO,MOBOT,"2021771",PreservedSpecimen,Plantae,NA,NA,Orchidaceae,Barbosella,dusenii,Barbosella dusenii,(Samp.) Schltr.,NA,Carl A. Luer,Luer 11620,"1986","5","23",South America,Brazil,São Paulo,Itararé,"Bairro das Almas, collected by E.L.M. Catharino, August 1982, flowered in cultivation at the São Paulo Botanical Garden, #13069, 23 May 1986.",-49.3400001525879,-24.1100006103516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27729",auto,NA,NA,NA,NA,"1","35",São Paulo,SP,Sudeste
