X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,barcode,imagecode,recordNumber,phylum,order,continentOcean,preparationType,occurrenceRemarks,coordinatePrecision,geoFlag,class,individualCount,fieldNumber,infraspecificEpithet,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.7200012207031,-23.3199996948242,"13",2020-01-20 14:40:39-03,UPM,MACK,"3146",PreservedSpecimen,Plantae,Melastomataceae,Tibouchina,versicolor,Tibouchina versicolor,(Lindl.) Cogn.,L. O. Andrade,"2016",NA,NA,L. O. Andrade,"2016","10","08",Brasil,SP,Franco da Rocha,Parque Estadual do Juquery,-46.7200012207031,-23.3199996948242,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,"12135",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.2400016784668,-23.5300006866455,"124",2021-02-11 17:20:25-03,UFPR,UPCB,"40351",PreservedSpecimen,Plantae,Melastomataceae,Tibouchina,versicolor,Tibouchina versicolor,(Lindley) Cogn.,"Guimarães, P.","1999","01","01","Roldão, M.H.","1988","06","02",Brasil,São Paulo,Taquarituba,"Chácara São Lázaro, Bairro Estiva",-49.2400016784668,-23.5300006866455,NA,NA,NA,NA,UPCB0022801,UPCB0022801,NA,NA,NA,NA,NA,"Arbustiva 50cm, caule com pelos, flor com coloração lilás clara, borda folha com coloração escura. Brejo..","17689",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.6399993896484,-20.6200008392334,"134",2020-06-22 14:18:52-03,UNESP-IBILCE,SJRP,"09666",PreservedSpecimen,Plantae,Melastomataceae,Tibouchina,versicolor,Tibouchina versicolor,(Lindl.) Cogn.,NA,NA,NA,NA,"Guimarães, P.",NA,NA,NA,Brasil,São Paulo,Tanabi,brejo,-49.6399993896484,-20.6200008392334,NA,NA,NA,NA,NA,NA,NA,Tracheophyta,Myrtales,América do Sul,NA,"Brejo;","33016",auto,Magnoliopsida,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.7200012207031,-23.3199996948242,"221",2021-03-04 15:45:10-03,IF,SPSF,"31434",PreservedSpecimen,Plantae,Melastomataceae,Tibouchina,versicolor,Tibouchina versicolor,(Lindl.) Cogn.,NA,NA,NA,NA,J.B.Baitello & F.S.Peres,"2003","04","14",Brasil,SP,Franco da Rocha,P.E.Juqueri,-46.7200012207031,-23.3199996948242,NA,NA,NA,NA,NA,NA,"1518",Magnoliophyta,Myrtales,América do Sul,NA,"COLETA: Herbácea ou subarbusto ereto; flores lilases.; GEOGRAFIA: Campo Limpo. Frequente.;","12135",auto,Magnoliopsida,NA,NA,NA,"35",São Paulo,SP,Sudeste
