X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,typeStatus,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,preparationType,occurrenceRemarks,barcode,imagecode,identifiedBy,county,decimalLongitude,decimalLatitude,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,fieldNumber,individualCount,class,relatedCatalogItem,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-49.2200012207031,-21.4599990844727,"10",2020-11-04 11:06:12-03,ESALQ,ESA,"16012",PreservedSpecimen,Plantae,Magnoliophyta,NA,Dioscoreaceae,Dioscorea,pseudomacrocapsa,Dioscorea pseudomacrocapsa,G.M. Barroso et al.,NA,"Rodrigues, R.R. et al.","22.0","1994","07","20",NA,Brasil,São Paulo,NA,NA,NA,ESA016012,ESA016012,"Araújo, D.",Novo Horizonte,-49.2200012207031,-21.4599990844727,"32394",auto,"2012","02","15",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.2200012207031,-21.4599990844727,"11",2020-11-04 11:06:12-03,ESALQ,ESA,"16045",PreservedSpecimen,Plantae,Magnoliophyta,NA,Dioscoreaceae,Dioscorea,pseudomacrocapsa,Dioscorea pseudomacrocapsa,G.M. Barroso et al.,NA,"Rodrigues, R.R. et al.","25.0","1994","07","20",NA,Brasil,São Paulo,NA,NA,NA,ESA016045,ESA016045,"Araújo, D.",Novo Horizonte,-49.2200012207031,-21.4599990844727,"32394",auto,"2012","02","15",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"12",2020-11-04 11:06:12-03,ESALQ,ESA,"19592",PreservedSpecimen,Plantae,Magnoliophyta,NA,Dioscoreaceae,Dioscorea,pseudomacrocapsa,Dioscorea pseudomacrocapsa,G.M. Barroso et al.,NA,"Barreto, K.D. et al.","2483.0","1994","05","18",NA,Brasil,São Paulo,NA,NA,NA,ESA019592,ESA019592,"Araújo, D.",Piracicaba,-47.6399993896484,-22.7199993133545,"44778",auto,"2012","02","15",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"13",2020-11-04 11:06:12-03,ESALQ,ESA,"20077",PreservedSpecimen,Plantae,Magnoliophyta,NA,Dioscoreaceae,Dioscorea,pseudomacrocapsa,Dioscorea pseudomacrocapsa,G.M. Barroso et al.,NA,"Barreto, K.D. et al.","2703.0","1994","07","08",NA,Brasil,São Paulo,NA,NA,NA,ESA020077,ESA020077,"Araújo, D.",Piracicaba,-47.6399993896484,-22.7199993133545,"44778",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.310001373291,-22.9400005340576,"14",2020-11-04 11:06:12-03,ESALQ,ESA,"65064",PreservedSpecimen,Plantae,Magnoliophyta,NA,Dioscoreaceae,Dioscorea,pseudomacrocapsa,Dioscorea pseudomacrocapsa,G.M. Barroso et al.,NA,"Souza, J.P.","2703.0","1998","08","28",NA,Brasil,São Paulo,Haras Vanguarda. Borda de mata ciliar,NA,"Volúvel, frutos imaturos verdes",ESA065064,ESA065064,"Araújo, D.",Monte Mor,-47.310001373291,-22.9400005340576,"12206",auto,"2012","02","15",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.310001373291,-22.9400005340576,"16",2020-11-04 11:06:12-03,ESALQ,ESA,"63191",PreservedSpecimen,Plantae,Magnoliophyta,NA,Dioscoreaceae,Dioscorea,pseudomacrocapsa,Dioscorea pseudomacrocapsa,G.M. Barroso et al.,NA,"Souza, J.P.","2250.0","1998","05","14",NA,Brasil,São Paulo,Haras Vanguarda. Borda de mata ciliar,NA,"Escandente, botões verdes",ESA063191,NA,"Araújo, D.",Monte Mor,-47.310001373291,-22.9400005340576,"12206",auto,"2012","02","15",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.310001373291,-22.9400005340576,"17",2020-11-04 11:06:12-03,ESALQ,ESA,"65267",PreservedSpecimen,Plantae,Magnoliophyta,NA,Dioscoreaceae,Dioscorea,pseudomacrocapsa,Dioscorea pseudomacrocapsa,G.M. Barroso et al.,NA,"Souza, J.P.","2346.0","1998","06","12",NA,Brasil,São Paulo,Haras Vanguarda. Borda e interior de mata ciliar,NA,"Escandente, flores creme",ESA065267,ESA065267,"Araújo, D.",Monte Mor,-47.310001373291,-22.9400005340576,"12206",auto,"2012","02","15",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.560001373291,-22.9200000762939,"18",2020-11-04 10:55:25-03,ESALQ,ESA,"133248",PreservedSpecimen,Plantae,NA,NA,Dioscoreaceae,Dioscorea,pseudomacrocapsa,Dioscorea pseudomacrocapsa,G.M.Barroso et al.,NA,"Barroso, R.M.; Kochanovski, F.J.; Montebeller,C.; Leme, F.M.; Bacci, L.F.; Marcelo-Peña, J.L.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.; Ivanauskas, N.M.","177.0","2015","07","06",NA,Brasil,São Paulo,Mata do Pinheirinho. Usina Rosana,NA,Trepadeira. Flores com pétalas verdes.,ESA133248,NA,"Barroso, R.M.",Mombuca,-47.560001373291,-22.9200000762939,"13659",auto,"2015","07","22","-47,662,700","-22,924,045","586","586",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.1075,-23.544569,"20",2021-03-01 16:19:44-03,UNICAMP,UEC,"188751",S,Plantae,Liliopsida,NA,Dioscoreaceae,Dioscorea,pseudomacrocapsa,Dioscorea pseudomacrocapsa,"G.M.Barroso, E.F.Guim. & Sucre",NA,"Barroso, RM; Kochanovski, FJ; et al.",ESA133248,"2015","06","07",NA,Brazil,São Paulo,Mata do pinheirinho. Usina Rosana.,NA,Trepadeira. Flores com pétalas verdes.,UEC126695,UEC126695,"Barroso, RM",Mombuca,-48.1075,-23.544569,NA,NA,NA,NA,NA,"-48.1075","-23.544569","586","586",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.560001373291,-22.4099998474121,"21",2020-04-27 16:09:29-03,UFES,VIES,"12818",S,Plantae,NA,NA,Dioscoreaceae,Dioscorea,pseudomacrocapsa,Dioscorea pseudomacrocapsa,G.M.Barroso et al.,NA,"Picchi, D.G.; Assis, M.A. de","146","2002","06","12",NA,Brasil,São Paulo,Fazenda São José.,NA,NA,VIES012818,VIES012818,"Araújo, D.",Rio Claro,-47.560001373291,-22.4099998474121,"21773",auto,"2012","02","14",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-50.884444,-21.714444,"32",2020-06-15 15:30:14-03,UNESP-RC,HRCB,"26062",PreservedSpecimen,Plantae,NA,NA,Dioscoreaceae,Dioscorea,pseudomacrocapsa,Dioscorea pseudomacrocapsa,G.M.Barroso et al.,NA,"Souza, V.C.","11429","1996","07","08",NA,Brasil,São Paulo,Sítio Santana,NA,"Escandente; flores creme-esverdeadas",NA,NA,"Araújo, D.",Oswaldo Cruz,-50.884444,-21.714444,NA,NA,"2012","02","14",50º53'04W,21º42'52S,"400","400",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.499444,-22.355194,"33",2020-06-15 15:30:14-03,UNESP-RC,HRCB,"34175",PreservedSpecimen,Plantae,NA,NA,Dioscoreaceae,Dioscorea,pseudomacrocapsa,Dioscorea pseudomacrocapsa,G.M.Barroso et al.,NA,"Udulutsch, R.G.","346","2001","05","24",NA,Brasil,São Paulo,Faz. São José,NA,"Trepadeira rara; flores branco-esverdeadas, inflorescência com ca. 1 m",NA,NA,"Araújo, D.",Rio Claro,-47.499444,-22.355194,NA,NA,"2012","02","14",47º29'58W,"22º21'18,7S",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.499444,-22.355194,"34",2020-06-15 15:30:14-03,UNESP-RC,HRCB,"34902",PreservedSpecimen,Plantae,NA,NA,Dioscoreaceae,Dioscorea,pseudomacrocapsa,Dioscorea pseudomacrocapsa,G.M.Barroso et al.,NA,"Udulutsch, R.G.","444","2001","10","30",NA,Brasil,São Paulo,Faz. São José,NA,Liana volúvel: frutos secos (já dispersados),NA,NA,"Araújo, D.",Rio Claro,-47.499444,-22.355194,NA,NA,"2012","02","14",47º29'58W,"22º21'18,7S",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.499444,-22.355194,"35",2020-06-15 15:30:14-03,UNESP-RC,HRCB,"36361",PreservedSpecimen,Plantae,NA,NA,Dioscoreaceae,Dioscorea,pseudomacrocapsa,Dioscorea pseudomacrocapsa,G.M.Barroso et al.,NA,"Picchi, D.G.","146","2002","06","12",NA,Brasil,São Paulo,Faz. São José,NA,"Liana volúvel; flores verdes esbranquiçadas",NA,NA,"Araújo, D.",Rio Claro,-47.499444,-22.355194,NA,NA,"2012","02","14",47º29'58W,"22º21'18,7S",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.560001373291,-22.4099998474121,"40",2020-06-15 15:30:14-03,UNESP-RC,HRCB,"40671",PreservedSpecimen,Plantae,NA,NA,Dioscoreaceae,Dioscorea,pseudomacrocapsa,Dioscorea pseudomacrocapsa,G.M.Barroso et al.,NA,"Moura, L.C.","67","1999","06","14",NA,Brasil,São Paulo,Floresta Estadual Navarro de Andrade,NA,Liana com flores de coloração verde,NA,NA,"Araújo, D.",Rio Claro,-47.560001373291,-22.4099998474121,"21773",auto,"2012","02","14",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
