X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,typeStatus,class,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-49.3400001525879,-24.1100006103516,"6",2020-11-04 11:00:30-03,ESALQ,ESA,"63229",PreservedSpecimen,Plantae,Magnoliophyta,NA,Arecaceae,Butia,microspadix,Butia microspadix,NA,NA,"Scaramuzza, C.A.M. ; Souza, V.C.",NA,"1993","01","01",NA,Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,ESA063229,ESA063229,NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"7",2020-11-04 11:00:30-03,ESALQ,ESA,"63228",PreservedSpecimen,Plantae,Magnoliophyta,NA,Arecaceae,Butia,microspadix,Butia microspadix,Burret,"Ellert-Pereira, P.E.","Scaramuzza, C.A.M. ; Souza, V.C.",NA,"1993","01","01",NA,Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,ESA063228,ESA063228,NA,NA,"27729",auto,"2015","05","28",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"8",2020-11-04 11:00:30-03,ESALQ,ESA,"26333",PreservedSpecimen,Plantae,Magnoliophyta,NA,Arecaceae,Butia,microspadix,Butia microspadix,Burret,"Boudet Fernandes, H.Q.","Souza, V.C.; Sakuragui, C.M.; Souza, J.P.; Sanches, C.D.; Wongtschowski, M.; Scalon, V.R.; Farah, F.T.","8778.0","1995","08","18",NA,Brasil,São Paulo,Itararé,"Estrada Itararé - Itapeva, próximo à ponte do Rio Verde. Área de brejo com transição para cerrado nos pontos mais altos.",-49.3400001525879,-24.1100006103516,NA,"Planta de ca. 1m alt., com caule curto; flores creme. Cerrado.",ESA026333,NA,NA,NA,"27729",auto,"2000","05","11",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.178889,-24.223889,"63",2021-03-04 15:41:56-03,IF,SPSF,"53379",PreservedSpecimen,Plantae,Magnoliophyta,Arecales,Arecaceae,Butia,microspadix,Butia microspadix,Burret,R.D.V. da Silva,F.A.R.D.P. Arzolla et al.,"1745","2014","11","05",América do Sul,Brasil,SP,Itararé,Estação Experimental de Itararé,-49.178889,-24.223889,NA,"COLETA: Palmeira de 1 m de altura. Frutos imaturos amarelos.; GEOGRAFIA: Vegetação de Campo.;",NA,NA,"980","980",NA,NA,"2017","05","31",NA,NA,NA,Liliopsida,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"65",2019-11-21 09:59:27-03,IBt,SP,"288738",S,Plantae,NA,NA,Arecaceae,Butia,microspadix,Butia microspadix,Burret,"Boudet Fernandes, HQ","Souza, VC; Sakuragui, CM; Souza, JP; Sanches, CD; Wongtschowski, M; Scalon, VR; Farah, F","8778","1995","08","18",NA,Brasil,São Paulo,Itararé,"Estrada Itararé-Itapeva, próximo à ponte do rio Verde",-49.3400001525879,-24.1100006103516,NA,NA,SP055820,SP055820 SP055820_01,NA,NA,"27729",auto,"2000","05","11",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
