X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,preparationType,occurrenceRemarks,barcode,imagecode,county,decimalLongitude,decimalLatitude,coordinatePrecision,minimumElevationInMeters,maximumElevationInMeters,geoFlag,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,fieldNumber,typeStatus,class,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.6300010681152,-23.5400009155273,"2",2020-11-04 12:17:40-03,ESALQ,ESA,"75926",PreservedSpecimen,Plantae,Magnoliophyta,NA,Orchidaceae,Zygopetalum,pedicellatum,Zygopetalum pedicellatum,(Thunb.) Garay,"Forster, W.","Farah, F.T.; Aguiar, S.; Breier, T.B.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","2125.0","2001","04","11",NA,Brasil,São Paulo,BLOQUEADO,NA,"Erva terrestre. Tépalas verdes com manchas vináceas, labelo alvo com estrias longitudinais roxas. Campo.",ESA075926,ESA075926,São Paulo,-46.6300010681152,-23.5400009155273,"53584","800","800",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"3",2020-11-04 12:17:40-03,ESALQ,ESA,"76055",PreservedSpecimen,Plantae,Magnoliophyta,NA,Orchidaceae,Zygopetalum,pedicellatum,Zygopetalum pedicellatum,(Thunb.) Garay,"Forster, W.","Souza, J.P.; Souza, V.C.; Ivanauskas, N.M.; Rodrigues, R.R.; Gandolfi, S.; Tamashiro, J.Y.","3551.0","2001","04","14",NA,Brasil,São Paulo,BLOQUEADO,NA,"Erva, 30-150cm alt. Tépalas verdes com manchas vináceas, labelo alvo com estrias longitudinais roxas, coluna amarelo-esverdeada com manchas arroxeadas. Campo.",ESA076055,ESA076055,São Paulo,-46.6300010681152,-23.5400009155273,"53584","850","850",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.0299987792969,-23.5699996948242,"8",2021-03-01 16:20:19-03,UNICAMP,UEC,"194975",S,Plantae,Liliopsida,NA,Orchidaceae,Zygopetalum,pedicellatum,Zygopetalum pedicellatum,(Sw.) Garay,"Koehler, S","Koehler, S; Campacci, T",1-201,"2016","03",NA,NA,Brazil,São Paulo,Pico do Garrafão,NA,"Planta em cultivo na Unicamp, coletada estéril; Campo de altitude",UEC136069,UEC136069,Biritiba-Mirim,-46.0299987792969,-23.5699996948242,"19656",NA,NA,auto,"2017","02","09",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"9",2019-08-20 10:01:02-03,UNICAMP,UEC,"121691",S,Plantae,Liliopsida,NA,Orchidaceae,Zygopetalum,pedicellatum,Zygopetalum pedicellatum,(Sw.) Garay,"Forster, W","Souza, JP; Souza, VC; Rodrigues, RR; Tamashiro, JY; Ivanauskas, NM; Gandolfi, S","3551","2001","04","14",NA,Brazil,São Paulo,"Parque Estadual da Serra do Mar, Núcleo Curucutu. Trilha para o Mirante. Campo.",NA,"Erva, 30-150 cm alt. Tépalas verdes com manchas vináceas, labelo alvo com estrias longitudinais roxas, coluna amarelo-esverdeada com manchas arroxeadas.",UEC001412,UEC001412,São Paulo,-46.6300010681152,-23.5400009155273,"53584","850","850",auto,"2001",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"17",2021-03-04 15:42:07-03,IF,SPSF,"29650",PreservedSpecimen,Plantae,Magnoliophyta,Orchidales,Orchidaceae,Zygopetalum,pedicellatum,Zygopetalum pedicellatum,NA,NA,F.T.Farah,"2125","2001","04","11",América do Sul,Brasil,SP,"Parque Estadual da Serra do Mar, Núcleo Curucutú",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,São Paulo,-46.6300010681152,-23.5400009155273,"53584",NA,NA,auto,NA,NA,NA,NA,NA,NA,NA,Liliopsida,"35",São Paulo,SP,Sudeste
-46.33,-23.96,"21",2017-09-11 17:12:24-03,UnB,HBVIRTFLBRAS,NA,O,Plantae,NA,NA,Orchidaceae,Zygopetalum,mosenianum,Zygopetalum mosenianum,Barb.Rodr.,NA,"Mosén, CWH","3227",NA,NA,NA,Southern America,Brazil,São Paulo,Habitat in prov. S. Paulo prope Santos,NA,NA,NA,P03P5N0107,Santos,-46.33,-23.96,"26836",NA,NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.33,-23.96,"25",2017-09-11 17:12:24-03,UnB,HBVIRTFLBRAS,NA,O,Plantae,NA,NA,Orchidaceae,Zygopetalum,mosenianum,Zygopetalum mosenianum,Barb.Rodr.,NA,"Mosén, CWH",3227?,NA,NA,NA,Southern America,Brazil,São Paulo,Habitat in prov. S. Paulo prope Santos,NA,NA,NA,P03P5N0107,Santos,-46.33,-23.96,"26836",NA,NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.4199981689453,-23.8899993896484,"27",2019-11-21 10:13:57-03,IBt,SP,"27193",S,Plantae,NA,NA,Orchidaceae,Zygopetalum,pedicellatum,Zygopetalum pedicellatum,(Thunb.) Garay,"Barros, F","Loefgren, A",CGG3888,"1898","01",NA,NA,Brasil,São Paulo,Cultivada na Capital,NA,NA,SP009698,SP009698,Cubatão,-46.4199981689453,-23.8899993896484,"15123",NA,NA,auto,"1980","05","22",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.8400001525879,-23.5300006866455,"28",2019-11-21 10:13:57-03,IBt,SP,"58651",S,Plantae,NA,NA,Orchidaceae,Zygopetalum,pedicellatum,Zygopetalum pedicellatum,(Thunb.) Garay,"Barros, F","Kuhlmann, M","4357","1958","03","18",NA,Brasil,São Paulo,"Boracéia, próximo do Rio Guaratuba",NA,NA,NA,NA,Salesópolis,-45.8400001525879,-23.5300006866455,"18032",NA,NA,auto,"1980","05","22",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5299987792969,-23.6599998474121,"29",2019-11-21 10:13:57-03,IBt,SP,"1592",S,Plantae,NA,NA,Orchidaceae,Zygopetalum,pedicellatum,Zygopetalum pedicellatum,(Thunb.) Garay,"Barros, F","Hoehne, FC",s.n.,"1918","03","04",NA,Brasil,São Paulo,E.B. do Alto da Serra de Paranapiacaba,NA,NA,NA,NA,Santo André,-46.5299987792969,-23.6599998474121,"27258",NA,NA,auto,"1980","05","22",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
