X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,typeStatus,recordedBy,recordNumber,year,month,continentOcean,country,stateProvince,locality,preparationType,occurrenceRemarks,barcode,imagecode,class,identifiedBy,day,county,decimalLongitude,decimalLatitude,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,minimumElevationInMeters,maximumElevationInMeters,verbatimLongitude,verbatimLatitude,relationshipType,relatedCatalogItem,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-49.3400001525879,-24.1100006103516,"4",2020-11-04 11:05:14-03,ESALQ,ESA,"9006",PreservedSpecimen,Plantae,Magnoliophyta,NA,Convolvulaceae,Evolvulus,riedelii,Evolvulus riedelii,Meissn.,NA,"Scaramuzza, C.A.M. ; Godon, M.","313.0","1993","01",NA,Brasil,São Paulo,NA,NA,NA,ESA009006,ESA009006,NA,"Simão-Bianchini, R.","01",Itararé,-49.3400001525879,-24.1100006103516,"27729",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8199996948242,-22.25,"5",2021-03-01 16:28:37-03,UNICAMP,UEC,"3809",S,Plantae,Magnoliopsida,NA,Convolvulaceae,Evolvulus,riedelii,Evolvulus riedelii,Meisn.,NA,"Shepherd, GJ; Semir, J; Andrade, JB; Salgado, PR","7281","1978","02",NA,Brazil,São Paulo,Entre São Carlos e Rio Claro.,NA,"Subarbusto com flores azuis; Em Cerrado.",UEC090729,UEC090729,NA,"Silva, CV","23",Itirapina,-47.8199996948242,-22.25,"22843",auto,"2013","07","05","900","900",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.1699981689453,-21.7900009155273,"14",2020-12-21 16:21:22-03,MBM,MBM,"105177",PreservedSpecimen,Plantae,NA,NA,Convolvulaceae,Evolvulus,riedelli,Evolvulus riedelli,Meisn.,NA,"Grottas, A.S.","293","1963","01",Southern America,Brazil,São Paulo,Araraquara,NA,NA,MBM105177,MBM105177,NA,Rosângela Simão,"26",Araraquara,-48.1699981689453,-21.7900009155273,"29178",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8199996948242,-22.25,"16",2018-04-26 14:53:52-03,UFRPE,CONVOLVULACEAE_BR,NA,O,Plantae,NA,NA,Convolvulaceae,Evolvulus,riedelii,Evolvulus riedelii,Meisn.,NA,"Barros, F de","2605",NA,NA,Southern America,Brazil,São Paulo,"Carioba, Itirapina, Estrada de Graú",NA,NA,CONV016801,NA,NA,"Simão-Bianchini, R",NA,Itirapina,-47.8199996948242,-22.25,"22843",auto,"1995","10",NA,NA,NA,NA,NA,voucher,"72720",NA,"35",São Paulo,SP,Sudeste
-48.1699981689453,-21.7900009155273,"22",2019-11-13 11:18:10-03,USP,SPF,"39248",PreservedSpecimen,Plantae,NA,NA,Convolvulaceae,Evolvulus,riedelii,Evolvulus riedelii,Meisn.,NA,"Grotta, AS","293","1963","01",NA,Brasil,São Paulo,NA,NA,NA,SPF00039248,SPF00039248,NA,"Simão, R","26",Araraquara,-48.1699981689453,-21.7900009155273,"29178",auto,"1985","07",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8199996948242,-22.25,"23",2019-11-13 11:18:10-03,USP,SPF,"161120",PreservedSpecimen,Plantae,NA,NA,Convolvulaceae,Evolvulus,riedelii,Evolvulus riedelii,Meisn.,NA,"Barros, F","2605","1993","02",NA,Brasil,São Paulo,NA,NA,NA,SPF00161120,SPF00161120,NA,"Simão-Bianchini, R","09",Itirapina,-47.8199996948242,-22.25,"22843",auto,"1995","10",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8199996948242,-22.25,"24",2019-10-07 09:17:41-03,UEFS,HUEFS,"72720",PreservedSpecimen,Plantae,Angiospermae,Solanales,Convolvulaceae,Evolvulus,riedelii,Evolvulus riedelii,Meisn.,NA,"Barros, F.de","2605","1993","02",NA,Brasil,São Paulo,"Carioba, Itirapina, Estrada de Graúna",NA,NA,HUEFS0072720,HUEFS0072720,Asteranae,NA,"09",Itirapina,-47.8199996948242,-22.25,"22843",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.1699981689453,-21.7900009155273,"27",2020-07-02 08:39:51-03,IBt,SP,"285438",S,Plantae,NA,NA,Convolvulaceae,Evolvulus,riedelii,Evolvulus riedelii,Meisn.,NA,"Grotta, AS","293","1963","01",NA,Brasil,São Paulo,NA,NA,NA,NA,NA,NA,NA,"23",Araraquara,-48.1699981689453,-21.7900009155273,"29178",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.1699981689453,-21.7900009155273,"28",2020-07-02 08:39:51-03,IBt,SP,"285409",S,Plantae,NA,NA,Convolvulaceae,Evolvulus,riedelii,Evolvulus riedelii,Meisn.,NA,"Grotta, AS","253","1963","01",NA,Brasil,São Paulo,NA,NA,NA,NA,NA,NA,NA,"26",Araraquara,-48.1699981689453,-21.7900009155273,"29178",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.3800010681152,-22.3500003814697,"29",2021-02-18 08:30:34-03,IBt,SP,"11026",S,Plantae,NA,NA,Convolvulaceae,Evolvulus,riedelii,Evolvulus riedelii,Meisn.,NA,"Usteri, A",s.n.,"1905","10",NA,Brasil,São Paulo,NA,NA,NA,NA,NA,NA,NA,"30",Araras,-47.3800010681152,-22.3500003814697,"22739",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
