X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,identifiedBy,yearIdentified,monthIdentified,dayIdentified,occurrenceRemarks,phylum,order,scientificNameAuthorship,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,barcode,imagecode,verbatimLongitude,verbatimLatitude,coordinatePrecision,geoFlag,class,relatedCatalogItem,fieldNumber,individualCount,typeStatus,previousCatalogNumber,infraspecificEpithet,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.621883,-23.654505,"20",2021-03-15 16:37:00-03,NY,NYBG,"625753",PreservedSpecimen,Plantae,Orchidaceae,Stelis,loëfgrenii,Stelis loëfgrenii,F. C. Hoehne,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=595789' target='other'> <mi>dwc_moreinfo</mi></a>,Magnoliophyta,Asparagales,Cogn.,O. Handro,"28356","1931","10","14",South America,Brazil,São Paulo,Sao Paulo,Parque do Estado.,-46.621883,-23.654505,NA,NA,sheet,NY00625753,NY00625753_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.1275,-23.42,"45",2019-08-20 10:01:02-03,UNICAMP,UEC,"68172",S,Plantae,Orchidaceae,Stelis,argentata,Stelis argentata,NA,NA,NA,NA,Epífita. Flores esverdeadas.,Liliopsida,NA,Lindl.,"Goldenberg, R; et al.","29852","1993","11","12",NA,Brazil,São Paulo,Ubatuba,"Estação do I.A.C. Trilha da Sucem, Mata de encosta.",-45.1275,-23.42,NA,NA,NA,UEC027028,UEC027028,"-45.1275","-23.42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.985278,-23.238889,"284",2020-06-15 15:31:06-03,UNESP-RC,HRCB,"62363",PreservedSpecimen,Plantae,Orchidaceae,Stelis,argentata,Stelis argentata,"Marcusso, G.M.",NA,NA,NA,NA,NA,NA,Lindl.,Marcusso,NA,NA,NA,NA,NA,Brasil,São Paulo,Cunha,"Parque Estadual da Serra do Mar, Núcleo Cunha",-44.985278,-23.238889,NA,NA,NA,NA,NA,44º59'7W,23º14'20S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.985278,-23.238889,"285",2020-06-15 15:31:06-03,UNESP-RC,HRCB,"62363",PreservedSpecimen,Plantae,Orchidaceae,Stelis,argentata,Stelis argentata,"Marcusso, G.M.",NA,NA,NA,NA,NA,NA,Lindl.,Marcusso,NA,NA,NA,NA,NA,Brasil,São Paulo,Cunha,"Parque Estadual da Serra do Mar, Núcleo Cunha",-44.985278,-23.238889,NA,NA,NA,NA,NA,44º59'7W,23º14'20S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"286",2020-06-17 15:25:23-03,UNESP-RC,HRCB,"9453",PreservedSpecimen,Plantae,Orchidaceae,Stelis,argentata,Stelis argentata,J. E. L. S. Ribeiro,NA,NA,NA,NA,NA,NA,Lindl.,"Cunha, N. M. L.",NA,NA,NA,NA,NA,Brasil,São Paulo,Ubatuba,Picinguaba,-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,NA,NA,NA,"34265",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5299987792969,-23.6599998474121,"361",2019-11-21 10:13:51-03,IBt,SP,"401860",S,Plantae,Orchidaceae,Stelis,argentata,Stelis argentata,"Barros, F","2007","03","05",NA,NA,NA,Lindl.,"Barros, F",s.n.,NA,NA,NA,NA,Brasil,São Paulo,Santo André,"E.B. do Alto da Serra de Paranapiacaba, Cultivada na Seção do Orquidário do Instituto de Botânica sob nº 11927, florescendo em 19-XI-2004",-46.5299987792969,-23.6599998474121,NA,NA,NA,NA,NA,NA,NA,"27258",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.4099998474121,-23.7099990844727,"364",2019-11-21 10:13:54-03,IBt,SP,"29278",S,Plantae,Orchidaceae,Stelis,loefgrenii,Stelis loefgrenii,NA,NA,NA,NA,"Epífita pequena, fl. verde.",NA,NA,Cogn.,"Edwall, G",CGG3235,"1895","11",NA,NA,Brasil,São Paulo,Ribeirão Pires,Capoeirão.,-46.4099998474121,-23.7099990844727,NA,NA,NA,SP009679,SP009679,NA,NA,"10581",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"365",2019-11-21 10:13:54-03,IBt,SP,"28356",S,Plantae,Orchidaceae,Stelis,loefgrenii,Stelis loefgrenii,"Hoehne, FC",NA,NA,NA,NA,NA,NA,Cogn.,"Handro, O",s.n.,"1931","10","14",NA,Brasil,São Paulo,São Paulo,"Parque do Estado, Jardim Botânico, Nativa",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"366",2019-11-21 10:13:54-03,IBt,SP,"174581",S,Plantae,Orchidaceae,Stelis,loefgrenii,Stelis loefgrenii,"Barros, F","1982","02","26",NA,NA,NA,Cogn.,"Jung, SL","377","1980","12","09",NA,Brasil,São Paulo,São Paulo,"Parque Estadual das Fontes do Ipiranga, Mata",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5299987792969,-23.6599998474121,"368",2019-11-21 10:13:54-03,IBt,SP,"401859",S,Plantae,Orchidaceae,Stelis,pauciflora,Stelis pauciflora,"Barros, F","2007","03","06",NA,NA,NA,Lindl.,"Barros, F",s.n.,NA,NA,NA,NA,Brasil,São Paulo,Santo André,"E.B. do Alto da Serra de Paranapiacaba, Cultivada na Seção do Orquidário do Instituto de Botânica sob nº 11930, florescendo em 22-XI-2004",-46.5299987792969,-23.6599998474121,NA,NA,NA,NA,NA,NA,NA,"27258",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
