X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,class,relatedCatalogItem,verbatimLongitude,verbatimLatitude,infraspecificEpithet,fieldNumber,individualCount,typeStatus,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-44.5699996948242,-22.6399993896484,"50",2021-03-01 16:39:29-03,UNICAMP,UEC,"111084",S,Plantae,Magnoliopsida,NA,Rubiaceae,Galium,nigroramosum,Galium nigroramosum,(Ehrend.) Dempster,"Jung-Mendaçolli, SL","Freitas, L; San Martin-Gajardo, I","820","2000","01","21",NA,Brazil,São Paulo,São José do Barreiro,Área defronta a entrada para cachoeira Santo Izidro.,-44.5699996948242,-22.6399993896484,NA,NA,NA,"Subarbusto/5-15 cm. Flores corola amarelo esverdeado.; Campo de Altitude.",UEC110809,UEC110809,"30784",auto,"2000","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.5699996948242,-22.6399993896484,"51",2021-03-01 16:39:29-03,UNICAMP,UEC,"109447",S,Plantae,Magnoliopsida,NA,Rubiaceae,Galium,nigroramosum,Galium nigroramosum,(Ehrend.) Dempster,"Jung-Mendaçolli, SL","Freitas, L","769","1999","10","18",NA,Brazil,São Paulo,São José do Barreiro,Área defronta a entrada para cachoeira Santo Izidro.,-44.5699996948242,-22.6399993896484,NA,NA,NA,"Flores corola amarelo esverderado.; Campo de Altitude.",UEC110808,UEC110808,"30784",auto,"2000","08","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.020833,-23.236667,"52",2020-04-22 16:24:03-03,UFPB,JPB,"51526",PreservedSpecimen,Plantae,Angiosperma,Dicotyledon,Rubiaceae,Galium,nigroramosum,Galium nigroramosum,(Ehrend.) Dempster,"Costa, CB","Mamede, MCH; Martins, SE; Santos, AL; Silva, GO; Fiaschi, P; Peralta, DF","671","2006","06","22",Southern America,Brasil,São Paulo,Cunha,"Parque Estadual da Serra do Mar, Núcleo Cunha-Indaiá. Trilh",-45.020833,-23.236667,NA,NA,NA,"; DESC: Herbácea rasteira, na beira da trilha. Frutos cor de laranja. Flores alvas.",JPB0051526,NA,NA,NA,"2006","07",NA,NA,NA,"-45.020833","-23.236667",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49,-22,"245",2019-09-05 17:48:13-03,F,FMNH-SEEDPLANTS,V0361450F,PreservedSpecimen,Plantae,Spermatophyta,NA,Rubiaceae,Relbunium,nigro-ramosum,Relbunium nigro-ramosum,NA,NA,J. E. Leite,"3413","1945","2",NA,South America,Brazil,São Paulo,NA,NA,-49,-22,NA,NA,NA,NA,V0361450F,V0361450F_01,NA,NA,NA,NA,NA,Dicotyledoneae,NA,NA,NA,NA,NA,NA,Holotype,NA,"35",São Paulo,SP,Sudeste
-45.020833,-23.236667,"255",2019-11-21 10:17:58-03,IBt,SP,"390487",S,Plantae,NA,NA,Rubiaceae,Galium,nigroramosum,Galium nigroramosum,(Ehrend.) Dempster,"Costa, CB","Mamede, MCH; Martins, SE; Santos, AL; Silva, GO; Peralta, DF","671","2006","06","22",NA,Brasil,São Paulo,Cunha,"Parque Estadual da Serra do Mar, Núcleo Cunha-Indaiá. Trilha do Rio Bonito",-45.020833,-23.236667,NA,NA,NA,NA,NA,NA,NA,NA,"2006","07",NA,NA,NA,"-45.020833","-23.236667",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
