X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,yearIdentified,coordinatePrecision,geoFlag,class,relatedCatalogItem,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,relationshipType,fieldNumber,minimumDepthInMeters,maximumDepthInMeters,individualCount,infraspecificEpithet,typeStatus,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.5499992370605,-23.1100006103516,"172",2020-09-12 05:00:02-03,US,US,"2371212",PreservedSpecimen,Plantae,NA,Myrtales,Lythraceae,Cuphea,lindmaniana,Cuphea lindmaniana,Koehne ex Bacig.,NA,G. Eiten & L. T. Eiten,"2413","1960","10","24",South America - Neotropics,Brazil,São Paulo,Atibaia,"Along road to Bragança Paulista, about 1/2 km north of turnoff road to Atibaia.",-46.5499992370605,-23.1100006103516,NA,NA,NA,NA,US01885092,US01885092_01 US01885092_02,NA,"21675",auto,Dicotyledonae,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5499992370605,-23.1100006103516,"296",2021-02-04 09:02:29-03,IBt,SP,"74519",S,Plantae,NA,NA,Lythraceae,Cuphea,lindmaniana,Cuphea lindmaniana,Koehne ex Bacig.,NA,"Eiten, G","2413","1960","10","24",NA,Brasil,São Paulo,Atibaia,NA,-46.5499992370605,-23.1100006103516,NA,NA,NA,NA,NA,NA,NA,"21675",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
