X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,year,month,day,country,stateProvince,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,barcode,imagecode,recordNumber,locality,occurrenceRemarks,infraspecificEpithet,coordinatePrecision,geoFlag,phylum,order,continentOcean,preparationType,typeStatus,class,relatedCatalogItem,relationshipType,individualCount,fieldNumber,previousCatalogNumber,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.5900001525879,-22.7299995422363,"145",2020-01-20 14:40:38-03,UPM,MACK,"3163",PreservedSpecimen,Plantae,Melastomataceae,Miconia,cinerascens,Miconia cinerascens,Miq.,J. Meirelles,NA,NA,NA,M. Fascina,"2011","07","07",Brasil,SP,Campos do Jordão,-45.5900001525879,-22.7299995422363,NA,NA,NA,NA,NA,NA,"244",Colônia Umuarama,NA,NA,"21048",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"146",2020-01-20 14:40:38-03,UPM,MACK,"3256",PreservedSpecimen,Plantae,Melastomataceae,Miconia,cinerascens,Miconia cinerascens,Miq.,B. Abud,NA,NA,NA,M. Megale,"2016","08","02",Brasil,SP,Campos do Jordão,-45.5900001525879,-22.7299995422363,NA,NA,NA,NA,"HMACK00003256-M.Megale6-2/8/2016,ColôniaUmuarama,Trilhadassetequedas,CamposdoJordão,SP,Brasil",NA,"6","Colônia Umuarama, Trilha das sete quedas",NA,NA,"21048",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"148",2020-01-20 14:40:38-03,UPM,MACK,"3162",PreservedSpecimen,Plantae,Melastomataceae,Miconia,cinerascens,Miconia cinerascens,Miq.,J. Meirelles,NA,NA,NA,M. Fascina,"2011","03","26",Brasil,SP,Campos do Jordão,-45.5900001525879,-22.7299995422363,NA,NA,NA,NA,NA,NA,"39",Colônia Umuarama,NA,NA,"21048",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"149",2020-01-20 14:40:38-03,UPM,MACK,"3147",PreservedSpecimen,Plantae,Melastomataceae,Miconia,cinerascens,Miconia cinerascens,Miq.,M. A. Fanelli,NA,NA,NA,"M. A. Fanelli; et al","2011","04","28",Brasil,SP,Campos do Jordão,-45.5900001525879,-22.7299995422363,NA,NA,NA,NA,NA,NA,"7",Floresta ombrófila mista,NA,NA,"21048",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"150",2020-01-20 14:40:38-03,UPM,MACK,"461",PreservedSpecimen,Plantae,Melastomataceae,Miconia,cinerascens,Miconia cinerascens,Miq.,R. Goldenberg,"2005","08","19",F. R. A. D. P. Arzolla,"2004","05","16",Brasil,SP,Campos do Jordão,-45.5900001525879,-22.7299995422363,NA,NA,NA,NA,NA,NA,"552",Parque Estadual.,NA,NA,"21048",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"151",2020-01-20 14:40:38-03,UPM,MACK,"460",PreservedSpecimen,Plantae,Melastomataceae,Miconia,cinerascens,Miconia cinerascens,Miq.,"R. T. Polisel; G. A. D. C. Franco","2007","06","09","R. T. Polisel; et al.","2007","03","16",Brasil,SP,Campos do Jordão,-45.5900001525879,-22.7299995422363,NA,NA,NA,NA,NA,NA,"207","Parque Estadual, trilha da cachoeira, áreada fitossociologia.",NA,NA,"21048",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"212",2020-11-04 11:13:36-03,ESALQ,ESA,"14889",PreservedSpecimen,Plantae,Melastomataceae,Miconia,cinerascens,Miconia cinerascens,Miq.,"Goldenberg, R.","1998","01","01","Barreto, K.D. et al.","1993","08","17",Brasil,São Paulo,Campos do Jordão,-45.5900001525879,-22.7299995422363,NA,NA,NA,NA,ESA014889,NA,"1022.0",NA,NA,NA,"21048",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"213",2020-11-04 11:13:36-03,ESALQ,ESA,"50326",PreservedSpecimen,Plantae,Melastomataceae,Miconia,cinerascens,Miconia cinerascens,NA,NA,NA,NA,NA,"Carboni, M. et al.","2005","03","29",Brasil,São Paulo,Cananéia,-47.9199981689453,-25.0100002288818,NA,NA,NA,NA,ESA050326,ESA050326,"177.0",NA,NA,NA,"37574",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"217",2020-11-04 11:13:36-03,ESALQ,ESA,"80902",PreservedSpecimen,Plantae,Melastomataceae,Miconia,cinerascens,Miconia cinerascens,NA,"Goldenberg, R.",NA,NA,NA,"Sztutman, M. et al.","1999","01","11",Brasil,São Paulo,Pariquera-açu,-47.8800010681152,-24.7099990844727,NA,NA,NA,NA,ESA080902,ESA080902,"268.0",NA,NA,NA,"17990",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"218",2020-11-04 11:13:36-03,ESALQ,ESA,"29642",PreservedSpecimen,Plantae,Melastomataceae,Miconia,cinerascens,Miconia cinerascens,Miq.,"Ivanauskas, N.M.",NA,NA,NA,"Ivanauskas, N.M.","1995","02","12",Brasil,São Paulo,Pariquera-Açu,-47.8800010681152,-24.7099990844727,NA,NA,NA,NA,ESA029642,ESA029642,"18.0",NA,NA,NA,"17990",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.1399993896484,-24.3099994659424,"219",2020-11-04 11:13:36-03,ESALQ,ESA,"37456",PreservedSpecimen,Plantae,Melastomataceae,Miconia,cinerascens,Miconia cinerascens,Triana,"Bechara, F.C.","1999","10","08","Torezan, J.M.; Arima, L.I.A.; Pimenta, J.A.; Resende, J.C.F.; Sifuentes, D.V.O.","1997","12","15",Brasil,São Paulo,Bom Sucesso de Itararé,-49.1399993896484,-24.3099994659424,NA,NA,NA,NA,ESA037456,ESA037456,"642.0",Estrada Bom Sucesso de Itararé 2 Km antes da Mineração São Judas. Interior de Floresta Ombrófila Mista,Erva com até 40cm. Flor lilás,NA,"14955",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.1399993896484,-24.3099994659424,"221",2020-11-04 11:13:36-03,ESALQ,ESA,"37707",PreservedSpecimen,Plantae,Melastomataceae,Miconia,cinerascens,Miconia cinerascens,Miq.,"Silva, M.M.R.",NA,NA,NA,"Chung, F.; Matos, J.; Schmidt, M.; Gandara, F.; Ivanauskas, N.M.; Vanini, A.; Souza, J.P.; Souza, V.C.; Tamashiro, J.Y.; Rodrigues, R.R.","1997","12","15",Brasil,São Paulo,Bom Sucesso de Itararé,-49.1399993896484,-24.3099994659424,NA,NA,NA,NA,ESA037707,ESA037707,"148.0",Estrada de Bom Sucesso a 2 km da Mineração de cal São Judas Tadeu. Floresta Ombrófila Mista/Floresta de Araucária. Mata de encosta,NA,NA,"14955",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.1399993896484,-24.3099994659424,"222",2020-11-04 11:13:36-03,ESALQ,ESA,"40807",PreservedSpecimen,Plantae,Melastomataceae,Miconia,cinerascens,Miconia cinerascens,Miq.,"Silva, M.M.R.",NA,NA,NA,"Elias, S.I.; Silva, M.M.R.; Amador, D.B.; Freitas, F.O.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Ivanauskas, N.M.; Souza, J.P.; Vanini, A.","1997","12","15",Brasil,São Paulo,Bom Sucesso de Itararé,-49.1399993896484,-24.3099994659424,NA,NA,NA,NA,ESA040807,ESA040807,"169.0","Estrada de Bom Sucesso de Itararé a 2 Km antes da Mineração São Judas -Bom Sucesso de Itararé. Floresta ombrófila mista. Borda da mata, perto do rio","Arvoreta de 4 m. Face abaxial das folhas brancas, frutos verdes imaturos",NA,"14955",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.1399993896484,-24.3099994659424,"230",2020-11-04 11:13:36-03,ESALQ,ESA,"37708",PreservedSpecimen,Plantae,Melastomataceae,Miconia,cinerascens,Miconia cinerascens,Miq.,"Silva, M.M.R.",NA,NA,NA,"Chung, F. et al.","1997","12","15",Brasil,São Paulo,Bom Sucesso de Itararé,-49.1399993896484,-24.3099994659424,NA,NA,NA,NA,ESA037708,ESA037708,"148.0",NA,"Arbustos de 2,0 m, frutos imaturos verdes",NA,"14955",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"231",2020-11-04 11:13:36-03,ESALQ,ESA,"62527",PreservedSpecimen,Plantae,Melastomataceae,Miconia,cinerascens,Miconia cinerascens,Miq.,"Oliveira, A.A.","1999","01","01","Oliveira, A.A. et al.","1999","08","27",Brasil,São Paulo,Iguape,-47.5499992370605,-24.7000007629395,NA,NA,NA,NA,ESA062527,ESA062527,"3474.0",NA,NA,NA,"55628",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"235",2020-11-04 11:13:36-03,ESALQ,ESA,"17894",PreservedSpecimen,Plantae,Melastomataceae,Miconia,cinerascens,Miconia cinerascens,Miq.,"Goldenberg, R.","1998","01","01","Cordeiro, I. et al.","1994","03","28",Brasil,São Paulo,Campos do Jordão,-45.5900001525879,-22.7299995422363,NA,NA,NA,NA,ESA017894,NA,"1312.0",NA,NA,NA,"21048",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"236",2020-11-04 11:13:36-03,ESALQ,ESA,"14903",PreservedSpecimen,Plantae,Melastomataceae,Miconia,cinerascens,Miconia cinerascens,Miq.,"Goldenberg, R.","1998","01","01","Barreto, K.D. et al.","1993","08","26",Brasil,São Paulo,Campos do Jordão,-45.5900001525879,-22.7299995422363,NA,NA,NA,NA,ESA014903,NA,"1110.0",NA,NA,NA,"21048",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.9599990844727,-23.0699996948242,"237",2020-11-04 11:13:36-03,ESALQ,ESA,"33989",PreservedSpecimen,Plantae,Melastomataceae,Miconia,cinerascens,Miconia cinerascens,Miq.,"Bessa, M.M.A.","1998","01","01","Bertani, D.F. et al.","1996","12","13",Brasil,São Paulo,Cunha,-44.9599990844727,-23.0699996948242,NA,NA,NA,NA,ESA033989,ESA033989,"4.0",NA,NA,NA,"38855",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"238",2020-11-04 11:13:36-03,ESALQ,ESA,"62286",PreservedSpecimen,Plantae,Melastomataceae,Miconia,cinerascens,Miconia cinerascens,NA,NA,NA,NA,NA,"Kozera, C. et al.","1999","01","10",Brasil,São Paulo,Iguape,-47.5499992370605,-24.7000007629395,NA,NA,NA,NA,ESA062286,ESA062286,"837.0",NA,NA,NA,"55628",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"239",2020-11-04 11:13:36-03,ESALQ,ESA,"8890",PreservedSpecimen,Plantae,Melastomataceae,Miconia,cinerascens,Miconia cinerascens,Miq.,"Goldenberg, R.","1994","08","11","Scaramuzza, C.A.M. ; Godon, M.",NA,NA,NA,Brasil,São Paulo,Itararé,-49.3400001525879,-24.1100006103516,NA,NA,NA,NA,ESA008890,NA,"293.0",NA,NA,NA,"27729",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"240",2020-11-04 11:13:36-03,ESALQ,ESA,"28558",PreservedSpecimen,Plantae,Melastomataceae,Miconia,cinerascens,Miconia cinerascens,Triana,"Ivanauskas, N.M.",NA,NA,NA,"Ivanauskas, N.M.","1995","12","16",Brasil,São Paulo,Pariquera-Açu,-47.8800010681152,-24.7099990844727,NA,NA,NA,NA,ESA028558,ESA028558,"604.0",NA,NA,NA,"17990",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-52.1599998474121,-22.5300006866455,"241",2020-11-04 11:13:36-03,ESALQ,ESA,"129168",PreservedSpecimen,Plantae,Melastomataceae,Miconia,cinerascens,Miconia cinerascens,NA,"Colletta, G.D. & Flores, T.B.","2014",NA,NA,"Colletta, G.D.","2014","05","21",Brasil,São Paulo,Teodoro Sampaio,-52.1599998474121,-22.5300006866455,NA,NA,NA,NA,ESA129168,NA,"1584.0",Parque Estadual Morro do Diabo,Árvore,NA,"54606",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6300010681152,-24.3199996948242,"243",2020-11-04 11:13:36-03,ESALQ,ESA,"24179",PreservedSpecimen,Plantae,Melastomataceae,Miconia,cinerascens,Miconia cinerascens,NA,"Goldenberg, R.","1998","01","01","Barreto, K.D. et al.","1994","11","30",Brasil,São Paulo,Juquiá,-47.6300010681152,-24.3199996948242,NA,NA,NA,NA,ESA024179,NA,"3309.0",NA,NA,NA,"32505",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"244",2020-11-04 11:13:36-03,ESALQ,ESA,"28882",PreservedSpecimen,Plantae,Melastomataceae,Miconia,cinerascens,Miconia cinerascens,NA,"Goldenberg, R.","1998","01","01","Ivanauskas, N.M.","1995","11","22",Brasil,São Paulo,Pariquera-Açu,-47.8800010681152,-24.7099990844727,NA,NA,NA,NA,ESA028882,ESA028882,"575.0",NA,NA,NA,"17990",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"245",2020-11-04 11:13:36-03,ESALQ,ESA,"28881",PreservedSpecimen,Plantae,Melastomataceae,Miconia,cinerascens,Miconia cinerascens,NA,"Goldenberg, R.","1998","01","01","Ivanauskas, N.M.","1995","10","19",Brasil,São Paulo,Pariquera-Açu,-47.8800010681152,-24.7099990844727,NA,NA,NA,NA,ESA028881,ESA028881,"488.0",NA,NA,NA,"17990",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.7299995422363,-22.6800003051758,"246",2020-11-04 11:13:36-03,ESALQ,ESA,"21880",PreservedSpecimen,Plantae,Melastomataceae,Miconia,cinerascens,Miconia cinerascens,Miq.,"Goldenberg, R.",NA,NA,NA,"Tamashiro, J.Y. et al.","1995","04","13",Brasil,São Paulo,São Bento do Sapucaí,-45.7299995422363,-22.6800003051758,NA,NA,NA,NA,ESA021880,NA,"820.0",NA,NA,NA,"18089",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"251",2020-11-04 11:13:36-03,ESALQ,ESA,"76545",PreservedSpecimen,Plantae,Melastomataceae,Miconia,cinerascens,Miconia cinerascens,Miq.,"Oliveira, A.A.",NA,NA,NA,"Oliveira, A.A. et al.","1999","08","27",Brasil,São Paulo,Iguape,-47.5499992370605,-24.7000007629395,NA,NA,NA,NA,ESA076545,ESA076545,"3474.0",NA,NA,NA,"55628",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"252",2020-11-04 11:13:36-03,ESALQ,ESA,"63568",PreservedSpecimen,Plantae,Melastomataceae,Miconia,cinerascens,Miconia cinerascens,Miq.,NA,NA,NA,NA,"Scaramuzza, C.A.M. ; Souza, V.C.","1993","01","01",Brasil,São Paulo,Itararé,-49.3400001525879,-24.1100006103516,NA,NA,NA,NA,ESA063568,ESA063568,NA,NA,NA,NA,"27729",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.35173,-24.03059,"253",2020-11-04 11:13:36-03,ESALQ,ESA,"128456",PreservedSpecimen,Plantae,Melastomataceae,Miconia,cinerascens,Miconia cinerascens,NA,NA,NA,NA,NA,"Cabral, F.N.","2013","03","30",Brasil,São Paulo,Tapiraí,-47.35173,-24.03059,"-47.35173","-24.03059",NA,NA,ESA128456,NA,"900.0","Trilha do Chagas, UHE da Fumaça, Floresta Ombrófila Densa, à margem esquerda do Rio Juquiá.",arbusto ver numero,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"254",2020-11-04 11:13:36-03,ESALQ,ESA,"28548",PreservedSpecimen,Plantae,Melastomataceae,Miconia,cinerascens,Miconia cinerascens,NA,"Goldenberg, R.","1998","01","01","Ivanauskas, N.M.","1995","03","24",Brasil,São Paulo,Pariquera-Açu,-47.8800010681152,-24.7099990844727,NA,NA,NA,NA,ESA028548,ESA028548,"90.0",NA,NA,NA,"17990",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.4099998474121,-23.7600002288818,"255",2020-11-04 11:13:36-03,ESALQ,ESA,"63023",PreservedSpecimen,Plantae,Melastomataceae,Miconia,cinerascens,Miconia cinerascens,Miq.,"Goldenberg, R.","2002",NA,NA,"Souza, V.C. et al.","1998","12","18",Brasil,São Paulo,São Sebastião,-45.4099998474121,-23.7600002288818,NA,NA,NA,NA,ESA063023,ESA063023,"21748.0",NA,NA,NA,"41977",auto,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"273",2019-02-15 11:45:42-02,IPA,IPA,"50565",S,Plantae,Melastomataceae,Miconia,cinerascens,Miconia cinerascens,Miq.,"Baumgratz, J.F.","1981","10","08","Barreto, R.A.A.","1980","11","21",Brasil,São Paulo,Campos do Jordão,-45.5900001525879,-22.7299995422363,NA,NA,NA,NA,IPA0050565,NA,210A,NA,"Arvoreta de 3m, botão verde.; Vegetação: Floresta Nebular.",NA,"21048",auto,Plantae,NA,Southern America,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"276",2019-02-15 11:45:42-02,IPA,IPA,"50547",S,Plantae,Melastomataceae,Miconia,cinerascens,Miconia cinerascens,Miq.,"Baumgratz, J.F.","1981","10","08","Barreto, R.A.A.","1980","11","21",Brasil,São Paulo,Campos do Jordão,-45.5900001525879,-22.7299995422363,NA,NA,"1900","1900",IPA0050547,NA,"210",NA,"Arvoreta de 3m, botão verde.; Vegetação: Floresta Nebular.",NA,"21048",auto,Plantae,NA,Southern America,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.386111,-22.888889,"391",2019-08-20 10:19:00-03,UNICAMP,UEC,"79560",S,Plantae,Melastomataceae,Miconia,cinerascens,Miconia cinerascens cinerascens,Miq.,"Caddah, MK","2012",NA,NA,"Papp, MG; Oishi, C","1995","11","25",Brazil,Minas Gerais,Camanducaia,-46.386111,-22.888889,"-46.386111","-22.888889","1700","1800",UEC083750,UEC083750,"22","Vila de Monte Verde, Trilha do Pico Sela, Sítio.",Porte arbóreo. Mata de altitude.,cinerascens,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
