X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,typeStatus,recordedBy,recordNumber,continentOcean,country,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,scientificNameAuthorship,identifiedBy,year,month,day,stateProvince,county,coordinatePrecision,geoFlag,infraspecificEpithet,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,sex,class,relatedCatalogItem,individualCount,fieldNumber,previousCatalogNumber,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.621883,-23.654505,"19",2021-03-15 16:37:00-03,NY,NYBG,"441982",PreservedSpecimen,Plantae,Magnoliophyta,Sapindales,Meliaceae,Cedrela,odorata,Cedrela odorata,NA,W. Hoehne,NA,South America,Brazil,"Sao Paulo, Parque do Estado",-46.621883,-23.654505,NA,NA,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=317001' target='other'> <mi>dwc_moreinfo</mi></a>,NY00441982,NY00441982_01,L.,W. Hoehne,"1944","11","10",São Paulo,Sao Paulo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5497,-23.1103,"53",2021-03-15 16:37:00-03,NY,NYBG,"389978",PreservedSpecimen,Plantae,Magnoliophyta,Sapindales,Meliaceae,Cedrela,odorata,Cedrela odorata,NA,M. Kuhlmann,NA,South America,Brazil,Rodovia próximo à divisa com o município de Jundiaí,-46.5497,-23.1103,NA,NA,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=316975' target='other'> <mi>dwc_moreinfo</mi></a>,NY00389978,NY00389978_01,L.,T. D. Pennington,"1964","12","08",São Paulo,Atibaia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.016667,-22.333333,"88",2021-02-08 11:09:29-03,UNESP-IBB,BOTU,"25398",PreservedSpecimen,Plantae,NA,NA,Meliaceae,Cedrela,odorata,Cedrela odorata,NA,"Carboni, M.","287",NA,Brasil,Reserva Legal do Campus da UNESP,-49.016667,-22.333333,NA,NA,NA,Mata de brejo. 60cm de altura. <ll>dwc_commonname:</ll> cedro-do-brejo,BOTU025398,NA,L.,"Pastore, J.A.","2006","01","25",São Paulo,Bauru,NA,NA,NA,"2006","05","26",49°01'w,22°20's,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8899993896484,-22.0100002288818,"199",2021-03-30 12:44:55-03,EAO,IAN,"164838",PreservedSpecimen,Plantae,Dicotiledônea,NA,Meliaceae,Cedrela,odorata,Cedrela odorata,NA,Helmreichen,"39",Southern America,Brasil,NA,-47.8899993896484,-22.0100002288818,NA,NA,NA,Identificação de acordo com Pennington - Flora Neotrópica.,IAN164838,NA,L.,NA,NA,NA,NA,São Paulo,São Carlos,"45913",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.060001373291,-22.3099994659424,"316",2020-11-04 11:13:59-03,ESALQ,ESA,"99884",PreservedSpecimen,Plantae,Magnoliophyta,NA,Meliaceae,Cedrela,odorata,Cedrela odorata,NA,"Carboni, M.","287.0",NA,Brasil,NA,-49.060001373291,-22.3099994659424,NA,NA,NA,NA,ESA099884,ESA099884,NA,"Pastore, J.A.","2006","01","25",São Paulo,Bauru,"29186",auto,NA,"2006","05","26",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.5499992370605,-22.2900009155273,"321",2020-11-04 11:13:59-03,ESALQ,ESA,"103657",PreservedSpecimen,Plantae,Magnoliophyta,NA,Meliaceae,Cedrela,odorata,Cedrela odorata,NA,"Gorenstein, M.R.","6143.0",NA,Brasil,NA,-49.5499992370605,-22.2900009155273,NA,NA,NA,NA,ESA103657,ESA103657,NA,"Durigan, G. & Franco, G.A.D.C.","2005","06","15",São Paulo,Gália,"23314",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"322",2020-11-04 11:13:59-03,ESALQ,ESA,"10377",PreservedSpecimen,Plantae,Magnoliophyta,NA,Meliaceae,Cedrela,odorata,Cedrela odorata,NA,"Barreto, K.D.; Fernandes, G.D.; Vitti, F.X.","122.0",NA,Brasil,NA,-47.6399993896484,-22.7199993133545,NA,NA,NA,NA,ESA010377,ESA010377,L.,"Pastore, J.A.","1993","03","18",São Paulo,Piracicaba,"44778",auto,NA,"1996","02","23",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"323",2020-11-04 11:13:59-03,ESALQ,ESA,"51271",PreservedSpecimen,Plantae,Magnoliophyta,NA,Meliaceae,Cedrela,odorata,Cedrela odorata,NA,"Lopes, J.M.",NA,NA,Brasil,NA,-47.6399993896484,-22.7199993133545,NA,NA,NA,NA,ESA051271,ESA051271,NA,"Lopes, J.M.","2004","12","04",São Paulo,Piracicaba,"44778",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.3899993896484,-23.1800003051758,"326",2020-11-04 11:13:59-03,ESALQ,ESA,"20149",PreservedSpecimen,Plantae,Magnoliophyta,NA,Meliaceae,Cedrela,odorata,Cedrela odorata,NA,"Tamashiro, J.Y.; Ivanauskas, N.M.; Souza, J. de P.; Miyagi, P. H.; Belinello, R.; Fernandes, G.D.","753.0",NA,Brasil,NA,-46.3899993896484,-23.1800003051758,NA,NA,NA,NA,ESA020149,ESA020149,L.,"Pastore, J.A.","1995","04","10",São Paulo,Nazaré Paulista,"18850",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"327",2020-11-04 11:13:59-03,ESALQ,ESA,"17568",PreservedSpecimen,Plantae,Magnoliophyta,NA,Meliaceae,Cedrela,odorata,Cedrela odorata,NA,"Ivanauskas, N.M.",NA,NA,Brasil,NA,-47.6399993896484,-22.7199993133545,NA,NA,NA,NA,ESA017568,ESA017568,L.,"Pastore, J.A.","1994","06","20",São Paulo,Piracicaba,"44778",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"328",2020-11-04 11:13:59-03,ESALQ,ESA,"78414",PreservedSpecimen,Plantae,Magnoliophyta,NA,Meliaceae,Cedrela,odorata,Cedrela odorata,NA,"Gouvêa, C.F.",NA,NA,Brasil,NA,-47.6399993896484,-22.7199993133545,NA,NA,NA,NA,ESA078414,ESA078414,L.,"Gouvêa, C.F.","2000","03","02",São Paulo,Piracicaba,"44778",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"329",2020-11-04 11:13:59-03,ESALQ,ESA,"78413",PreservedSpecimen,Plantae,Magnoliophyta,NA,Meliaceae,Cedrela,odorata,Cedrela odorata,NA,"Gouvêa, C.F.",NA,NA,Brasil,NA,-47.6399993896484,-22.7199993133545,NA,NA,NA,NA,ESA078413,ESA078413,L.,"Gouvêa, C.F.","2001","11","15",São Paulo,Piracicaba,"44778",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"330",2020-11-04 11:13:59-03,ESALQ,ESA,"5549",PreservedSpecimen,Plantae,Magnoliophyta,NA,Meliaceae,Cedrela,odorata,Cedrela odorata,NA,"Kampf, E.","156.0",NA,Brasil,NA,-47.6399993896484,-22.7199993133545,NA,NA,NA,NA,ESA005549,ESA005549 ESA005549_1,Vell.,"Pastore, J.A.","1988","01","28",São Paulo,Piracicaba,"44778",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.6800003051758,-19.9899997711182,"331",2020-11-04 11:13:59-03,ESALQ,ESA,"20761",PreservedSpecimen,Plantae,Magnoliophyta,NA,Meliaceae,Cedrela,odorata,Cedrela odorata,NA,"Maestro, A. L. Silveira, A. M.","13.0",NA,Brasil,NA,-49.6800003051758,-19.9899997711182,NA,NA,NA,NA,ESA020761,ESA020761,L.,"Pastore, J.A.","1994","10","10",São Paulo,Riolândia,"23145",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"332",2020-11-04 11:13:59-03,ESALQ,ESA,"105465",PreservedSpecimen,Plantae,Magnoliophyta,NA,Meliaceae,Cedrela,odorata,Cedrela odorata,NA,"Aguiar, O.T.",NA,NA,Brasil,NA,-47.9900016784668,-23.8700008392334,NA,NA,NA,NA,ESA105465,ESA105465,NA,"Aguiar, O.T.","2002","03","13",São Paulo,São Miguel Arcanjo,"27904",auto,NA,"2002","03","17",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.1300010681152,-22.4099998474121,"333",2020-11-04 11:13:59-03,ESALQ,ESA,"118879",PreservedSpecimen,Plantae,Magnoliophyta,NA,Meliaceae,Cedrela,odorata,Cedrela odorata,NA,"Colletta, G.D.","664.0",NA,Brasil,Mata de brejo no sítio Lago Azul,-49.1300010681152,-22.4099998474121,NA,NA,NA,"Árvore, 4m, local encharcado.",ESA118879,NA,NA,"Colletta, G.D. & Alves, F.M.","2012","05","01",São Paulo,Piratininga,"19389",auto,NA,"2012","05","16",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5,-23.9599990844727,"334",2020-11-04 11:13:59-03,ESALQ,ESA,"123780",PreservedSpecimen,Plantae,Magnoliophyta,NA,Meliaceae,Cedrela,odorata,Cedrela odorata,NA,"Colletta, G.D. ; Ferreira, M.A.P.","1168.0",NA,Brasil,"Reserva Particular da Votorantim (CBA), UHE Alecrim, trilha da Chaminé, beira do Ribeirão do Veado.",-47.5,-23.9599990844727,NA,NA,NA,"Árvore, 12m",ESA123780,NA,NA,NA,"2013","05","02",São Paulo,Tapiraí,"41034",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.183333,-23.4,"388",2021-03-01 16:35:31-03,UNICAMP,UEC,"200647",S,Plantae,Magnoliopsida,NA,Meliaceae,Cedrela,odorata,Cedrela odorata,NA,"Pereira, LS; Belinello, R; Gomes, JAMA",N995,NA,Brazil,Parque Estadual da Serra do Mar,-45.183333,-23.4,"990","1045",NA,"Parcela N - Projeto Biota-FAPESP. Árvore com 6 metros de altura. Frequência da espécie na parcela: n=1; Mata Atlântica",UEC158008,UEC158008,L.,"Tamashiro, JY; Pereira, LS","2007","12",NA,São Paulo,São Luiz do Paraitinga,NA,NA,NA,"2008",NA,NA,"-45.183333","-23.4",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.945278,-23.330333,"389",2021-03-01 16:35:31-03,UNICAMP,UEC,"160394",S,Plantae,Magnoliopsida,NA,Meliaceae,Cedrela,odorata,Cedrela odorata,NA,"Marchiori, NM; Toledo, W; Munhoz, I; Cano, GB; Santos, FC","625",NA,Brazil,Parque Estadual da Serra do Mar,-45.945278,-23.330333,"999","999",NA,"Material vegetativo. Cerca de 9 m de altura e 1 indivíduo distribuído em 1 ha.; Floresta Ombrófila Densa Montana.",UEC039462,UEC039462,L.,"Marchiori, NM","2011","01","05",São Paulo,São Luiz do Paraitinga,NA,NA,NA,"2011","05",NA,"-45.945278","-23.330333",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.945278,-23.330333,"390",2021-03-01 16:35:31-03,UNICAMP,UEC,"160334",S,Plantae,Magnoliopsida,NA,Meliaceae,Cedrela,odorata,Cedrela odorata,NA,"Marchiori, NM; Toledo, W; Munhoz, I; Cano, GB; Santos, FC","625",NA,Brazil,Parque Estadual da Serra do Mar,-45.945278,-23.330333,"999","999",NA,"Material vegetativo. Cerca de 9 m de altura e 1 indivíduo distribuído em 1 ha.; Floresta Ombrófila Densa Montana.",UEC039533,UEC039533,L.,"Marchiori, NM","2011","01","05",São Paulo,São Luiz do Paraitinga,NA,NA,NA,"2011","05",NA,"-45.945278","-23.330333",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
