X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,barcode,imagecode,recordNumber,continentOcean,preparationType,previousCatalogNumber,occurrenceRemarks,phylum,order,coordinatePrecision,geoFlag,infraspecificEpithet,typeStatus,yearIdentified,monthIdentified,dayIdentified,sex,class,relatedCatalogItem,individualCount,fieldNumber,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-50.08,-20.4203,"10",2016-09-28 15:50:00-03,NY,NYBG,"402813",PreservedSpecimen,Plantae,Bignoniaceae,Handroanthus,impetiginosus,Handroanthus impetiginosus,NA,NA,J. M. Pires,"1964","06","08",Brazil,São Paulo,Valentim Gentil,Valentim Gentil.,-50.08,-20.4203,NA,NA,NA,NA,NY00402813,NY00402813_01,"57916",South America,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=176343' target='other'> <mi>dwc_moreinfo</mi></a>,Magnoliophyta,Lamiales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.06,-22.9,"11",2016-09-29 22:12:00-03,NY,NYBG,"886421",PreservedSpecimen,Plantae,Bignoniaceae,Handroanthus,impetiginosus,Handroanthus impetiginosus,NA,S. O. Grose,A. H. Gentry,"1985","01","05",Brazil,São Paulo,Campinas,NA,-47.06,-22.9,NA,NA,"600","600",NY00886421,NY00886421_01,"49262",South America,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1023859' target='other'> <mi>dwc_moreinfo</mi></a>,Magnoliophyta,Lamiales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.445,-22.885833,"58",2021-02-08 11:07:38-03,UNESP-IBB,BOTU,"25603",PreservedSpecimen,Plantae,Bignoniaceae,Handroanthus,impetiginosus,Handroanthus impetiginosus,(Mart. ex DC.) Mattos,NA,"Bursaca, V.S.","2007","09","06",Brasil,São Paulo,Botucatu,NA,-48.445,-22.885833,48°26'42w,22°53'09s,NA,NA,BOTU025603,NA,"1",NA,NA,NA,"Árvore com cerca de 8 m de altura, flores com pétalas róseas, caule rugoso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.733333,-22.816667,"67",2021-02-08 11:07:38-03,UNESP-IBB,BOTU,"23579",PreservedSpecimen,Plantae,Bignoniaceae,Handroanthus,impetiginosus,Handroanthus impetiginosus,(Mart. ex DC.) Mattos,NA,"Ferreira, R.C.C.","1997","08","12",Brasil,São Paulo,Botucatu,NA,-49.733333,-22.816667,49° 44' w,22°49's,NA,NA,BOTU023579,NA,"225",NA,NA,NA,"Árvore 10, vagem verde.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"235",2020-01-20 14:40:22-03,UPM,MACK,"3419",PreservedSpecimen,Plantae,Bignoniaceae,Handroanthus,impetiginosus,Handroanthus impetiginosus,(Mart. ex DC.) Mattos,A. B. Barros,L. Aguiar,"2018","10","11",Brasil,SP,São Paulo,"U.P. Mackenzie - Campus Higienópolis, Bosque das Fadas",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"HMACK00003419-L.Aguiar2-11/10/2018,U.P.Mackenzie-CampusHigienópolis,BosquedasFadas,SãoPaulo,SP,Brasil",NA,"2",NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9099998474121,-22.5400009155273,"236",2020-01-20 14:40:22-03,UPM,MACK,"3363",PreservedSpecimen,Plantae,Bignoniaceae,Handroanthus,impetiginosus,Handroanthus impetiginosus,(Mart. Ex DC.) Mattos,NA,F. A. Medeiros,"2018","09","09",Brasil,SP,São Pedro,Thermas Water Park,-47.9099998474121,-22.5400009155273,NA,NA,NA,NA,"HMACK00003363-F.A.Medeiros29-9/9/2018,ThermasWaterPark,SãoPedro,SP,Brasil",NA,"29",NA,NA,NA,NA,NA,NA,"19379",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"237",2020-01-20 14:40:22-03,UPM,MACK,"145",PreservedSpecimen,Plantae,Bignoniaceae,Tabebuia,impetiginosa,Tabebuia impetiginosa,(Mart. ex DC.) Standl.,NA,Almeida,"2008","01","22",Brasil,SP,São Paulo,Parque Jardim Felicidade,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6274,-23.5449,"254",2019-07-24 16:19:01-03,CCE,CATAVENTO,"22",LivingSpecimen,Plantae,Bignoniaceae,Handroanthus,impetiginosus,Handroanthus impetiginosus,Mattos,"Santilli, C.",NA,"2018","08","28",Brasil,São Paulo,São Paulo,"Av. Mercúrio, s/n - Pq. Dom Pedro II - Brás",-46.6274,-23.5449,"-46.6274","-23.5449","730","730",CATAVENTO0022,CATAVENTO0022_v01 CATAVENTO0022_v02 CATAVENTO0022_v03 CATAVENTO0022_v04 CATAVENTO0022_v05,NA,América do Sul,NA,NA,<ll>dwc_commonname:</ll> ipê-roxo-de-bola,NA,NA,NA,NA,NA,NA,"2018","08","29",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"302",2020-11-04 11:03:15-03,ESALQ,ESA,"62690",PreservedSpecimen,Plantae,Bignoniaceae,Handroanthus,impetiginosus,Handroanthus impetiginosus,NA,"Rodrigues, M.C.","Ferreira, G.A. ; Brito, T.D.","1998","10","19",Brasil,São Paulo,Piracicaba,NA,-47.6399993896484,-22.7199993133545,NA,NA,NA,NA,ESA062690,ESA062690,NA,NA,NA,NA,NA,Magnoliophyta,NA,"44778",auto,NA,NA,"2014","09","02",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"303",2020-11-04 11:03:15-03,ESALQ,ESA,"36372",PreservedSpecimen,Plantae,Bignoniaceae,Handroanthus,impetiginosus,Handroanthus impetiginosus,NA,"Rodrigues, M.C.","Kamimura, C. ; Costa, V.","1996","10","12",Brasil,São Paulo,Piracicaba,NA,-47.6399993896484,-22.7199993133545,NA,NA,NA,NA,ESA036372,ESA036372,"2.0",NA,NA,NA,NA,Magnoliophyta,NA,"44778",auto,NA,NA,"2014","09","03",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"304",2020-11-04 11:03:15-03,ESALQ,ESA,"10956",PreservedSpecimen,Plantae,Bignoniaceae,Handroanthus,impetiginosus,Handroanthus impetiginosus,NA,"Rodrigues, M.C.","Barreto, K.D. et al.","1993","09","09",Brasil,São Paulo,Piracicaba,NA,-47.6399993896484,-22.7199993133545,NA,NA,NA,NA,ESA010956,ESA010956,"1147.0",NA,NA,NA,NA,Magnoliophyta,NA,"44778",auto,NA,NA,"2014","09","03",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"305",2020-11-04 11:03:15-03,ESALQ,ESA,"12901",PreservedSpecimen,Plantae,Bignoniaceae,Handroanthus,impetiginosus,Handroanthus impetiginosus,NA,"Rodrigues, M.C.","Martins, R.B.","1991","08","28",Brasil,São Paulo,Piracicaba,NA,-47.6399993896484,-22.7199993133545,NA,NA,NA,NA,ESA012901,ESA012901,"88.0",NA,NA,NA,NA,Magnoliophyta,NA,"44778",auto,NA,NA,"2014","09","03",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
