X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,continentOcean,country,stateProvince,preparationType,occurrenceRemarks,barcode,imagecode,day,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,typeStatus,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,coordinatePrecision,geoFlag,class,fieldNumber,individualCount,relatedCatalogItem,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.455385,-22.725628,"2",2021-03-15 16:37:00-03,NY,NYBG,"788064",PreservedSpecimen,Plantae,Magnoliophyta,Asterales,Asteraceae,Baccharis,sphenophylla,Baccharis sphenophylla,Dusén ex Malme,G. Heiden,K. Kubitzki,84-60,"1984","03",South America,Brazil,São Paulo,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=697717' target='other'> <mi>dwc_moreinfo</mi></a>,NY00788064,NY00788064_01,"08",Campos do Jordao,Parque Estadual. Sao José dos Alpes.,-45.455385,-22.725628,"1700","1700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.604903,-22.750525,"3",2021-03-15 16:37:00-03,NY,NYBG,"788339",PreservedSpecimen,Plantae,Magnoliophyta,Asterales,Asteraceae,Baccharis,sphenophylla,Baccharis sphenophylla,Dusén ex Malme,G. Heiden,M. Sakane,"461","1976","02",South America,Brazil,São Paulo,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=697712' target='other'> <mi>dwc_moreinfo</mi></a>,NY00788339,NY00788339_01,"09",Campos do Jordao,"Vila Matilde, áreas do Sanatório Sao Francisco Xavier.",-45.604903,-22.750525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.604903,-22.750525,"7",2021-03-15 16:37:00-03,NY,NYBG,"788340",PreservedSpecimen,Plantae,Magnoliophyta,Asterales,Asteraceae,Baccharis,sphenophylla,Baccharis sphenophylla,Dusén ex Malme,G. Heiden,M. Sakane,"461","1976","02",South America,Brazil,São Paulo,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=697713' target='other'> <mi>dwc_moreinfo</mi></a>,NY00788340,NY00788340_01,"09",Campos do Jordao,"Vila Matilde, áreas do Sanatório Sao Francisco Xavier.",-45.604903,-22.750525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5,-22.751389,"8",2021-02-08 11:07:18-03,UNESP-IBB,BOTU,"15577",PreservedSpecimen,Plantae,NA,NA,Asteraceae,Baccharis,sphenophylla,Baccharis sphenophylla,Dusén ex Malme.,"Maruyama, A.","Amaral Jr., A.","15","1982","02",NA,Brasil,São Paulo,NA,Campo rupestre,BOTU015577,BOTU015577,"16",Campos do Jordão,Pico do Itapeva e arredores,-45.5,-22.751389,NA,NA,NA,"2020","05","17",45°30'w,22°45'5s,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.375,-22.875,"9",2021-02-08 11:07:18-03,UNESP-IBB,BOTU,"736",PreservedSpecimen,Plantae,NA,NA,Asteraceae,Baccharis,sphenophylla,Baccharis sphenophylla,Dusén ex Malme,"Maruyama, A.","Rodella, R.A.","9","1972","10",NA,Brasil,São Paulo,NA,"Arbusto, com flores amarelas",BOTU000736,BOTU000736,"24",Botucatu,"A 20 km de Botucatu; Fazenda 4 Meninas e Mac",-48.375,-22.875,NA,NA,NA,"2020","05","17",48°22'30w,22°52'30s,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5,-22.751389,"15",2021-02-08 11:07:18-03,UNESP-IBB,BOTU,"15575",PreservedSpecimen,Plantae,NA,NA,Asteraceae,Baccharis,sphenophylla,Baccharis sphenophylla,Dusén ex Malme.,"Maruyama, A.","Amaral Jr., A.","35","1982","02",NA,Brasil,São Paulo,NA,NA,BOTU015575,BOTU015575,"16",Campos do Jordão,NA,-45.5,-22.751389,NA,NA,NA,"2020","05","17",45°30'w,22°45'5s,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.7200012207031,-23.3199996948242,"22",2020-01-20 14:40:12-03,UPM,MACK,"2879",PreservedSpecimen,Plantae,NA,NA,Asteraceae,Baccharis,cf. sphenophylla,Baccharis cf. sphenophylla,Dusén ex Malme,M. G. Silva,G. Ramos,"24","2015","10",NA,Brasil,SP,NA,NA,NA,NA,"02",Franco da Rocha,Parque Estadual do Juquery,-46.7200012207031,-23.3199996948242,NA,NA,NA,"2016",NA,NA,NA,NA,"12135",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"24",2020-01-20 14:40:09-03,UPM,MACK,"2140",PreservedSpecimen,Plantae,NA,NA,Asteracaee,Baccharis,sphenophylla,Baccharis sphenophylla,Dusén ex Malme,G. Franco,A. Buccaran,A33,"2011","03",NA,Brasil,SP,NA,NA,NA,NA,"26",Campos do Jordão,NA,-45.5900001525879,-22.7299995422363,NA,NA,NA,NA,NA,NA,NA,NA,"21048",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"25",2020-01-20 14:40:13-03,UPM,MACK,"2786",PreservedSpecimen,Plantae,NA,NA,Asteraceae,Baccharis,sphenophylla,Baccharis sphenophylla,Dusén ex Malme,"L. P. Caccia, et al","L. P. Caccia; et al","13","2013","03",NA,Brasil,SP,NA,Campo de altitude,NA,NA,"21",Campos do Jordão,"Bairro Umuarama, U.P.M.",-45.5900001525879,-22.7299995422363,NA,NA,NA,NA,NA,NA,NA,NA,"21048",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"26",2020-01-20 14:40:13-03,UPM,MACK,"2801",PreservedSpecimen,Plantae,NA,NA,Asteraceae,Baccharis,sphenophylla,Baccharis sphenophylla,Dusén ex Malme,"R. C. S. Piemonte; F. F. Gargiulo","A. B. D. Nogueira; et al","16","2013","03",NA,Brasil,SP,NA,Campo de altitude,NA,NA,"21",Campos do Jordão,"Bairro Umuarama, U.P.M.",-45.5900001525879,-22.7299995422363,NA,NA,NA,NA,NA,NA,NA,NA,"21048",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
