X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,class,yearIdentified,monthIdentified,dayIdentified,relatedCatalogItem,verbatimLongitude,verbatimLatitude,previousCatalogNumber,typeStatus,fieldNumber,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-49.32,-24.17,"4",2021-03-15 16:37:00-03,NY,NYBG,"00668747",PreservedSpecimen,Plantae,Magnoliophyta,Fabales,Polygalaceae,Polygala,moquiniana,Polygala moquiniana,A.St.-Hil. & Moq.,J. J. Wurdack,L. B. Smith,"14784","1965","01","18",South America,Brazil,Paraná,Jaguariaíva,"Fazenda Cajurú, source of Rio Cajurú.",-49.32,-24.17,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=761003' target='other'> <mi>dwc_moreinfo</mi></a>,NY00668747,NY00668747_01,"1000","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"14",2020-11-04 11:17:31-03,ESALQ,ESA,"17471",PreservedSpecimen,Plantae,Magnoliophyta,NA,Polygalaceae,Polygala,moquiniana,Polygala moquiniana,NA,NA,"Souza, V.C. et al.","7344.0","1994","11","14",NA,Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,ESA017471,ESA017471,NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"16",2020-11-04 11:17:31-03,ESALQ,ESA,"78658",PreservedSpecimen,Plantae,Magnoliophyta,NA,Polygalaceae,Polygala,moquiniana,Polygala moquiniana,NA,NA,"Scaramuzza, C.A.M. ; Souza, V.C.","529.0","1989","09","24",NA,Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,ESA078658,ESA078658,NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"17",2020-11-04 11:17:31-03,ESALQ,ESA,"12464",PreservedSpecimen,Plantae,Magnoliophyta,NA,Polygalaceae,Polygala,moquiniana,Polygala moquiniana,A.St.-Hil.,M.C. Marques,"Souza, V.C. et al.","4728.0","1993","11","27",NA,Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,ESA012464,ESA012464,NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"18",2020-11-04 11:17:31-03,ESALQ,ESA,"17153",PreservedSpecimen,Plantae,Magnoliophyta,NA,Polygalaceae,Polygala,moquiniana,Polygala moquiniana,NA,NA,"Souza, V.C. et al.","3927.0","1993","05","22",NA,Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,ESA017153,ESA017153,NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.263056,-24.261667,"29",2021-03-01 16:38:16-03,UNICAMP,UEC,"77862",S,Plantae,Magnoliopsida,NA,Polygalaceae,Polygala,moquiniana,Polygala moquiniana,A.St.-Hil. & Moq.,"Marques, MC","Souza, VC; Miyage, PH; Souza, JP; Nakagomi, MY","7344","1994","11","14",NA,Brazil,São Paulo,Itararé,Estrada Itararé - Bonsucesso. Fazenda Santa Maria do Espinho. Campo natural com banhado e mata ciliar adjacentes.,-49.263056,-24.261667,NA,"Erva rastejante, flores róseas. Campo.",UEC079335,UEC079335,NA,NA,NA,NA,NA,"1998","05",NA,NA,"-49.263056","-24.261667",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"32",2021-03-01 16:38:16-03,UNICAMP,UEC,"36165",S,Plantae,Magnoliopsida,NA,Polygalaceae,Polygala,moquiniana,Polygala moquiniana,A.St.-Hil. & Moq.,"Pastore, JF","Oliveira, LMQ; Kinoshita, LS; Semir, J; et al.","16543","1984","09","29",NA,Brazil,São Paulo,Campos do Jordão,"Estrada entre Reserva do Inst. Florestal a S. José dos Alpes, mais ou menos 6km. Em mata de encosta e campo de altitude.",-45.5900001525879,-22.7299995422363,NA,Erva ereta em beira de estrada. Flores lilases.,UEC088137,UEC088137,"1700","1700","21048",auto,NA,"2010","08",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"33",2021-03-01 16:38:16-03,UNICAMP,UEC,"070011",S,Plantae,Magnoliopsida,NA,Polygalaceae,Polygala,moquiniana,Polygala moquiniana,A.St.-Hil. & Moq.,"Pastore, JF","Sciamarelli, A; et al.","26554","1992","06","09",NA,Brazil,São Paulo,Campos do Jordão,Pico do Itapeva.,-45.5900001525879,-22.7299995422363,NA,"Herbácea, ca. 20cm, inflorescência com brácteas roxas, flores brancas.",UEC088130,UEC088130,NA,NA,"21048",auto,NA,"2010","08",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"34",2021-03-01 16:38:16-03,UNICAMP,UEC,"86224",S,Plantae,Magnoliopsida,NA,Polygalaceae,Polygala,moquiniana,Polygala moquiniana,A.St.-Hil. & Moq.,"Marques, MC","Longhi-Wagner, HM; Boechat, SC; Araújo, AC; et al.","3202","1996","01","25",NA,Brazil,São Paulo,Itararé,Entrada para Fazenda Ventania.,-49.3400001525879,-24.1100006103516,NA,"Baixada úmida, arenosa, flor pink.",UEC079338,UEC079338,NA,NA,"27729",auto,NA,"1998","05",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.31666,-24.16666,"98",2008-05-27 22:02:00-03,MO,MOBOT,"2911778",PreservedSpecimen,Plantae,NA,NA,Polygalaceae,Polygala,moquiniana,Polygala moquiniana,A. St.-Hil. & Moq.,J.J. Wurdack,Lyman B. Smith,Smith 14784,"1965","1","18",South America,Brazil,Paraná,NA,"Mun. Jaguariaiva: High rocky campo, Fazenda Cajurú, source of Rio Cajurú.",-49.31666,-24.16666,NA,NA,NA,NA,"1000.00000000","1100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
